text,label
7월 23일 구입 31일 배달 설치냉장고도 디자인도 이 쁘고 잘 작동되는 것 같아서 좋았습니다고장 없이 잘 사용할 수 있으면 좋겠네요 냉동고에 등이 없습니다 밤에 아이스 크림 먹을 때 불이 안 들어와서 약간 당황할 수 있습니다 조작 버튼도 간단한 것 같아서 보통에 그냥 사용할 면 될 듯하고 단순해서 좋은 것 같습니다 하루 사용 후기네요 빠른 배송 실시간 배송 문자 배송 연락 방문 연락  친절한 서비스 설치도 예약 시간보다 빨리 깔끔하게 설치해 주시고 냉장고 잘 작동 되는지 혹시 오동작 문제 시 편한 게 연락하는 문자도 오고 냉장고 문제 시 연락하면 해결해주려고 하는 친절한 서비스 고맙습니다,0
5월 31일에 배송 가능하다고 연락이 와서 설치했어요 슬림형에 1등급 삼성 제품 이런 가격에 살 수 있다고 하니 배송 느려도 꾹 참았습니다 블랙보다는 진한 회색이라고 해야 할 듯합니다 10퍼센트 환급까지 탁월한 선택,0
잘 받았습니다 잘 받았습니다 잘 받았습니다,0
이 가격에 이 성능이면 만족합니다,0
좋아 여 다만 문 닫을 태자꾸 손이 껴 여 글 고문 쪽 수납공간이 좁네여,0
편하고 저렴해서 이마트몰 자주 이용해요,0
어떤 제품을 선택해야 할지 망설이다 상품평이 좋은 422를 선택 고장 없이 이 상태로 유지되면 최상품입니다,0
디자인과 속인 보인다는 점이 좋습니다,0
배송이 오래 걸렸지만 상품은 맘에 듭니다,0
아주 좋고 으뜸 효을 10 프로 아주 좋아요 43만에 4만 3천원까지 받으면 38만 7천원에 산 셈이네요 기간이 2주 걸려도 기다린 만큼 보람은 있어요 앞으로는 무조건 빅스마일 세일 이용해서 가전 제품 사야겠어요,0
조작 간편하고 좋네요 깔끔한 블랙 색상 좋구요 가격비교해보니 씨제이몰에 젤 좋네요 시계나와서 좋아요,0
통삼겹 잘 돼 요 소음은 없진 않지만 거슬릴 정돈 아니에요,0
도착 첫날부터 만두 치킨볼 고구마 삼겹살 목살 계속 사용하게 되네요 사용 후 씻기도 편하고 완전 대 박상품입니다 덕분에 집안에 음식 냄새도 안 나고 편하게 잘 써지네요 강추,0
선물용으로 구매했네요 기름 없이 잘 된다고 소문난 에어프라이어라서 잘 되기를 바라며 선물했네요맛난 음식 많이 해먹었음 좋겠네요,0
다 맘에 들어 유배송도 그렇고 냉장고도 너무 이 쁘고 친절하고 냉장고는 엘지 디오스 아닙니까 어머니가 좋아하시네 유 10년 넘게 써야쥬 굿굿굿 그리고 가격도 너무 착하네 유,0
디자인 세련되고 스테인 레스라 마음 놓이고 기능도 만족합니다,0
배송이 늦을까봐 걱정했는데 지정일 배송을 해줘서 다행입니다 제품 상태를 잘 모르겠으나 냉동실이 큰 것이 마음에 듭니다,0
일단 사용은 잘 되고 버튼식이라 사용하기 편해요,0
배송기사님이 아주 친절하시고 세심하게 설명도 잘해주십니다 제품에 기스 하나 없이 운 반하는 모습이 프로라는 느낌이 들더군 요 아마 그 가사님 연봉 많이 받을 꺼 같아요,0
전자레인지 사본지 오래라서 뭐 좋네요 다양한 기능도 있고,0
배송도 빠르고 기사님들도 친절하시고 상품도 맘에 들어서 기분이 좋네요 고급지고 성능 좋고 좋습니다 많이 파세요,0
엄마가 에어프라이기를 원하셔서 찾고 후기를 찾고 하다 보니 결정한 422 에어프라이어 청소도 쉽고 용량이 커서 가족들 음식하기도 좋고 디자인이 무엇보다 깔끔해서 더 좋아요 그린이 넘 예뻤는데 아쉽게 화이트 샀는데 화이트도 정말 예쁘네요 엄마가 정말 만족하세요,0
냉장고 고장 나서 주문했는데 배송도 빠르고 냉장고 소음도 조용하고 용량도 만족합니다 배송기사님도 친절하게 잘 설치해 주시고 좋아요,0
사드리려고 구매했어요 큼직한데다 가격도 저렴해서 넘 맘에 드네요마트 가서 똑같은 거 훨 더 비싸던 데,0
잘 도착했습니다 일단 써봐야 할 듯한데 배송 속도 및 외관은 특이사항은 없네요,0
저렴할 때 미리 샀어요,0
배송도 빠르고 제품도 좋고 만족합니다,0
주문하고 주말 포함 4일째 받았어요 오전 배송 전에 전화 주셨고 설치도 빠르고 좋습니다 외관도 너무 에 쁘구 요배송 기사님도 친절하셨고 고맙습니다 새집에 잘 어울리네요,0
배송 느립니다 잘 받았습니다,0
아주 좋아여,0
선물했습니다 너무 좋아하네요,0
디자인도 이 쁘고 깔끔하네요,0
아주 있어 보이고 성능도 좋네요 추천합니다,0
빅스마일 데이로 저렴하게 구매,0
생각보다 큽니 다 단지 야채 칸 빼는 게 조금 불편하네요,0
엄마께 선물해 드렸는데 너무 좋다고 좋아하시네오 가격도 착하고,0
깔끔하고 소리가 작아요,0
하루 만에 왔어요 늦을까봐 살짝 걱정했는데 엄청 빨리 왔네요 이사한 집으로 이사한 날 도착을 했는데 정리도 안됐고 택배도 16개나 도착해서 확인이 늦었네요 외관 깔끔하고 크기는 적당해요,0
와우 너무 좋네요 디자인도 예쁘고 기사님 너무 친절하세 요 입주 날짜 맞춰서 배송해주셔서 감사드립니다,0
선반이 하나 깨져 있어서 이 쉽기는 한데 그래도 배송도 빠르고 기사님도 친절하네요,0
냉장고 깔끔하고 좋아요 원래 1등급이였는데 등급이 강화되면서 2등급으로 바뀌었다고 하네요 배송도 빨라서 좋았어요,0
가장 저렴하게 구매했어요,0
상품은 좋습니다 하지만 배송이 너무 심하게 느리네요 그것만 빼면 다 좋아요,0
여러 제품 비교해보고 구매했어요 디자인도 맘에 들고 크기도 딱이예요맘에 듭니다,0
이마트 에서 똑같은 모델 180 에 판매 중이던 데 여기선 할인받아서 105 마넌 정도 주고 구입 넘 잘 산 거 같아 요 설치 기사님들도 친절하시고 넘 고생 하셨어요 냉장고 세탁기 건조기 설치와 사용 설명도 해주셔서 감사합니다,0
삼성이라서 제품이 좋은 것 같아요,0
받아서 바로 설치하고 음쓰 돌렸습니다 근대 동 동동동 소리가 계속 나는데 싱크대 문 닫아도 싱크대 물 내려가는 구멍에서 소리가 계속 나요 싱크대 구멍 막아놨더니 주변에 물고인 게 파장이 있을 정도로 동동 동동 소리가 커요 제가 뭘 잘못 한 건지,0
잘 받았습니다 설치기사님이 직접 배달해 주셨어요,0
조금 비싸지만 물건은 써봐야 하지만 배송에서 일단 다른 회사보다 차별이 되네요 믿고 써봐도 될 것 같습니다,0
가격 착하고 역시 삼성이에요,0
여러 가지 기능이 많더라구 요 인버터 기능 사용해봐야겠어요,0
배송을 빨리 해준 것은 고마운데 쓰던 가 전수거는 왜 안 해가는 거죠,0
대만족 설치기사님도 친절하시고 상품도 넘 맘에 들어요,0
삼겹살 구울 때 냄새가 안 나니 너무 좋으네요 만족합니다,0
배송도 빠르고 제품도 안전하게 도착했습니다 톤 다운된 민트라서 이 뻐요크기도 좋고 스텐 장비들도 같이 와서 잘 쓸 거 같습니다 추천해요 사용법도 단순해서 편해요,0
집에 있는 삼성전자 렌지가 너무 오래되서 십일절 세일하길래 구매했어요 받아서 열어보니 문위쪽 지워지지 않는 얼룩과 전자 렌즈 하단에 나사가 하나 빠진 것 처럼 철제 판이 이 음새가 떠 있네요 할 일상품이라고 b굽을 보낸 건지 교환하고 싶지만 부피가 커서 재포장도 너무 귀찮고 그냥 씁니다,0
배송은 좀 느리지만 부모님께서 좋아하시네요 색깔도 이 쁘다고 하세요,0
진작부터 구매하려고 맘 먹고 있었는데 마침 저렴하게 풀려서 구매했습니다 안전하게 포장되어 배송도 빠르게 왔고 아직 요리를 해보진 않았지만 연마제도 묻어나오지 않고 잘 작동하는 것 같습니다 디자인도 깔끔하네요,0
배송 빠르구 소음이 조금 있지만 성능 좋으네 여세련된 디쟌도 맘에 들어요,0
외관 깔끔하고 기능 좋고 수납 넓고 말이 필요 없네요 그냥 강 추 모터는 엘지죠,0
맘에 들어 요 근데 배송일 때문에 취소하고 아쉽네요,0
기능도 편리하고 처음 사용하는 사람도 쉽게 할 수 있어 좋습니다 참 잘 샀다는 생각 드네요 딸애 선물하길 잘했어요,0
배송은 오래 걸렸지만 좋네요,0
색도 맘에 들고 기사 아저씨 친절하셔서 좋고,0
다들 에어프라이어해서 많이 알아보다가 샀어요 5리터 대용량과 디지털 방식 그리고 사각 바스켓 고구마가 제철이라 에어프라이어 돌려봤는데 진작 살 걸 후회가 들 정도네요 디지인 고급스럽고 크기는 밥솥보다 좀 더 커서 놀랬어요 에어프라이어 없으신 분들 꼭 사세요 신세계를 만끽 하세요,0
쿠폰써서 싸게 샀네요 실물로 보니 더 견고하고 좋아 보입니다,0
첫 에어프라이어인데 고를 때 힘들었습니다 추천받은 것 중에 422로 사게 된 건 일단 세척과 관리가 쉽다고 해서 가 가장 큽니다 처음이라 다른 비교는 불가능하지만 크기도 크고 고를 때 이 점이 제일 중요하다고 하네요 사용 전에 닦아낼 때 묻어나오는 게 없어서 좋았습니다 디자인도 예쁘고 감자 튀김이랑 해쉬 포테이토를 해 먹었는데 기름 없이 해 먹는 게 이렇게 편한지  몰랐네요 코 제품 기준으로 둘 다 200도에 13분 돌리니 딱 좋은 것 같아 요 레시피 가이드가 따로 없어서 검색 후 해봐야 하는 건 아쉽지만요,0
참맛실 빠진 모델이예요 김치냉장고 따로 있어 없는 게 더 좋네요,0
배송도 빠르고 성능 이야 이미 알고 있던 터라 써봐야 알겠지만 믿고 사는 엘지 냉장고니까요 어쨌든 넘 감사해요 동생 집들이 선물로 주문했는데 동생이 좋아하네요 감사합니다 많이 파세요,0
예약 배송이라 좀 기다렸는데 받아 보니 너무 예뻐서 맘에 들어 요 사실 여러 가지 중에 고민하다가 고른 거였는데 괜히 고민했다 싶어요 돌아가는 소리도 너무 조용하네요,0
배송 하루 정도만에 받았어요 빨리 와서 좋았구요 디자인도 심플하니 이쁩니다가격도 저렴하고 가정용으로는 딱이네요,0
밥 통보다 더 커 요 식당 밥통같아 요시끄러워 요 오래 걸려요다 그런 건가,0
생각보다 작네요 가격 대비 만족합니다,0
빠른 배송 저렴한 가격에 감사합니다,0
옆집 혼자 사는 지인한테 선물했는데 좋다고 하네요 간단하면서 디잔도 이 쁘다고,0
디자인 세련되서 좋아요 오래 고장 안나길 기대합니다,0
필스 에어프라이어 초창기 모델 쓰다 이번에 바꿨는데 사용해보니 넘나 신세계 와 우 소음도 전에 쓰던 것에 비하면 없네요 없어게다가 디자인도 너무 예쁘고 올스텐이라 연마제 걱정했는데 거의 안 나왔어요 마감도 손 안 다치게 꼼꼼히 되어 있어 신경 써서 만들었구나 싶었어요 마음에 듭니다,0
맘에 들어요,0
전에 쓰던 같은 제품이 수명이 다 해 재구매해요 편리해요,0
20년 넘게 쓰던 망가진 렌지를 드뎌 바꿨어요 뜨거움이 좀 덜한 거 같기도 하고 망가지지 않고 오래 쓰고 싶어요,0
주말 끼고 2주 만에 배송됐네요 삼성에서 직접 배송을 담당해서 날짜 조율과 시간 조율이 엄청 편해요 설치도 금방 끝나고 설명도 아주 친철합니다 역시 대기업 제품이예요 색상 이 쁘고 디자인 깔끔해서 좋습니다 색상은 보시다시피 짙은 회색 메탈이며 내부는 306 리터에서 90 리터를 냉동에 줘서 그런지 같은 급의 냉장고랑 비교했을 때 살짝 냉장이 작아 보이는 느낌이 있 지만 그래도 혼자 사는 집은 무리 없이 가능합니다 내부 칸 짜여진 것도 깔끔하게 잘 배분돼서 짜여져 있네요 디지털 컨버터라 냉기 마음대로 조절 가능하고 칸마다 효율적으로 냉기를 만들어서 식자재도 신선할 꺼 같고 전기세도 얼마 안 나가서 좋을 꺼 같아 요 1등급이니 말 다 했죠 뭐 맘에 들어 요 근데 둘이 사는 집은 좀 부족할 꺼 같긴 해요 그래도 음식을 많이 저장 안 하고 일주 일정도 치만 넣고 산 다치면 괜찮을 듯 합니다 상 냉장 사길 잘했네요 아주 편합니다 하 냉장 쓰다가 상 냉장 쓰니 편함이 확 체감이 오네요 디자인적으로도 이 뻐서 인테리어 효과 나 구요 소음 거의 없어요 정말 조용해요 정말 만족스런 제품이네요 이 가격에 이 리터에 메이커 상 냉장 없어요 가격 세일할 때 구매해서 정말 저렴하게 샀어요 혼자 사시는 분한테 적극 추천합니다 10  환급도 받고 아주 좋아요 고민하지 마세요,0
제품이 크고 튼튼해 보입니다,0
화이트라 깔끔 하니 맘에 들어 요스텐이라 관리도 편할 거 같고 맛있는 음식 해 먹는 일만 남았네요 감사합니다,0
용량 큰거원 햇는데 이 가격에 디자인도 깔끔,0
디자인 매우 맘에 듭니다,0
배송도 원하는 날에 해주시고 사용 설명도 친절이 잘 해주시고 상품도 넘 맘에 들고 굿,0
좋은 가격에 잘 구매했습니다 선물하려고 샀어요,0
십일절 특가로 좋은 상품 엄청 싸게 샀어요 물량이 없다고 배송이 늦어질 것 같다고 문자 왔었는데 그렇게까지 늦지도 않았구요 사용해보니 잘 돌아가네 요많이 파세요,0
친정엄마 선물 해드렸는데 크고 예쁘다고 넘 좋아하십니 다 실용성 있게 사용하기 딱 좋은 제품인 거 같아요,0
올스텐 알아보던 중 비교 비교 끝에 선택한 422예요 일단 올스텐 중에서도 디자인적으로도 이 쁘고 군더더기 없이 깔끔하네요 오늘 받아서 닦아봤는데 깨끗해요 열선 쪽만 조금 묻어나와서 한 번 더 닦았어요 아래 열선 없으니 청소 더 편할 것 같고 내부가 넓어서 피자도 통채로 돌릴 수 있고 넘 좋아요 오늘 고구마 첨으로 돌려봤는데 역시 맛이 끝내주네요 내 돈 내산 요리는 장비 빨 422짱입니다 특히 판매자님 문의 답변 너무 친절하게 해주셔서 감동 받았어요 번창하세요,0
DIOS 2003년에 사서 쓰다가 이번에 바꿨습니다 언제나 믿음직한 DIOS 입니다,0
그동안 에어프라이어 초창기에 나온 모델 쓰면서 환경호르몬이 늘 신경 쓰였어요 여러 회사에서 스텐 에어프라이어 출시될 때마다 올스텐 아니여서 만족이 안 됐었거든 요 드디어 상판까지 올스텐인 제품이 나와서 구매했어요 거기다가 디자인은 덤 너무 예쁜 거 아닌가요 받자마자 공회전 돌렸어요 요리할 생각에 벌써부터 두근거려요,0
오랜만에 냉장고를 바꿔서 인지 냉동 냉장 모두가 잘 되고 좋네요,0
배송도 빠르고 좋아요 사용 잘할게요,0
부모님 댁에 선물했어요 너무 친절하게 잘해주시고 가셨다고 얼마나 좋아하시는지 추천합니다,0
장비빨,0
좋아요 잘 쓸게요,0
화력도 괜찮고 깔끔하니 괜찮은 거 같아요,0
디자인도 깔끔 심플하면서 기능도 보기 간편하게 되어 있어서 사용하기 편리하네요,0
홈쇼핑에서 같은 제품 150만에 팔고 있길래 샀었는데 여기가 30만원이나 더 싸더군 요 바로 홈쇼핑 취소하고 샀습니다 매직도어가 편리하고 냉장 고 용량이 커서 만족하고 있습니다 10년 무상 컴프레셔 보장도 좋구요 전에 쓰던 냉장고도 컴프레셔 문제로 이걸로 바꿨는데 오래오래 쓰겠습니다,0
디오랩이랑 고민했는데 만족스러워요 기존에 대우꺼 써서 그런지 422는 소음이 아주 적어요 아이랑 쿠키 만들기 해봐야겠어요 오븐 겸용으로 잘 쓸 거 같아 요 전부 흰색이라 깔끔하고 이 뻐요 작동법도 간편하네요,0
늦게 오는 거 기다릴 수 있으면 완전 추천입니다,0
디자인 깔끔하고 성능 좋으네 요 배송 기사님 친절하셔요,0
기존 것이 고장 나서 삼성 꺼로 새로 구매했어요 너무 맘에 들어 요 오래오래 잘 사용했으면 좋겠어요,0
드디어 벼르고 벼르던 에프를 장만 했어요 디디오랩과 422 둘 중 고민 고민 끝에 올스텐 422로 결정했어요 여러 리뷰들을 보니 믿음이 가 고 무엇보다 디자인도 이 쁘고 올 스텐이라 결정 했네요 배송도 하루 만에 도착 정말 놀랐네요 감동상자 오픈 두둥 색상은 메탈로 했는데 실물이 훨씬 이 쁘네요 내부도 넓어서 4인 가족 충분하겠네요 앞으로 쓰임새가 다양해서 식탁이 훨씬 풍성해 지 겠네요 잘 쓰겠습니다,0
좋아요 좋아요 좋아요,0
저렴한 가격에 잘 샀어요 정말 만족합니다 잘 사용할께요,0
배송 빨라 요 굿굿,0
배송 희망 일을 변경하였는데도 빠른 대응 감사드리고 친절한 설치 그리고 사진까지 진심으로 감사를 드립니다 고맙습니다,0
잘 받앗 어요 하얀 부분 머트리얼은 플랫하지 않고 거칠은 질감에 코팅 입힌 거에 요 인터페이스 좋고요 잘 익고 불편한 건 없어 보이네요,0
삼성 제품 울 저렴하게 구매해서 좋네요 잘 사용 하겠습니다,0
이번에 엘지 냉장고 구입했는데 참 잘했다는 생각이 듭니다 요 전에 삼성 사용했는데 요 별 루인 것으로 판단됩니다 엘지 s831s30을 구입했는데 좀 더 사용하면 더욱 좋은 것으로 알 것 같다는 생각이 듭니다 아무튼 감사합니다 설치하시는 분들도 너무나 친절하시고 잘해주셨습니다,0
사고 싶어 눈여겨봤는데 정말 정말 이렇게 결국 핫딜로 만나보게 됐네요 기대하고 있어요 아이들이 더 돟아하고 있습니다,0
예쁘네요 잘 사용하겠습니다,0
저렴 이사 선물로 구매,0
배송이 맘에 안 들었지만 상품은 만족합니다,0
기존에 쓰던 에어프라이기 코팅이 다 벗겨져서 스텐으로 된 에어프라이기를 계속 검색하다가 422에어프라이기가 5차부터 올 스텐으로 나온다고 해서 여러 후기를 보고 구매하였습니다 우선 올스텐이라 안심하고 사용할 수 있어서 넘 좋았어요 스텐으로 된 에어프라이기를 검색하면서 제일 고민이었던 부분 중에 하나가 세척에 대한 것이었는데 실리콘 용기랑 종이 호일을 사용하면  세척도 생각만큼 불편하지 않아서 넘 편리하고 좋습니다만두랑 치킨 해봤는데 정말 맛있더라구요,0
기존 쓰던 에어프라이어 용량이 너무 작아서 큰 거로 구매하려 도 중 디자인과 성능 품질이 좋다는 422 제품을 찾아보았는데 이 왕 사는 거 제일 큰 용량인 13 리터짜리로 선택했네요 상품을 받아 보니 마감 품질이 흠이 없을 정도로 너무나 훌륭했고 디자인 또 안 너무 이쁘게 잘 빠졌네요 상품 뜯자마자 200도로 공회전 15분간 하고 연마 작업을 했는데 깨끗하게 나와서 잘 닦기만  하고 바로 고구마를 조리 해보았는데 별다른 과정 없이 아주 깔끔하게 잘 되어지네요 요리와 생활의 질이 높아질 것 가 고 오래오래 사용할 것 같습니다,0
기존 사용하던 제품 용량이 넘 작아서 검색하던 중 제맘에 쏙 들어온 제품이에요 화이트도 이 뻐서 살짝 고민했는데 저희 집 분위기와 잘 어울리는 것 같아요 요리 똥 손이지만 역시 요리는 장비 빨이라고 배송 받고 나니 이것 저것 만들어보고 싶은 욕구가 마구 생기네요 연마제 있을까 싶어 열심히 닦았는데 넘 깨끗해서 놀랬어요 버튼 때문에 고객센터 통화했는데 직원분도 넘 친절 하셨 구요 앞으로 살찔 일만 남은 듯합니다,0
크기도 크고 좋습니다 조용해요,0
찌그러져 있서 요,0
배송도 빠르고 제품도 맘에 듬,0
생각보다 크고 바스켓이 좀 무거워요,0
구매 결정하러 왔더니 가격이 내림 돌릴 때 안이 안 보이니 불편하고 해 동기능이 복잡해 요설명서도 안 나와 있고 그냥 기능적은 싼 걸 살 걸,0
배송도 빠르고 제품도 좋고 가격도 합리적 입니다 설치 기사님도 완전 친절하시고 아주 만족 합니다,0
맘에 들어 요 시 간 표시되고 다이얼 방식이 간편해서 좋아요,0
너무 예쁘고 크고 좋아요,0
많이 고민했어요 후기가 너무 극과 극이라 그치만 저렴하게 잠시 써보고 바꿀려 고 일단 주문했는 뎅 정말 바스켓이 크니 편하더라구 요 5L 이하 짜리 쓰시는 분들은 어찌 쓰시는지,0
배송 약속 정확하네요 2 얼4일 배송 2월 5일 도착 내용물 비닐 포장이 엉망 임 벗겨짐 말레시아 공장 포장 공정으로 사료 됨택 배 칭찬 합니다 밤에 배달 감사 합니다 기사님 너무 고생,0
15년 전에 쓰던 게 소리땜시 새로 샀는데 15년 전하고 다를 게 몬지 모르겠네요 보통 십니다,0
생각보다 빠르게 제품 수령하였습니다 설치기사님들 친절하셨구요 설치 후 사용 결과 만족합니다 사용하던 가스레인지 반납하였구요 보상판매 상품권 이벤트 꼭 챙겨주세요,0
작동 잘 되고 좋아요 설치 시 표면 스크레치 안나게 설치 했으면 더 좋았을 텐데,0
냉장고에 반 찬류와 육류 생선 등 복합적으로 사용하다 보니 냄새 등 문제가 있어 음료 과일 등을 보관할 별도의 냉장고를 찾다가 선택하게 도었는데 사이즈도 성능도 매우 만족합니다 가성비가 아주 좋다고 생각합니다 보조 냉장고가 필요하신 분들께 적극 추천합니다,0
안이 안 보이는 거 빼면 만족입니다,0
상품평대로 사용도 편리하고 올스텐이라 아주 좋은 것 같습니다,0
이번에 올스텐 출시되었다 해서 타 사 꺼샀다가 반품하고 메탈로 주문했어요 디자인도 예쁘네요 문열림이 확안 열리게 되어 있어서 좋아요 잘 쓸께요,0
군고구마에 딱 이어요,0
좋습니다 좋아요 배송도 빠르고 냉장고도 깔끔하네요,0
배송이 너무 빠르고 좋아요,0
배송 및 설치 과정에서 문콕 한 군데 생겼구요 색상이 메탈이라 크게 표시는 안 나는 것 같네요 조심해 달라고 밀씀 드렸는데 거실하고 부엌 마루 긁어 먹은 건 좀 그러네요,0
만족합니다 모양도 이 쁘고 괜찮네요,0
삼성전자 택배직원분이 직접 가져다 주셨구요 출력이 좀 약한 기분이 있어요 다른 전자레인지 보다 2030초 더 돌려야 하는 느낌이랄까요 일단 23L라서 왠만한 건 다 들어갑니다,0
실물이 더 이쁘네요 작동도 잘 되고 만족스러워요,0
성 등도 좋고 저렴하고 모두 만족합니다,0
받자마자 음식 데 펴서 저녁 해결했어요 설명서 차분히 읽고 알차게 활용하려 구요,0
전체적으로 마음에 들어 요 가격대도 디자인도 용량도,0
우선 멋있습니다 강 추합니다 좋은 집 좋은 전자레인지,0
아주 좋아요 잘 쓰겠읍니다,0
용량도 적당하고 이쁩니다,0
전에 검은색으로 샀는데 맘에 들어서 아는 지인 분 또 사드렸어요,0
세일 할 때 잘 샀어요,0
인테리어상 빨간색으로 샀는데 잘 맞네요,0
구매하고 2 틀 만에 배송 왔어요 배송기사님이 1015분 만에 설치해 주시고 시간도 정확하게 지켜서 설치 받았구요 화이트는 역시 진리인 듯 넘넘 앱 뻐요,0
친절하고 배송 빠르고 연락도 잘해주세요,0
요즘 택배 물량이 많아서 배송은 예상대로 도착하진 않았지만 원래 쓰던 것보다 크기도 크고 가격도 저렴한데 잘 작동해서 굉장히 만족합니당,0
기사님 두 분이 오셔서 순식간에 설치해 주시고 가셨네요 메탈이라 고급 져 보이구 무척 좋습니다 이 십년 사용한 폐 냉장고도 수거해 가주시 구 가격도 만족에 넘좋네요 5일 저녁에 주문해서 9일 1시경 받았습니다 배송도 빠르구 매우 만족합니다 감사합니다,0
배송도 좋고 사용하기에도 편하고 좋네요 크기도 딱 좋은 거 같아요,0
상품은 잘 받았으나 그냥 문 앞에 두고 가서 배송은 별로입니다,0
소음이 많이 심함 빡빡 소리도 엄청큼 배송 속도 예정보다 5일 늦음,0
처음으로 구입했는데 아직 사용하진 않았어요 아들이 엄청 기 대합니다,0
생각보다 빨리 배송 받았구요 블랙과 고민하다 블랙이 품절되어서 화이트로 선택했는데 만족해요 주방이 환해졌어요 오자마자 깨끗이 닦고 공회전 돌렸더니 새 제품 특유의 냄새도 없네요 올스텐이라 안심이 되구요 디자인도 깔끔해요 옆으로 긴 직사각이 아니라 정 사각이라 자리도 덜 차지 하는 거 같아 요 피자 토스트 구워봤는데 맛있었어요 고민 말고 사세요 두 번 사세요,0
배송 아주 맘에 들고요 제품은 당연히 최고,0
서비스 기간도 2년이고 작동 잘되고 이 쁜 빨강 좋아욤,0
전자렌지 성능은 큰 차이 없을 거 같아서 깔끔한 디자인으로 골랐어요 배송 빨랐습니다,0
먼저 좋은 가격에 구매해서 좋네요 기존 불소 코팅 제품 이용했는데 찝찝해서 올스텐인 422로 구매했어요 스텐 제품은 연마제 닦는 게 제일 일인데 거의 안 묻어나와서 더 편하게 이용했어요 배송 오자마자 통삼겹사다가 구워 먹었답니 당,0
디자인 깔끔하고 예뻐요 사용법도 간단하고 만족합니다,0
배송 일도 맞출 수 있어서 좋았고 주방 구조 상 기사님이 힘들텐데 힘든 내색 없고 설치 후 설명까지 꼼꼼히 해주셔서 좋았습니다,0
좋은 가격에 구매했네요,0
세련돼 보이긴 해요 유리가 너무 까매요 조리 중 속이 안 보여 요중간 확인을 마려면 문을 열어야 해요 전자파 때문인 듯하네요,0
디자인은 심플하면서도 고급스럽습니다 스텐 제품을 찾고 있었지만 디자인이 예뻐야 구매한다는 기준을 갖고 있었는데 이 제품이 딱 눈에 들어왔습니다 성능 면에선 그전 에어프라이어보다 좀 촉촉한 느낌도 듭니다 밖에서 요리되는 상태도 정말 잘 보입니다,0
벼루다 엘지데이 때 질렀어요,0
이쁘고 좋아요,0
아직 뜯어 보질 않아서,0
요청한 날짜에 잘 왔고 가성비도 좋아 적극 추천 드립니다,0
냉장고는 좋습니다 신모델이라 디자인도 약간 깔끔해진 것 같고 매직스페이스 버튼 바뀐 것도 좋네요 내부는 저가 제품이라 큰 기대는 하면 안 될 거 같구 요 외부는 200만원 제품과 큰 차이가 없네요 많이 파세요,0
사용 전이지만 좋은 것 같아요,0
굳,0
배송도 적당했고 물건도 하자 없이 말끔하네요가성비 만족감 높습니다,0
좋습니다 마음에 듭니다,0
배송 일자 잘 맞춰 주셨어요,0
무난합니다,0
