고객ID,어디로든그린_최근1개월혜택,어디로든그린_최근3개월혜택,어디로든그린_최근6개월혜택,어디로든그린_최근12개월혜택
3305688888,2030.0,2170.0,2680.0,6140.0
3308834795,3750.0,16110.0,23880.0,48260.0
3316426567,3570.0,6610.0,9100.0,21080.0
3322214317,670.0,10990.0,24400.0,75560.0
3332959060,570.0,3250.0,8100.0,8960.0
3338202092,6250.0,9110.0,15320.0,41580.0
3339246890,2270.0,8690.0,19640.0,47380.0
3344232626,1490.0,4030.0,8740.0,21460.0
3363090435,2350.0,7010.0,17520.0,20040.0
3368074694,1390.0,2750.0,4980.0,100.0
3368326914,-30.0,10.0,2020.0,2560.0
3369388741,-230.0,3430.0,3120.0,2940.0
3369920452,30.0,-1010.0,-1700.0,2600.0
3373308300,490.0,1270.0,4300.0,-1060.0
3376713974,2150.0,2950.0,-800.0,-1860.0
3383528346,1350.0,4910.0,4800.0,28760.0
3391679248,-470.0,2290.0,800.0,-3260.0
3402951759,-530.0,3870.0,10160.0,19140.0
3408177844,2990.0,6050.0,11680.0,27160.0
3423653124,290.0,810.0,8960.0,12000.0
3427834786,410.0,2830.0,9380.0,16960.0
3430211066,590.0,12650.0,17880.0,30740.0
3437528683,970.0,2870.0,6940.0,4600.0
3438853299,2430.0,9130.0,17180.0,28880.0
3442267518,510.0,13710.0,31360.0,37920.0
3453009237,50.0,10.0,-3740.0,-6640.0
3453548609,-450.0,-650.0,-1260.0,-60.0
3457721304,270.0,7490.0,12160.0,22060.0
3457984919,750.0,2250.0,4500.0,9560.0
3469007851,890.0,750.0,3060.0,-80.0
3470826161,2110.0,6150.0,14960.0,62140.0
3503063807,9770.0,30830.0,36700.0,29200.0
3548445256,2890.0,5130.0,15100.0,19400.0
3548684966,12450.0,20150.0,37060.0,64260.0
3552100379,130.0,9510.0,20020.0,47920.0
3552611795,830.0,3230.0,7900.0,12160.0
3561548436,7270.0,8530.0,16060.0,28820.0
3566767828,2770.0,11670.0,21020.0,46860.0
3568358690,-470.0,2690.0,3040.0,-1780.0
3586172422,-1250.0,-1610.0,140.0,-2260.0
3586180929,390.0,-190.0,-3940.0,-6600.0
3586703258,4830.0,4950.0,6520.0,580.0
3588816952,-1250.0,6590.0,11740.0,12740.0
3592472191,-590.0,-1770.0,-5520.0,-8360.0
3592472495,410.0,-410.0,-1820.0,2280.0
3592716442,790.0,3070.0,5460.0,17440.0
3595345480,-210.0,-450.0,-940.0,40.0
3598507868,-510.0,-1530.0,-3640.0,-5920.0
3600325678,970.0,4710.0,14440.0,34880.0
3600337884,170.0,6130.0,18180.0,23920.0
3600851043,870.0,2670.0,9080.0,16640.0
3600854226,3750.0,7050.0,9760.0,15580.0
3601636325,22830.0,53150.0,101120.0,279960.0
3603223147,2790.0,10010.0,10560.0,17700.0
3603742664,-10.0,1410.0,4540.0,80720.0
3604795598,7870.0,16910.0,45320.0,105060.0
3604796491,3250.0,4590.0,39360.0,38060.0
3606358779,2890.0,7170.0,9120.0,7300.0
3606379242,21590.0,73830.0,107100.0,130340.0
3607160984,6770.0,11830.0,15280.0,23740.0
3608207479,-650.0,730.0,16440.0,30620.0
3609264100,3430.0,10250.0,13660.0,19920.0
3610312272,-470.0,-1110.0,-1160.0,3200.0
3610551076,2930.0,7490.0,10360.0,24000.0
3610564376,-170.0,990.0,-1380.0,-2140.0
3611868625,-310.0,5510.0,6120.0,5780.0
3612378769,1430.0,6630.0,9100.0,18140.0
3617102124,6530.0,27490.0,43380.0,84180.0
3617366456,2030.0,4910.0,10120.0,16420.0
3617634748,1490.0,15010.0,24460.0,22280.0
3617909482,-590.0,-1350.0,-2320.0,-3720.0
3618433556,230.0,-330.0,-940.0,-8440.0
3619470094,1310.0,8450.0,6720.0,6680.0
3620263772,3730.0,9710.0,18660.0,36720.0
3621059923,2910.0,8450.0,14080.0,9700.0
3622343496,810.0,11930.0,21900.0,45080.0
3622605902,170.0,1970.0,6220.0,9960.0
3623668964,110.0,530.0,420.0,-60.0
3623918431,770.0,530.0,1680.0,2320.0
3623924118,2050.0,3290.0,1900.0,2160.0
3624441723,-110.0,-70.0,-2720.0,-4120.0
3624443161,1310.0,3810.0,5660.0,15000.0
3625229786,5310.0,11350.0,17080.0,28500.0
3626275151,5270.0,14510.0,28300.0,54220.0
3626542842,690.0,10650.0,20220.0,31320.0
3633619157,4210.0,5670.0,3520.0,6760.0
3635210352,-550.0,-210.0,-3960.0,-5080.0
3635998865,-570.0,-650.0,8760.0,12680.0
3636763069,210.0,610.0,8640.0,18720.0
3637049457,5630.0,14210.0,23280.0,20520.0
3639916743,2230.0,4510.0,9260.0,20140.0
3644643570,570.0,4850.0,3440.0,6280.0
3646488448,850.0,1070.0,3420.0,9300.0
3651177763,4390.0,13130.0,25820.0,41540.0
3652512329,-210.0,3370.0,2000.0,5820.0
3653299367,1790.0,6730.0,12380.0,25380.0
3653549665,7910.0,15050.0,30500.0,86040.0
3654082201,370.0,5510.0,10460.0,2960.0
3656430951,530.0,1890.0,-20.0,-560.0
3658782902,1830.0,5830.0,17140.0,35400.0
3662201929,-290.0,90.0,-2000.0,-5940.0
3664812906,9110.0,17710.0,37880.0,81000.0
3666124073,2090.0,10070.0,17940.0,32500.0
3668220521,730.0,2290.0,4460.0,14880.0
3672154768,1310.0,170.0,12820.0,26020.0
3673227721,3510.0,9630.0,17200.0,22220.0
3674522995,4550.0,9470.0,6520.0,32020.0
3675313172,3170.0,3730.0,1320.0,-6180.0
3676895053,770.0,4230.0,8180.0,11840.0
3683970402,990.0,5710.0,18960.0,28280.0
3684491392,690.0,6250.0,24440.0,43340.0
3686831996,10.0,250.0,300.0,5760.0
3686836390,410.0,1930.0,5600.0,6300.0
3687364446,310.0,650.0,-3100.0,-10600.0
3687376223,-350.0,-1090.0,-3940.0,-11440.0
3688146953,5070.0,8470.0,13880.0,27800.0
3688670502,4850.0,11110.0,19180.0,21940.0
3688940309,8090.0,25670.0,28320.0,46680.0
3690777542,350.0,-270.0,-2540.0,-6040.0
3692076029,5910.0,6250.0,12000.0,16040.0
3693140988,610.0,910.0,3100.0,-1180.0
3694979495,910.0,9230.0,19280.0,39980.0
3697584413,-90.0,-310.0,780.0,-2700.0
3699154023,230.0,1310.0,4580.0,10060.0
3710171994,790.0,1270.0,1740.0,1940.0
3711238105,-90.0,1370.0,7780.0,13180.0
3712806485,-570.0,-830.0,-4580.0,-12080.0
3713585193,270.0,170.0,2120.0,-740.0
3715676746,14510.0,37670.0,79120.0,156720.0
3716720968,3630.0,11610.0,15780.0,30720.0
3721962287,-190.0,170.0,3220.0,1400.0
3723789050,-650.0,-1690.0,-3020.0,-1300.0
3724602799,2570.0,11370.0,15720.0,21000.0
3725898433,3310.0,13190.0,32260.0,53320.0
3726691799,6890.0,8770.0,12940.0,24780.0
3733228483,870.0,7190.0,20660.0,28460.0
3735594095,3730.0,13110.0,20160.0,31680.0
3735875960,810.0,1810.0,9300.0,15220.0
3736134904,-190.0,1230.0,2940.0,4480.0
3739517574,-450.0,-1470.0,-5220.0,-11280.0
3743470538,2430.0,4190.0,4540.0,11000.0
3743990889,1150.0,590.0,140.0,-5040.0
3746358931,-50.0,950.0,1700.0,760.0
3747654943,1130.0,3230.0,4860.0,-2640.0
3747931437,-70.0,10.0,-840.0,-2280.0
3749243733,3310.0,6050.0,10960.0,23740.0
3749496026,1730.0,2130.0,360.0,-920.0
3751315826,430.0,2050.0,1860.0,1020.0
3751605789,5130.0,12410.0,25680.0,61020.0
3751841329,6070.0,29810.0,47600.0,77840.0
3754468314,130.0,3190.0,3020.0,4180.0
3755012014,1050.0,2810.0,4680.0,14120.0
3757896539,-250.0,-550.0,-1260.0,3620.0
3760783640,-590.0,9510.0,28540.0,62380.0
3761809258,-150.0,-990.0,4200.0,7940.0
3763129772,5030.0,9210.0,15860.0,24000.0
3763392583,4770.0,4910.0,6900.0,5600.0
3764692195,70.0,1510.0,5320.0,7420.0
3764695987,1890.0,7450.0,21380.0,40680.0
3764949280,230.0,790.0,2380.0,8040.0
3764966543,-270.0,-1230.0,-780.0,-780.0
3766280429,3070.0,8770.0,18340.0,14380.0
3767313564,1010.0,3750.0,3720.0,3900.0
3768637458,15110.0,32370.0,44540.0,72760.0
3771514221,-130.0,-10.0,-1780.0,-9280.0
3772554007,-570.0,2510.0,3840.0,2200.0
3772838059,-150.0,-890.0,-1140.0,-100.0
3777014026,430.0,1150.0,-520.0,-3080.0
3777293996,10430.0,35470.0,67160.0,118420.0
3777802229,-90.0,4850.0,8260.0,11780.0
3777809058,690.0,5010.0,11340.0,20480.0
3783567434,530.0,1650.0,5620.0,-1880.0
3783844051,2110.0,3350.0,17660.0,20600.0
3785144826,1730.0,4430.0,11940.0,17720.0
3785668113,-530.0,-1590.0,-3160.0,-6540.0
3786451869,7270.0,10150.0,11260.0,21440.0
3787774177,1430.0,7450.0,15460.0,27200.0
3788282472,2490.0,8070.0,12860.0,18840.0
3788547584,2930.0,4010.0,6700.0,18680.0
3788807886,990.0,3130.0,6180.0,14780.0
3791433527,2070.0,7990.0,19720.0,37220.0
3791974315,-250.0,-310.0,980.0,2940.0
3792503150,3570.0,3050.0,6560.0,1620.0
3796672420,1310.0,1710.0,2820.0,7160.0
3797463617,-70.0,1410.0,3660.0,4620.0
3799046810,-630.0,4810.0,6740.0,6540.0
3801931532,4050.0,8050.0,13620.0,25060.0
3802720868,6450.0,18270.0,36360.0,60440.0
3805076789,90.0,10.0,-3740.0,-11240.0
3807423011,8770.0,13790.0,23180.0,36400.0
3808474827,690.0,4050.0,8420.0,13540.0
3809779640,930.0,5630.0,6100.0,12160.0
3809793910,1910.0,2330.0,1320.0,420.0
3810313184,470.0,1730.0,4020.0,7220.0
3810848377,-230.0,-610.0,-1540.0,-7800.0
3811087018,7610.0,16850.0,27720.0,44060.0
3814769431,2790.0,26310.0,42380.0,75840.0
3816355335,850.0,8050.0,12720.0,23280.0
3818955016,1750.0,2130.0,11460.0,18100.0
3826289460,1510.0,6590.0,16320.0,33720.0
3826560749,170.0,350.0,520.0,-3820.0
3827610942,6430.0,10970.0,14660.0,18520.0
3828396775,470.0,1070.0,4700.0,3540.0
3829178740,1670.0,4950.0,23560.0,50700.0
3832318334,1050.0,230.0,-1140.0,-240.0
3834167382,-610.0,-650.0,840.0,180.0
3839918755,250.0,4710.0,8640.0,16260.0
3840970043,-330.0,670.0,-1260.0,-6180.0
3842803836,770.0,4190.0,10280.0,9720.0
3844144825,2410.0,6850.0,18180.0,31320.0
3844406908,4830.0,14210.0,29220.0,59440.0
3845710988,1630.0,930.0,3980.0,7060.0
3847263547,910.0,1030.0,1440.0,13480.0
3847282280,4090.0,7150.0,7980.0,30840.0
3853289760,2590.0,13070.0,18040.0,16740.0
3853836090,570.0,2450.0,3560.0,280.0
3856447256,830.0,450.0,-320.0,-3240.0
3857235597,110.0,1930.0,4000.0,4540.0
3857770566,50.0,-430.0,1900.0,4260.0
3858814934,7170.0,16410.0,35060.0,27560.0
3858823496,510.0,670.0,7780.0,15240.0
3859594938,-330.0,750.0,-1260.0,-8060.0
3860889898,90.0,550.0,620.0,15900.0
3861440777,-370.0,1550.0,2860.0,3500.0
3861962167,110.0,-30.0,1640.0,4740.0
3862229162,10030.0,21770.0,53380.0,154880.0
3862731959,1510.0,3810.0,6040.0,6700.0
3863010161,710.0,2470.0,14420.0,46680.0
3863519697,270.0,810.0,1620.0,4280.0
3863789887,1990.0,4950.0,9260.0,22960.0
3864587287,8310.0,14170.0,17120.0,27000.0
3864821964,1730.0,7090.0,15240.0,37460.0
3865377053,850.0,650.0,-1640.0,-6820.0
3866922730,230.0,690.0,1340.0,8700.0
3867446926,-250.0,2250.0,7440.0,9840.0
3867711051,-290.0,3530.0,5020.0,1560.0
3867731590,-530.0,-290.0,-980.0,-4720.0
3868496743,910.0,2810.0,10980.0,21020.0
3868766028,-570.0,-490.0,-3560.0,-9860.0
3869017513,-230.0,3210.0,2160.0,-780.0
3869022359,1090.0,3050.0,5420.0,14400.0
3869540642,2010.0,5910.0,14140.0,34340.0
3871130932,2530.0,8630.0,10820.0,15940.0
3872181937,10.0,-270.0,720.0,-4720.0
3873757753,-170.0,4630.0,9880.0,8040.0
3874281530,1650.0,10230.0,20400.0,42900.0
3876625320,1330.0,5110.0,11800.0,15260.0
3876894844,750.0,2230.0,5920.0,800.0
3876911725,4510.0,8770.0,13700.0,28240.0
3880059124,210.0,9250.0,23420.0,32040.0
3881101485,510.0,8630.0,11860.0,16840.0
3882137739,430.0,1230.0,2000.0,9220.0
3882398578,-650.0,1290.0,6360.0,15900.0
3882667193,16930.0,48710.0,87480.0,182980.0
3885531643,4490.0,6910.0,8340.0,16440.0
3885814769,7290.0,15130.0,31720.0,42320.0
3886323104,-230.0,-730.0,-2560.0,-9160.0
3886875128,790.0,6030.0,6380.0,14620.0
3887367724,-390.0,-1170.0,-2340.0,-4680.0
3887386690,7650.0,13190.0,31820.0,68280.0
3889992142,10270.0,26490.0,45180.0,82000.0
3893147356,11550.0,28470.0,52420.0,111840.0
3893689016,1650.0,5050.0,9720.0,17520.0
3894473734,-650.0,-830.0,-4580.0,-9040.0
3894716315,710.0,2550.0,5300.0,6580.0
3894973304,1830.0,4950.0,13560.0,35620.0
3894979360,1490.0,3110.0,8200.0,12600.0
3894987115,9890.0,31210.0,70900.0,132800.0
3895510441,10.0,-150.0,-540.0,640.0
3896555235,1230.0,6090.0,10160.0,15980.0
3896556224,550.0,4470.0,9940.0,19680.0
3898662228,3710.0,12730.0,18540.0,16460.0
3899185669,20110.0,63930.0,115580.0,210240.0
3899692177,-510.0,-1530.0,-3060.0,-6120.0
3902067455,22890.0,57130.0,112640.0,220400.0
3902071558,1490.0,1310.0,5380.0,14180.0
3902586882,-330.0,-710.0,-1540.0,-2400.0
3904170150,1310.0,4210.0,8580.0,15980.0
3904687433,1070.0,3490.0,7500.0,22360.0
3905475395,1170.0,2870.0,4180.0,6280.0
3907060278,1710.0,8610.0,14820.0,29800.0
3907846543,3130.0,4010.0,1240.0,-2860.0
3908611094,1230.0,8670.0,19980.0,30820.0
3911496941,50.0,-470.0,-1180.0,-7320.0
3912039720,610.0,1310.0,5560.0,8860.0
3912284899,-90.0,-910.0,-2880.0,-8040.0
3915180136,-430.0,110.0,1220.0,8000.0
3918069980,6830.0,13270.0,22320.0,36300.0
3918824594,-150.0,3110.0,13300.0,27600.0
3918848302,-530.0,-1590.0,-3300.0,-9300.0
3919620240,2490.0,5510.0,8380.0,12540.0
3919631140,-30.0,530.0,3000.0,7240.0
3920147606,7970.0,20510.0,44380.0,80060.0
3920163810,7630.0,14630.0,30360.0,51640.0
3920414999,-310.0,-1410.0,400.0,-3660.0
3921469009,5790.0,6290.0,8880.0,17320.0
3923291268,1230.0,10810.0,16320.0,21500.0
3924329304,-370.0,-1050.0,-3240.0,-9040.0
3924621633,1730.0,1930.0,1100.0,2120.0
3925923096,590.0,770.0,240.0,-5700.0
3926978574,-310.0,-810.0,-3780.0,-5760.0
3928264576,790.0,1730.0,5220.0,13500.0
3928812627,490.0,-290.0,-1340.0,4160.0
3928813779,8470.0,12350.0,12880.0,19160.0
3930889233,-130.0,-370.0,-1180.0,820.0
3936654702,1170.0,1550.0,-360.0,-4780.0
3940608209,-390.0,-1030.0,-2020.0,-3700.0
3941130085,150.0,370.0,-1800.0,-9300.0
3941396894,3570.0,10630.0,16660.0,45500.0
3941641744,5110.0,9350.0,17080.0,42380.0
3943233985,1930.0,5710.0,11100.0,19720.0
3948712262,510.0,11130.0,20520.0,25080.0
3950020692,-110.0,-150.0,-3900.0,-8780.0
3950301480,5210.0,15410.0,22680.0,37480.0
3950565832,850.0,5090.0,10000.0,16960.0
3950574365,630.0,2190.0,2660.0,-1640.0
3951616089,-270.0,-410.0,2280.0,17580.0
3951867173,-490.0,1330.0,-2420.0,-7240.0
3952928944,890.0,6510.0,87580.0,162420.0
3955279016,-270.0,-1250.0,-3260.0,-10160.0
3958162156,1910.0,6910.0,21660.0,41960.0
3958414711,-90.0,8710.0,9560.0,5200.0
3959462016,650.0,6570.0,11380.0,15080.0
3960782415,-650.0,990.0,0.0,680.0
3961058339,1450.0,6870.0,25940.0,41800.0
3961304052,530.0,1650.0,700.0,-4920.0
3961566349,2250.0,9070.0,18180.0,43360.0
3962095348,-50.0,2070.0,6500.0,12500.0
3962339890,190.0,-390.0,5620.0,7420.0
3962348014,510.0,1950.0,4580.0,7020.0
3965234546,4270.0,6490.0,11200.0,27860.0
3969942221,-370.0,790.0,3600.0,6700.0
3969952095,-210.0,690.0,1680.0,600.0
3970225507,210.0,2850.0,4080.0,9920.0
3972577789,-570.0,-1310.0,-5060.0,-9060.0
3972857833,1870.0,9490.0,35000.0,71780.0
3973643953,1090.0,4070.0,9140.0,17600.0
3975735573,790.0,2730.0,3620.0,10020.0
3976261784,-390.0,1070.0,7080.0,11140.0
3976778443,710.0,3130.0,3140.0,740.0
3977563924,3370.0,8050.0,15900.0,34160.0
3978077309,730.0,330.0,4500.0,13540.0
3979392029,2690.0,7690.0,7780.0,1720.0
3979397241,490.0,70.0,-660.0,3100.0
3982279622,1250.0,2250.0,3560.0,100.0
3984901959,-150.0,-970.0,1880.0,-5620.0
3986225881,4090.0,10490.0,14280.0,31680.0
3987272837,150.0,4690.0,16260.0,20280.0
3989359692,1970.0,1630.0,6880.0,4480.0
3989606879,230.0,-130.0,-860.0,-420.0
3990158487,2190.0,12510.0,20340.0,25760.0
3990400131,1790.0,3730.0,3540.0,8260.0
3991206806,1010.0,710.0,5760.0,8440.0
3992759268,3710.0,6070.0,14280.0,47780.0
3993303637,530.0,2470.0,17500.0,29420.0
3995644550,7470.0,21590.0,35140.0,37020.0
3996439190,-370.0,-1330.0,-2800.0,2640.0
3998543031,2050.0,5650.0,10440.0,26900.0
3999066839,-350.0,-1050.0,-2160.0,-4380.0
3999322382,110.0,11770.0,18960.0,29840.0
3999591712,1930.0,4310.0,12060.0,6540.0
4001401715,-110.0,8210.0,8120.0,11160.0
4001415721,-650.0,-1410.0,-660.0,-1340.0
4001687573,990.0,1150.0,-2600.0,-10100.0
4001926112,8090.0,31150.0,37100.0,48180.0
4002199523,-170.0,1610.0,5600.0,6820.0
4004823585,1230.0,4530.0,22860.0,54100.0
4005858733,2610.0,10330.0,18260.0,41160.0
4006142624,-510.0,-810.0,160.0,8480.0
4007198404,1670.0,3870.0,8060.0,16320.0
4007691530,-150.0,-550.0,600.0,4100.0
4007980522,-290.0,4270.0,8720.0,9540.0
4009271768,1710.0,3630.0,5160.0,15320.0
4009535522,-150.0,6790.0,13240.0,38860.0
4009788561,270.0,4970.0,14640.0,20060.0
4011122516,-470.0,-1370.0,-2620.0,-4840.0
4012423117,390.0,1030.0,-200.0,-2060.0
4012939807,1390.0,1230.0,-1580.0,-6400.0
4013728504,2910.0,7770.0,15400.0,20360.0
4014004053,230.0,2210.0,7060.0,5880.0
4016365063,1310.0,4650.0,10380.0,21940.0
4016614073,-490.0,-1590.0,-3240.0,420.0
4017406812,290.0,1190.0,6800.0,11780.0
4019239180,490.0,-170.0,1000.0,3700.0
4019486995,6650.0,7350.0,18100.0,20440.0
4020041621,6910.0,11690.0,13780.0,19840.0
4021328005,2190.0,5130.0,10700.0,17080.0
4022665369,-670.0,-1130.0,-3380.0,-7300.0
4027643542,1590.0,2430.0,3460.0,8260.0
4028927499,-310.0,870.0,2900.0,6160.0
4031048232,5350.0,6310.0,5800.0,8260.0
4032605422,1170.0,6470.0,17760.0,19600.0
4032874133,1130.0,5570.0,10980.0,21980.0
4034962191,-90.0,-730.0,-2900.0,-6900.0
4034977136,630.0,3750.0,7520.0,10100.0
4040459971,-430.0,170.0,-2340.0,3260.0
4041769346,2950.0,4690.0,12500.0,29600.0
4044928875,50.0,750.0,-980.0,3800.0
4045728284,650.0,4270.0,8560.0,16980.0
4045733942,2090.0,3990.0,9340.0,16900.0
4045990183,570.0,250.0,80.0,-2560.0
4046511837,3970.0,5050.0,7340.0,30040.0
4047028433,-330.0,-1190.0,-1280.0,2520.0
4047559556,2350.0,3110.0,10400.0,29680.0
4048330601,17050.0,21170.0,33120.0,38340.0
4050691528,2290.0,9230.0,17000.0,21920.0
4051233640,870.0,1470.0,3720.0,10180.0
4052271233,-10.0,-610.0,-4360.0,-10320.0
4054352045,-270.0,-790.0,2540.0,5960.0
4054631976,-290.0,6110.0,5620.0,400.0
4056479540,710.0,9150.0,12520.0,19580.0
