고객ID,1개월_마일리지,1개월_혜택,3개월_마일리지,3개월_혜택,6개월_마일리지,6개월_혜택,12개월_마일리지,12개월_혜택
4760021317,930,17016.666666666668,5770,110650.0,20410,398700.0,60850,1198000.0
7800637936,4100,80416.66666666667,17740,350050.0,64640,1283300.0,227270,4526400.0
5412498378,8300,164416.66666666666,37960,754450.0,122090,2432300.0,405810,8097200.0
9291962872,470,7816.666666666667,2210,39450.0,6640,123300.0,21370,408400.0
5802299921,1410,26616.666666666668,16740,330050.0,58160,1153700.0,189580,3772600.0
6454518096,1320,24816.666666666668,6320,121650.0,20980,410100.0,70600,1393000.0
7750032963,920,16816.666666666668,4740,90050.0,15300,296500.0,61280,1206600.0
7891073607,980,18016.666666666668,4740,90050.0,10380,198100.0,21660,414200.0
7396676419,2150,41416.666666666664,11090,217050.0,39840,787300.0,160420,3189400.0
9235097089,350,5416.666666666667,2170,38650.0,6730,125100.0,36630,713600.0
8322055647,880,16016.666666666666,5420,103650.0,21240,415300.0,69300,1367000.0
7108060350,2020,38816.666666666664,10970,214650.0,37980,750100.0,132250,2626000.0
6048213862,3760,73616.66666666667,21180,418850.0,68390,1358300.0,240520,4791400.0
6395532225,1270,23816.666666666668,5120,97650.0,12490,240300.0,41060,802200.0
3978057863,1930,37016.666666666664,13410,263450.0,48260,955700.0,171120,3403400.0
4060888765,1740,33216.666666666664,10340,202050.0,37170,733900.0,131580,2612600.0
5233196486,700,12416.666666666666,4680,88850.0,18210,354700.0,73490,1450800.0
7850712406,950,17416.666666666668,6930,133850.0,24240,475300.0,76750,1516000.0
5695104809,440,7216.666666666667,2020,35650.0,7110,132700.0,57700,1135000.0
5385508839,3000,58416.666666666664,15740,310050.0,44560,881700.0,131320,2607400.0
8316786303,430,7016.666666666667,2440,44050.0,9280,176100.0,27300,527000.0
9801566347,5230,103016.66666666667,25570,506650.0,96700,1924500.0,326280,6506600.0
6244826449,2320,44816.666666666664,10180,198850.0,21970,429900.0,45950,900000.0
7944041099,1240,23216.666666666668,7010,135450.0,21590,422300.0,77260,1526200.0
6790319175,1470,27816.666666666668,10540,206050.0,40670,803900.0,137460,2730200.0
4638115718,3330,65016.666666666664,23420,463650.0,86570,1721900.0,323210,6445200.0
9255266844,340,5216.666666666667,2290,41050.0,9570,181900.0,48030,941600.0
9548103157,920,16816.666666666668,5230,99850.0,18910,368700.0,62880,1238600.0
9666583579,660,11616.666666666666,3500,65250.0,12890,248300.0,43880,858600.0
5139616447,320,4816.666666666667,2160,38450.0,7860,147700.0,25860,498200.0
4316757519,1530,29016.666666666668,7450,144250.0,23360,457700.0,65280,1286600.0
4389085454,1770,33816.666666666664,8630,167850.0,22500,440500.0,65130,1283600.0
9579530715,2890,56216.666666666664,17030,335850.0,55040,1091300.0,181940,3619800.0
6458719043,1940,37216.666666666664,7820,151650.0,21720,424900.0,55370,1088400.0
6334978654,2990,58216.666666666664,14820,291650.0,44280,876100.0,146350,2908000.0
6708022790,1470,27816.666666666668,8060,156450.0,26550,521500.0,88850,1758000.0
7629980826,570,9816.666666666666,3170,58650.0,12880,248100.0,52790,1036800.0
9004139731,350,5416.666666666667,1810,31450.0,4140,73300.0,9360,168200.0
9026149153,1450,27416.666666666668,11210,219450.0,30460,599700.0,73060,1442200.0
8319667712,460,7616.666666666667,3510,65450.0,14620,282900.0,58270,1146400.0
8397810986,370,5816.666666666667,4000,75250.0,21510,420700.0,83290,1646800.0
8635294399,2160,41616.666666666664,10920,213650.0,35980,710100.0,140150,2784000.0
8727305326,690,12216.666666666666,3460,64450.0,11260,215700.0,48520,951400.0
8730724244,1180,22016.666666666668,8240,160050.0,25710,504700.0,87060,1722200.0
8761902061,580,10016.666666666666,4620,87650.0,18140,353300.0,56780,1116600.0
5601509829,880,16016.666666666666,4650,88250.0,12170,233900.0,40030,781600.0
5800746599,340,5216.666666666667,4280,80850.0,17000,330500.0,54390,1068800.0
6007839611,470,7816.666666666667,3690,69050.0,14220,274900.0,47570,932400.0
5389687339,1680,32016.666666666668,8200,159250.0,25810,506700.0,89310,1767200.0
4332725074,960,17616.666666666668,6090,117050.0,20670,403900.0,93760,1856200.0
4379393887,1380,26016.666666666668,6200,119250.0,14640,283300.0,40520,791400.0
8946729088,1900,36416.666666666664,10100,197250.0,34850,687500.0,118250,2346000.0
9256577736,1610,30616.666666666668,6700,129250.0,16990,330300.0,43600,853000.0
9150944989,910,16616.666666666668,5430,103850.0,19480,380100.0,83650,1654000.0
6700950789,620,10816.666666666666,4550,86250.0,15570,301900.0,59320,1167400.0
7239922846,1960,37616.666666666664,13770,270650.0,50780,1006100.0,178850,3558000.0
7089692160,920,16816.666666666668,7730,149850.0,22010,430700.0,74100,1463000.0
8060159040,2620,50816.666666666664,14350,282250.0,49010,970700.0,200960,4000200.0
6487034172,1650,31416.666666666668,10600,207250.0,33380,658100.0,108200,2145000.0
5500071465,2070,39816.666666666664,12880,252850.0,46880,928100.0,155080,3082600.0
5165835248,720,12816.666666666666,3240,60050.0,9950,189500.0,29150,564000.0
9159328200,2180,42016.666666666664,9320,181650.0,27250,535500.0,90450,1790000.0
9057891395,960,17616.666666666668,5550,106250.0,18800,366500.0,71630,1413600.0
9769854959,1490,28216.666666666668,6290,121050.0,21130,413100.0,72960,1440200.0
7784902937,650,11416.666666666666,5930,113850.0,27060,531700.0,77580,1532600.0
7068997515,1760,33616.666666666664,9650,188250.0,33220,654900.0,127020,2521400.0
5721576154,980,18016.666666666668,5180,98850.0,17360,337700.0,64170,1264400.0
9119232465,510,8616.666666666666,3170,58650.0,11220,214900.0,42590,832800.0
8932298460,600,10416.666666666666,3850,72250.0,17830,347100.0,68500,1351000.0
8903484032,820,14816.666666666666,5290,101050.0,18200,354500.0,71610,1413200.0
8979506439,980,18016.666666666668,5790,111050.0,24600,482500.0,106300,2107000.0
8987370204,610,10616.666666666666,3550,66250.0,13070,251900.0,57730,1135600.0
8903213162,1300,24416.666666666668,6340,122050.0,23610,462700.0,88600,1753000.0
8864943758,2620,50816.666666666664,12510,245450.0,38730,765100.0,156890,3118800.0
8809619012,730,13016.666666666666,3630,67850.0,9510,180700.0,25340,487800.0
9120527872,990,18216.666666666668,5530,105850.0,19170,373900.0,68400,1349000.0
9099303200,470,7816.666666666667,3110,57450.0,7850,147500.0,17330,327600.0
9087494707,2080,40016.666666666664,9160,178450.0,26770,525900.0,63490,1250800.0
9088812992,2020,38816.666666666664,10420,203650.0,32620,642900.0,112840,2237800.0
9241117420,400,6416.666666666667,2580,46850.0,11700,224500.0,33840,657800.0
9311629568,1280,24016.666666666668,10800,211250.0,35530,701100.0,127020,2521400.0
9311378285,770,13816.666666666666,3580,66850.0,9690,184300.0,36290,706800.0
9334709405,530,9016.666666666666,3020,55650.0,9920,188900.0,33920,659400.0
8750115171,1720,32816.666666666664,10560,206450.0,37790,746300.0,152740,3035800.0
8668849119,1250,23416.666666666668,7890,153050.0,25780,506100.0,93760,1856200.0
8591253191,730,13016.666666666666,3830,71850.0,12450,239500.0,44110,863200.0
8599389255,830,15016.666666666666,4650,88250.0,13380,258100.0,41350,808000.0
8501083043,780,14016.666666666666,4440,84050.0,15170,293900.0,61890,1218800.0
8509750867,750,13416.666666666666,4190,79050.0,12650,243500.0,51950,1020000.0
8451279928,2330,45016.666666666664,12920,253650.0,45540,901300.0,177050,3522000.0
8403828618,1480,28016.666666666668,7850,152250.0,25540,501300.0,100460,1990200.0
8287967363,450,7416.666666666667,3130,57850.0,10610,202700.0,38920,759400.0
8286138771,1550,29416.666666666668,9930,193850.0,33990,670300.0,108190,2144800.0
8284038641,1170,21816.666666666668,5310,101450.0,17020,330900.0,67160,1324200.0
8244458582,1130,21016.666666666668,4910,93450.0,16560,321700.0,58330,1147600.0
8247598231,600,10416.666666666666,4030,75850.0,14270,275900.0,55860,1098200.0
8302655432,790,14216.666666666666,4790,91050.0,16210,314700.0,59180,1164600.0
8352461556,730,13016.666666666666,4930,93850.0,15610,302700.0,60710,1195200.0
8334347496,1190,22216.666666666668,7480,144850.0,26560,521700.0,106930,2119600.0
9819129800,880,16016.666666666666,4580,86850.0,15320,296900.0,58740,1155800.0
9772750158,1280,24016.666666666668,7810,151450.0,28600,562500.0,98250,1946000.0
9742611483,360,5616.666666666667,2980,54850.0,8220,154900.0,32520,631400.0
9737346097,990,18216.666666666668,8190,159050.0,36590,722300.0,145230,2885600.0
9739702984,1150,21416.666666666668,5250,100250.0,18690,364300.0,90750,1796000.0
9710891034,330,5016.666666666667,2290,41050.0,8410,158700.0,31370,608400.0
9702484951,920,16816.666666666668,6720,129650.0,24400,478500.0,93040,1841800.0
9642722025,2970,57816.666666666664,14430,283850.0,51070,1011900.0,188110,3743200.0
9646124202,970,17816.666666666668,6640,128050.0,21840,427300.0,80520,1591400.0
9605775204,1010,18616.666666666668,5920,113650.0,21330,417100.0,78840,1557800.0
9573243296,1510,28616.666666666668,6010,115450.0,18000,350500.0,66440,1309800.0
9458433163,1690,32216.666666666668,7810,151450.0,19900,388500.0,58000,1141000.0
9495411508,2000,38416.666666666664,7720,149650.0,22360,437700.0,88990,1760800.0
9426992684,420,6816.666666666667,2510,45450.0,9990,190300.0,43980,860600.0
9365370185,1180,22016.666666666668,5910,113450.0,18950,369500.0,70630,1393600.0
9387655104,750,13416.666666666666,3570,66650.0,9430,179100.0,52260,1026200.0
4851243300,730,13016.666666666666,5040,96050.0,18510,360700.0,65590,1292800.0
9982459209,2250,43416.666666666664,11030,215850.0,36350,717500.0,123960,2460200.0
5145912631,650,11416.666666666666,8270,160650.0,27670,543900.0,88610,1753200.0
5273567275,610,10616.666666666666,3630,67850.0,10780,206100.0,38680,754600.0
5188116362,2340,45216.666666666664,14290,281050.0,41640,823300.0,145730,2895600.0
5328089545,900,16416.666666666668,5570,106650.0,19410,378700.0,68590,1352800.0
5373701539,540,9216.666666666666,3160,58450.0,13910,268700.0,86150,1704000.0
5831924232,1510,28616.666666666668,10540,206050.0,35220,694900.0,105840,2097800.0
5532816481,550,9416.666666666666,3260,60450.0,12280,236100.0,42840,837800.0
5565078866,480,8016.666666666667,5110,97450.0,20340,397300.0,93880,1858600.0
5621417742,1640,31216.666666666668,9400,183250.0,30580,602100.0,107760,2136200.0
6144660906,440,7216.666666666667,5290,101050.0,25210,494700.0,91120,1803400.0
6092249511,480,8016.666666666667,6980,134850.0,20050,391500.0,56520,1111400.0
6413115610,670,11816.666666666666,4650,88250.0,18690,364300.0,64860,1278200.0
6396081948,830,15016.666666666666,3620,67650.0,16510,320700.0,82690,1634800.0
6392388188,940,17216.666666666668,4110,77450.0,14180,274100.0,52170,1024400.0
6481259890,3620,70816.66666666667,20290,401050.0,68720,1364900.0,238370,4748400.0
6505117290,580,10016.666666666666,3030,55850.0,10970,209900.0,40750,796000.0
6631474965,1710,32616.666666666668,9100,177250.0,30740,605300.0,111360,2208200.0
6674201282,2170,41816.666666666664,11530,225850.0,39760,785700.0,138310,2747200.0
6772259933,1470,27816.666666666668,8070,156650.0,25090,492300.0,99230,1965600.0
6792969106,1350,25416.666666666668,5960,114450.0,20440,399300.0,62660,1234200.0
6831743723,2150,41416.666666666664,13650,268250.0,43220,854900.0,164770,3276400.0
6803697881,820,14816.666666666666,5400,103250.0,18850,367500.0,71240,1405800.0
6857959719,1580,30016.666666666668,9880,192850.0,36540,721300.0,137290,2726800.0
7121172157,900,16416.666666666668,6210,119450.0,22780,446100.0,79190,1564800.0
7030993509,1810,34616.666666666664,10350,202250.0,41100,812500.0,175130,3483600.0
7014725296,540,9216.666666666666,3200,59250.0,12430,239100.0,47900,939000.0
6936864473,580,10016.666666666666,3130,57850.0,9970,189900.0,37010,721200.0
8078256332,600,10416.666666666666,3410,63450.0,12930,249100.0,50910,999200.0
8110223963,660,11616.666666666666,2800,51250.0,7990,150300.0,36280,706600.0
8230539912,1090,20216.666666666668,6440,124050.0,20930,409100.0,91600,1813000.0
8173156290,770,13816.666666666666,4020,75650.0,13450,259500.0,55910,1099200.0
8178399286,730,13016.666666666666,4060,76450.0,12060,231700.0,31050,602000.0
7935639653,1890,36216.666666666664,11210,219450.0,54000,1070500.0,221080,4402600.0
7762884853,800,14416.666666666666,3600,67250.0,8740,165300.0,30800,597000.0
7399019350,1770,33816.666666666664,9500,185250.0,35210,694700.0,127780,2536600.0
7393250396,710,12616.666666666666,4320,81650.0,14250,275500.0,50250,986000.0
7391431125,890,16216.666666666666,5820,111650.0,16050,311500.0,53540,1051800.0
7367046404,500,8416.666666666666,3370,62650.0,13920,268900.0,52770,1036400.0
7430210456,870,15816.666666666666,5300,101250.0,18080,352100.0,63870,1258400.0
7498650687,1060,19616.666666666668,5650,108250.0,18590,362300.0,63690,1254800.0
7597488955,480,8016.666666666667,2470,44650.0,9100,172500.0,32870,638400.0
