고객ID,대백-iM뱅크_최근1개월혜택,대백-iM뱅크_최근3개월혜택,대백-iM뱅크_최근6개월혜택,대백-iM뱅크_최근12개월혜택
2830692412,23833.333333333332,26700.0,62933.333333333336,113133.33333333334
2858208832,-166.66666666666666,3500.0,13800.0,16800.0
2859003216,2233.3333333333335,7100.0,14200.0,32000.0
2861096433,1633.3333333333333,3100.0,5800.0,11100.0
2867129402,4633.333333333333,13900.0,27800.0,55600.0
2867130827,2833.3333333333335,9000.0,8500.0,7500.0
2870015241,4833.333333333333,9500.0,19300.0,26566.666666666668
2871059023,3833.3333333333335,7100.0,12100.0,27400.0
2874449557,5033.333333333333,26700.0,52600.0,103000.0
2886502032,-166.66666666666666,-500.0,-1000.0,-2000.0
2888877023,89533.33333333333,304200.0,602700.0,784046.6666666667
2893329792,1033.3333333333333,2000.0,4900.0,50033.333333333336
2893340453,-166.66666666666666,1500.0,3400.0,12800.0
2896742157,-166.66666666666666,-500.0,-1000.0,14500.0
2905116552,3433.3333333333335,9100.0,17800.0,29600.0
2909570234,6933.333333333333,20700.0,40200.0,77200.0
2930826196,3833.3333333333335,13900.0,29400.0,53200.0
2932128966,1833.3333333333333,1500.0,1000.0,0.0
2950739031,-166.66666666666666,-500.0,-1000.0,-2000.0
2950741606,6033.333333333333,16900.0,32800.0,51000.0
2954930431,1833.3333333333333,5900.0,8200.0,7200.0
2962811773,10633.333333333334,28300.0,56800.0,113800.0
2973302211,-166.66666666666666,3900.0,5400.0,4400.0
2975120021,5433.333333333333,30100.0,67600.0,119300.0
2980351676,-166.66666666666666,-500.0,-1000.0,-2000.0
2998436898,233.33333333333334,10700.0,33000.0,54000.0
3009730245,1333.3333333333333,1000.0,10000.0,11000.0
3013395125,-166.66666666666666,-500.0,-1000.0,-2000.0
3015234538,4833.333333333333,4500.0,4000.0,3000.0
3021767471,7033.333333333333,23500.0,26600.0,25600.0
3023625609,12833.333333333334,28200.0,74600.0,139100.0
3038309410,233.33333333333334,700.0,9200.0,11800.0
3042494262,4633.333333333333,17900.0,80100.0,112800.0
3047752207,-166.66666666666666,-500.0,-1000.0,-2000.0
3048510478,-166.66666666666666,8600.0,8100.0,7100.0
3062400050,3833.3333333333335,3500.0,3000.0,7000.0
3064259975,-166.66666666666666,7400.0,8900.0,17500.0
3065821235,3833.3333333333335,24000.0,25100.0,30500.0
3069761002,13633.333333333334,31400.0,58500.0,84100.0
3083136516,-166.66666666666666,-500.0,0.0,-1000.0
3090989156,-166.66666666666666,-500.0,-1000.0,-2000.0
3092828307,433.33333333333337,1900.0,3200.0,5800.0
3094925830,-166.66666666666666,-500.0,-1000.0,-2000.0
3096745133,-166.66666666666666,-500.0,-1000.0,-2000.0
3115116651,5833.333333333333,13500.0,126000.0,166000.0
3118249180,3833.3333333333335,9500.0,17400.0,32000.0
3118790462,11033.333333333334,18300.0,36600.0,67200.0
3133720861,3033.3333333333335,13600.0,42100.0,74600.0
3142907212,-166.66666666666666,300.0,11000.0,28000.0
3153124663,-166.66666666666666,-500.0,-1000.0,3000.0
3176695315,-166.66666666666666,2000.0,1500.0,3500.0
3179322998,3833.3333333333335,7100.0,6600.0,17200.0
3182231520,15133.333333333334,43400.0,53100.0,52100.0
3182987905,-166.66666666666666,6300.0,15800.0,38400.0
3185616212,24833.333333333332,45500.0,57557.142857142855,85357.14285714286
3196107275,15133.333333333334,38800.0,68500.0,124300.0
3197156094,8533.333333333334,30400.0,61800.0,111500.0
3200557449,3833.3333333333335,3500.0,6600.0,10800.0
3201343370,21366.666666666668,62037.77777777778,109837.77777777778,159437.77777777778
3202654532,5833.333333333333,16700.0,39800.0,80800.0
3203982934,-166.66666666666666,-500.0,-1000.0,-2000.0
3208435596,23933.333333333332,71200.0,334000.0,400100.0
3211313187,2233.3333333333335,14100.0,30900.0,47000.0
3212086807,833.3333333333334,500.0,0.0,-1000.0
3212872967,-166.66666666666666,1000.0,1000.0,8000.0
3213931207,5833.333333333333,17500.0,23000.0,49000.0
3215515565,5833.333333333333,9900.0,14600.0,39800.0
3222842218,1833.3333333333333,34500.0,60000.0,74000.0
3224944508,13833.333333333334,13500.0,13000.0,12000.0
3227317153,1833.3333333333333,3500.0,9000.0,21200.0
3233066803,-166.66666666666666,-500.0,-1000.0,-2000.0
3233333534,-166.66666666666666,-500.0,-1000.0,1600.0
3239894787,-166.66666666666666,-500.0,1000.0,0.0
3250107474,-166.66666666666666,-500.0,-1000.0,-2000.0
3254041998,-166.66666666666666,-500.0,200.0,4400.0
3254837969,12733.333333333334,36100.0,63200.0,132700.0
3257959098,11333.333333333334,23000.0,37700.0,60600.0
3261382544,-166.66666666666666,47900.0,53800.0,73200.0
3264536839,-166.66666666666666,-500.0,-1000.0,-2000.0
3267408391,-166.66666666666666,-500.0,-1000.0,-2000.0
3269504675,-166.66666666666666,-500.0,-1000.0,-2000.0
3271875486,333.33333333333337,0.0,-500.0,-1200.0
3274751424,-166.66666666666666,-500.0,-1000.0,-2000.0
3278931645,1333.3333333333333,2700.0,28500.0,65700.0
3289971657,-166.66666666666666,-500.0,-1000.0,-2000.0
3293090464,3233.3333333333335,9900.0,33700.0,91600.0
3294675558,5833.333333333333,21500.0,35000.0,62400.0
3299660330,-166.66666666666666,5100.0,11000.0,36200.0
3303590915,10433.333333333334,23700.0,47400.0,89300.0
3305420185,-166.66666666666666,-500.0,1800.0,800.0
3305688888,1033.3333333333333,10800.0,40600.0,90866.66666666667
3308834795,6333.333333333333,6000.0,12500.0,42700.0
3316426567,9833.333333333334,27100.0,40600.0,70000.0
3322214317,1633.3333333333333,13600.0,41600.0,143200.0
3332959060,-166.66666666666666,-500.0,200.0,-800.0
3338202092,6233.333333333333,20400.0,31600.0,77300.0
3339246890,14633.333333333334,14300.0,45700.0,132000.0
3344232626,2333.3333333333335,2500.0,12900.0,24400.0
3363090435,4233.333333333333,13900.0,23800.0,32000.0
3368074694,1833.3333333333333,4700.0,15800.0,23800.0
3368326914,-166.66666666666666,-500.0,-1000.0,-2000.0
3369388741,-166.66666666666666,-500.0,3500.0,2500.0
3369920452,7333.333333333333,7000.0,20400.0,28200.0
3373308300,-166.66666666666666,8500.0,8000.0,14000.0
3376713974,12333.333333333334,21000.0,20500.0,41540.0
3383528346,13233.333333333334,42100.0,57800.0,133200.0
3391679248,-166.66666666666666,-500.0,-1000.0,-2000.0
3402951759,-166.66666666666666,31600.0,66300.0,129073.33333333331
3408177844,4033.3333333333335,7900.0,22300.0,39500.0
3423653124,-166.66666666666666,1500.0,21400.0,53200.0
3427834786,5033.333333333333,16700.0,47400.0,97600.0
3430211066,1033.3333333333333,3900.0,9400.0,20400.0
3437528683,-166.66666666666666,1500.0,5000.0,4500.0
3438853299,6233.333333333333,17100.0,49600.0,89300.0
3442267518,2333.3333333333335,16000.0,15500.0,14500.0
3453009237,-166.66666666666666,-500.0,-1000.0,-2000.0
3453548609,-166.66666666666666,-500.0,-1000.0,-2000.0
3457721304,6233.333333333333,29600.0,60400.0,126800.0
3457984919,-166.66666666666666,-500.0,-1000.0,-2000.0
3469007851,2633.3333333333335,3900.0,9400.0,9200.0
3470826161,6533.333333333333,18000.0,40400.0,129500.0
3503063807,333.33333333333337,15700.0,34700.0,33700.0
3548445256,6233.333333333333,11500.0,19000.0,19200.0
3548684966,3833.3333333333335,30700.0,66200.0,126000.0
3552100379,6433.333333333333,123800.0,153900.0,263400.0
3552611795,2201.3333333333335,8485.142857142857,22364.190476190477,40841.52380952381
3561548436,30633.333333333332,30300.0,41000.0,52100.0
3566767828,5633.333333333333,18900.0,32600.0,66800.0
3568358690,-166.66666666666666,14500.0,14000.0,15000.0
3586172422,-166.66666666666666,-500.0,600.0,-400.0
3586180929,633.3333333333334,300.0,-200.0,700.0
3586703258,1833.3333333333333,6500.0,10500.0,11500.0
3588816952,-166.66666666666666,9600.0,18900.0,27500.0
3592472191,-166.66666666666666,-500.0,-1000.0,-2000.0
3592472495,4333.333333333333,4000.0,4100.0,28600.0
3592716442,-166.66666666666666,-500.0,-1000.0,10000.0
3595345480,-166.66666666666666,-500.0,-1000.0,0.0
3598507868,-166.66666666666666,-500.0,-1000.0,-2000.0
3600325678,6833.333333333333,20400.0,43640.0,77840.0
3600337884,-166.66666666666666,2000.0,4000.0,5000.0
3600851043,-166.66666666666666,10500.0,10000.0,20100.0
3600854226,7833.333333333333,10800.0,11800.0,24600.0
3601636325,374633.3333333333,384300.0,442100.0,618000.0
3603223147,-166.66666666666666,4300.0,4700.0,17700.0
3603742664,3933.3333333333335,5700.0,11500.0,35500.0
3604795598,3533.3333333333335,16600.0,34300.0,52500.0
3604796491,-166.66666666666666,-500.0,115000.0,120000.0
3606358779,25333.333333333332,41500.0,41600.0,40600.0
3606379242,2333.3333333333335,9700.0,79600.0,207200.0
3607160984,26033.333333333332,40900.0,82800.0,125700.0
3608207479,-166.66666666666666,-500.0,999000.0,998000.0
3609264100,2633.3333333333335,10300.0,20100.0,36000.0
3610312272,233.33333333333334,-100.0,3000.0,18800.0
3610551076,3033.3333333333335,7100.0,11400.0,12200.0
3610564376,1399.047619047619,7211.4285714285725,9111.428571428572,17931.61904761905
3611868625,-166.66666666666666,-500.0,4000.0,8000.0
3612378769,5533.333333333333,11200.0,27200.0,79000.0
3617102124,-166.66666666666666,-500.0,-1000.0,-2000.0
3617366456,433.33333333333337,1600.0,3000.0,12800.0
3617634748,37533.333333333336,49100.0,74100.0,76000.0
3617909482,-166.66666666666666,-500.0,-1000.0,-2000.0
3618433556,1833.3333333333333,1500.0,2600.0,1600.0
3619470094,-166.66666666666666,-500.0,-1000.0,-2000.0
3620263772,3833.3333333333335,11500.0,23000.0,42000.0
3621059923,3600.0,10766.666666666666,16266.666666666668,16766.666666666668
3622343496,1633.3333333333333,7900.0,26500.0,54900.0
3622605902,4733.333333333333,7400.0,27300.0,40300.0
3623668964,3433.3333333333335,13100.0,27800.0,40300.0
3623918431,3833.3333333333335,7500.0,19000.0,35000.0
3623924118,-166.66666666666666,34300.0,36300.0,52800.0
3624441723,-166.66666666666666,-500.0,-1000.0,5500.0
3624443161,5833.333333333333,15700.0,36400.0,65400.0
3625229786,9533.333333333334,19200.0,30400.0,42500.0
3626275151,5261.9047619047615,22190.79365079365,109441.5873015873,195541.58730158728
3626542842,4833.333333333333,14500.0,21940.0,22740.0
3633619157,5333.333333333333,9500.0,9000.0,8000.0
3635210352,-166.66666666666666,1500.0,1000.0,2000.0
3635998865,-166.66666666666666,1900.0,11000.0,21000.0
3636763069,-166.66666666666666,-500.0,2900.0,12100.0
3637049457,333.33333333333337,3600.0,13100.0,12600.0
3639916743,11033.333333333334,37500.0,65000.0,132800.0
3644643570,-166.66666666666666,1500.0,7000.0,15200.0
3646488448,1033.3333333333333,2300.0,7000.0,15600.0
3651177763,-166.66666666666666,0.0,4500.0,4700.0
3652512329,-166.66666666666666,9000.0,10500.0,9500.0
3653299367,4833.333333333333,17200.0,38100.0,83500.0
3653549665,6833.333333333333,47400.0,77100.0,200100.0
3654082201,1433.3333333333333,1100.0,3000.0,2000.0
3656430951,3033.3333333333335,5900.0,7800.0,20800.0
3658782902,5033.333333333333,10700.0,65900.0,92400.0
3662201929,1833.3333333333333,3500.0,3000.0,2000.0
3664812906,-166.66666666666666,-500.0,1000.0,12133.333333333334
3666124073,-166.66666666666666,-500.0,-500.0,-1500.0
3668220521,-166.66666666666666,-500.0,-1000.0,3500.0
3672154768,3833.3333333333335,3500.0,8600.0,11000.0
3673227721,7633.333333333333,8800.0,29900.0,62900.0
3674522995,-166.66666666666666,11500.0,11000.0,93400.0
3675313172,4533.333333333333,13000.0,18500.0,17500.0
3676895053,5033.333333333333,7500.0,8900.0,26400.0
3683970402,3833.3333333333335,6300.0,5800.0,24800.0
3684491392,-166.66666666666666,3100.0,19300.0,27000.0
3686831996,-166.66666666666666,0.0,1500.0,8900.0
3686836390,5433.333333333333,16700.0,33300.0,54700.0
3687364446,1433.3333333333333,2700.0,2200.0,1200.0
3687376223,-166.66666666666666,-500.0,-1000.0,-2000.0
3688146953,21833.333333333332,29000.0,67500.0,107000.0
3688670502,9833.333333333334,28700.0,56200.0,76000.0
3688940309,11833.333333333334,60300.0,78000.0,127400.0
3690777542,4833.333333333333,6500.0,6000.0,10000.0
3692076029,5433.333333333333,15700.0,20400.0,25700.0
3693140988,3633.3333333333335,8800.0,16300.0,23800.0
3694979495,3833.3333333333335,7500.0,11000.0,106900.0
3697584413,3833.3333333333335,5500.0,9000.0,8000.0
3699154023,-166.66666666666666,-500.0,-1000.0,-2000.0
3710171994,3833.3333333333335,3500.0,3000.0,5000.0
3711238105,4233.333333333333,7900.0,13400.0,25200.0
3712806485,-166.66666666666666,5500.0,5000.0,4000.0
3713585193,3833.3333333333335,7500.0,19000.0,28000.0
3715676746,10933.333333333334,48900.0,76600.0,147880.0
3716720968,9833.333333333334,18300.0,39700.0,88400.0
3721962287,1833.3333333333333,3833.333333333333,4833.333333333333,5233.333333333333
3723789050,-166.66666666666666,-500.0,-1000.0,0.0
3724602799,2833.3333333333335,13300.0,16300.0,19800.0
3725898433,2533.3333333333335,14000.0,27600.0,62600.0
3726691799,7033.333333333333,19500.0,24200.0,48100.0
3733228483,1833.3333333333333,1500.0,17000.0,16000.0
3735594095,833.3333333333334,500.0,21000.0,54000.0
3735875960,5033.333333333333,15900.0,41000.0,60000.0
3736134904,-166.66666666666666,300.0,1100.0,9600.0
3739517574,-166.66666666666666,-500.0,-1000.0,1300.0
3743470538,5433.333333333333,23900.0,39800.0,88000.0
3743990889,5833.333333333333,5500.0,21000.0,21300.0
3746358931,-166.66666666666666,-500.0,-1000.0,-2000.0
3747654943,9633.333333333334,17400.0,23800.0,22800.0
3747931437,1833.3333333333333,3500.0,3000.0,7000.0
3749243733,-166.66666666666666,-500.0,-1000.0,-2000.0
3749496026,-166.66666666666666,100.0,-400.0,-1100.0
3751315826,-166.66666666666666,1900.0,15300.0,27800.0
3751605789,13033.333333333334,41500.0,85000.0,156400.0
3751841329,6833.333333333333,13000.0,64600.0,67600.0
3754468314,9833.333333333334,9500.0,12000.0,19000.0
3755012014,4833.333333333333,21000.0,28500.0,59200.0
3757896539,-166.66666666666666,1100.0,4100.0,24500.0
3760783640,-166.66666666666666,4300.0,12600.0,20800.0
3761809258,-166.66666666666666,-500.0,-1000.0,0.0
3763129772,5633.333333333333,15700.0,32100.0,52200.0
3763392583,1833.3333333333333,13500.0,21000.0,22000.0
3764692195,1833.3333333333333,2700.0,14500.0,42300.0
3764695987,3433.3333333333335,19500.0,50200.0,93600.0
3764949280,-166.66666666666666,-500.0,-1000.0,1500.0
3764966543,4733.333333333333,8600.0,15600.0,27000.0
3766280429,1033.3333333333333,6700.0,19000.0,22000.0
3767313564,1033.3333333333333,3100.0,15100.0,20100.0
3768637458,6333.333333333333,28500.0,50000.0,131000.0
3771514221,2833.3333333333335,2500.0,6000.0,5000.0
3772554007,-166.66666666666666,3900.0,7800.0,14800.0
3772838059,-166.66666666666666,-500.0,-1000.0,-2000.0
3777014026,-166.66666666666666,1500.0,7500.0,6500.0
3777293996,10933.333333333334,22480.0,41280.0,65780.0
3777802229,3833.3333333333335,12700.0,31200.0,70200.0
3777809058,-166.66666666666666,-500.0,18800.0,23800.0
3783567434,-166.66666666666666,-500.0,-1000.0,-2000.0
3783844051,6833.333333333333,12500.0,35600.0,51400.0
3785144826,6233.333333333333,16900.0,32600.0,43700.0
3785668113,-166.66666666666666,-500.0,-1000.0,-2000.0
3786451869,9833.333333333334,19500.0,31500.0,39000.0
3787774177,2733.3333333333335,18433.333333333332,58966.66666666667,120586.66666666667
3788282472,-166.66666666666666,1500.0,6600.0,7100.0
3788547584,-166.66666666666666,6000.0,5500.0,52500.0
3788807886,-166.66666666666666,-500.0,-1000.0,-2000.0
3791433527,7833.333333333333,17100.0,17400.0,21600.0
3791974315,-166.66666666666666,0.0,3500.0,2500.0
3792503150,-166.66666666666666,-500.0,-200.0,-1200.0
3796672420,-166.66666666666666,-500.0,2000.0,18500.0
3797463617,-166.66666666666666,17500.0,20200.0,20400.0
3799046810,-166.66666666666666,-500.0,-1000.0,0.0
3801931532,19233.333333333332,58400.0,108600.0,202100.0
3802720868,3433.3333333333335,18700.0,29800.0,58000.0
3805076789,7333.333333333333,11000.0,10500.0,9500.0
3807423011,147833.33333333334,170100.0,190300.0,219600.0
3808474827,-166.66666666666666,12500.0,12000.0,11000.0
3809779640,6633.333333333333,18300.0,21800.0,34100.0
3809793910,5833.333333333333,10700.0,14200.0,30000.0
3810313184,2833.3333333333335,2500.0,4000.0,8500.0
3810848377,-166.66666666666666,2500.0,13000.0,12000.0
3811087018,12433.333333333334,32300.0,58800.0,111600.0
3814769431,5633.333333333333,23700.0,49400.0,106700.0
3816355335,1833.3333333333333,1500.0,1500.0,2800.0
3818955016,7933.333333333333,25600.0,42600.0,63000.0
3826289460,-166.66666666666666,27500.0,45500.0,52000.0
3826560749,833.3333333333334,1000.0,6500.0,5500.0
3827610942,3333.3333333333335,7400.0,15800.0,19900.0
3828396775,4833.333333333333,12700.0,32600.0,34800.0
3829178740,-166.66666666666666,-500.0,500.0,1500.0
3832318334,-166.66666666666666,2700.0,2700.0,10200.0
3834167382,-166.66666666666666,11900.0,28400.0,46200.0
3839918755,5033.333333333333,17666.666666666668,35766.66666666667,76966.66666666667
3840970043,3833.3333333333335,3500.0,17000.0,16000.0
3842803836,3833.3333333333335,3500.0,16400.0,16600.0
3844144825,-166.66666666666666,8500.0,18000.0,19800.0
3844406908,5833.333333333333,13500.0,27000.0,48000.0
3845710988,20333.333333333332,20800.0,37800.0,49300.0
3847263547,6233.333333333333,15100.0,25800.0,51200.0
3847282280,9033.333333333334,39000.0,66900.0,117500.0
3853289760,-166.66666666666666,-500.0,-1000.0,-2000.0
3853836090,-166.66666666666666,-500.0,1500.0,7800.0
3856447256,-166.66666666666666,9000.0,8500.0,7500.0
3857235597,3633.3333333333335,6100.0,10800.0,32600.0
3857770566,3833.3333333333335,12300.0,29400.0,66400.0
3858814934,3833.3333333333335,13500.0,40600.0,39600.0
3858823496,5833.333333333333,15500.0,35800.0,75600.0
3859594938,-166.66666666666666,14300.0,19800.0,19800.0
3860889898,1833.3333333333333,14300.0,25800.0,44400.0
3861440777,-166.66666666666666,-500.0,-1000.0,-2000.0
3861962167,3833.3333333333335,13500.0,21400.0,37600.0
3862229162,12433.333333333334,12100.0,11600.0,1237000.0
3862731959,333.33333333333337,0.0,1500.0,500.0
3863010161,6733.333333333333,11600.0,101100.0,142500.0
3863519697,-166.66666666666666,-500.0,-1000.0,-2000.0
3863789887,3833.3333333333335,12300.0,30000.0,53900.0
3864587287,10033.333333333334,12200.0,21500.0,43500.0
3864821964,11333.333333333334,22200.0,37200.0,111600.0
3865377053,11333.333333333334,20300.0,22600.0,26200.0
3866922730,2133.3333333333335,5300.0,8500.0,16000.0
3867446926,-166.66666666666666,500.0,12000.0,13900.0
3867711051,-166.66666666666666,4700.0,4200.0,18200.0
3867731590,1033.3333333333333,700.0,7200.0,17500.0
3868496743,10333.333333333334,22000.0,46500.0,65600.0
3868766028,-166.66666666666666,-500.0,-1000.0,-2000.0
3869017513,-166.66666666666666,-500.0,-1000.0,8000.0
3869022359,2820.0000000000005,5638.666666666667,10498.666666666668,25381.333333333332
3869540642,-166.66666666666666,1800.0,4000.0,27200.0
3871130932,3333.3333333333335,7700.0,40200.0,56400.0
3872181937,10633.333333333334,10300.0,16600.0,15600.0
3873757753,1833.3333333333333,7900.0,21400.0,32800.0
3874281530,1433.3333333333333,12400.0,23500.0,81900.0
3876625320,-166.66666666666666,-500.0,3000.0,5200.0
3876894844,1833.3333333333333,6500.0,13333.333333333334,18333.333333333336
3876911725,3833.3333333333335,3500.0,9000.0,19900.0
3880059124,3033.3333333333335,8300.0,17900.0,32100.0
3881101485,-166.66666666666666,1500.0,1000.0,0.0
3882137739,-166.66666666666666,-500.0,500.0,-500.0
3882398578,-166.66666666666666,6300.0,5800.0,34300.0
3882667193,-166.66666666666666,-500.0,-1000.0,-1500.0
3885531643,-166.66666666666666,44000.0,43500.0,42500.0
3885814769,1833.3333333333333,10500.0,45000.0,54000.0
3886323104,-166.66666666666666,-500.0,-1000.0,-2000.0
3886875128,-166.66666666666666,21500.0,21600.0,57600.0
3887367724,-166.66666666666666,-500.0,-1000.0,-2000.0
3887386690,5333.333333333333,26200.0,68500.0,142600.0
3889992142,28833.333333333332,45800.0,51800.0,111600.0
3893147356,16033.333333333334,42900.0,88000.0,150800.0
3893689016,1033.3333333333333,700.0,1700.0,10700.0
3894473734,-166.66666666666666,-500.0,-1000.0,-2000.0
3894716315,6333.333333333333,10500.0,10000.0,14000.0
3894973304,-166.66666666666666,1100.0,600.0,-400.0
3894979360,6233.333333333333,36000.0,80800.0,118800.0
3894987115,9233.333333333334,21300.0,45400.0,101500.0
3895510441,2533.3333333333335,7600.0,15200.0,30400.0
3896555235,-166.66666666666666,-500.0,-1000.0,3000.0
3896556224,-166.66666666666666,-500.0,-1000.0,-2000.0
3898662228,4633.333333333333,18700.0,18200.0,20900.0
3899185669,15933.333333333334,54400.0,103000.0,187833.33333333334
3899692177,-166.66666666666666,-500.0,-1000.0,-2000.0
3902067455,10633.333333333334,29900.0,62500.0,136500.0
3902071558,22633.333333333332,28300.0,47300.0,64800.0
3902586882,-166.66666666666666,-200.0,-700.0,-1700.0
3904170150,12233.333333333334,18700.0,41800.0,66400.0
3904687433,12633.333333333334,29900.0,59600.0,105466.66666666666
3905475395,3833.3333333333335,8000.0,10000.0,12500.0
3907060278,-166.66666666666666,500.0,2500.0,8200.0
3907846543,-166.66666666666666,2300.0,6800.0,22600.0
3908611094,5433.333333333333,13100.0,19000.0,30800.0
3911496941,-166.66666666666666,-500.0,-1000.0,-2000.0
3912039720,-166.66666666666666,-500.0,4000.0,3500.0
3912284899,833.3333333333334,500.0,1000.0,500.0
3915180136,-166.66666666666666,-500.0,-1000.0,0.0
3918069980,11833.333333333334,15700.0,37333.333333333336,82333.33333333334
3918824594,2633.3333333333335,10700.0,46500.0,107700.0
3918848302,-166.66666666666666,-500.0,-1000.0,-2000.0
3919620240,15033.333333333334,30700.0,63200.0,125500.0
3919631140,7233.333333333333,14900.0,32400.0,62000.0
3920147606,8633.333333333334,23000.0,44600.0,46100.0
3920163810,2733.3333333333335,15000.0,17700.0,41200.0
3920414999,-166.66666666666666,-500.0,1000.0,7300.0
3921469009,4333.333333333333,10000.0,22000.0,32400.0
3923291268,12533.333333333334,35100.0,49700.0,72000.0
3924329304,4633.333333333333,4300.0,3800.0,2800.0
3924621633,5333.333333333333,16000.0,24000.0,37000.0
3925923096,-166.66666666666666,-500.0,-1000.0,-2000.0
3926978574,-166.66666666666666,1900.0,2600.0,4400.0
3928264576,3333.3333333333335,10000.0,16000.0,25500.0
3928812627,-166.66666666666666,3500.0,7000.0,31000.0
3928813779,-166.66666666666666,-500.0,2000.0,26100.0
3930889233,1833.3333333333333,3800.0,9600.0,13600.0
3936654702,1133.3333333333333,1300.0,1800.0,6733.333333333332
3940608209,-166.66666666666666,-500.0,-1000.0,2000.0
3941130085,15333.333333333334,18800.0,24600.0,23600.0
3941396894,8433.333333333334,26300.0,64200.0,127500.0
3941641744,3033.3333333333335,4200.0,13700.0,45960.0
3943233985,133.33333333333334,400.0,800.0,2100.0
3948712262,5833.333333333333,23300.0,32500.0,47600.0
3950020692,7933.333333333333,18200.0,17700.0,28300.0
3950301480,-166.66666666666666,2000.0,2500.0,7000.0
3950565832,833.3333333333334,1000.0,4500.0,11500.0
3950574365,3833.3333333333335,9500.0,21400.0,24400.0
3951616089,-166.66666666666666,-500.0,-500.0,2300.0
3951867173,-166.66666666666666,600.0,100.0,1600.0
3952928944,1833.3333333333333,50500.0,64200.0,98000.0
3955279016,1833.3333333333333,1500.0,1000.0,0.0
3958162156,13633.333333333334,29700.0,69800.0,128813.33333333333
3958414711,3833.3333333333335,22200.0,23200.0,25700.0
3959462016,1833.3333333333333,11000.0,25000.0,73500.0
3960782415,-166.66666666666666,61300.0,66400.0,81100.0
3961058339,2233.3333333333335,9100.0,19000.0,50200.0
3961304052,-166.66666666666666,1500.0,1000.0,0.0
3961566349,1833.3333333333333,1500.0,1000.0,0.0
3962095348,2233.3333333333335,14700.0,24600.0,38700.0
3962339890,-166.66666666666666,-500.0,-400.0,733.3333333333335
3962348014,5833.333333333333,11500.0,22600.0,37600.0
