고객ID,단디_최근1개월혜택,단디_최근3개월혜택,단디_최근6개월혜택,단디_최근12개월혜택
3202654532,20030.0,59970.0,121350.0,237470.0
3203982934,7650.0,20650.0,39670.0,93320.0
3208435596,28710.0,106050.0,188990.0,384560.0
3211313187,6190.0,28290.0,53880.0,75640.0
3212086807,2910.0,4710.0,4710.0,13980.0
3212872967,5980.0,16080.0,18970.0,54190.0
3213931207,5180.0,20490.0,30640.0,79000.0
3215515565,13830.0,33170.0,47870.0,88930.0
3222842218,4040.0,13550.0,30520.0,54720.0
3224944508,24140.0,30780.0,39000.0,55560.0
3227317153,2000.0,3000.0,5000.0,3160.0
3233066803,710.0,240.0,-370.0,2120.0
3233333534,4770.0,4390.0,26430.0,50650.0
3239894787,1430.0,6510.0,19130.0,28850.0
3250107474,1950.0,5870.0,18290.0,12290.0
3254041998,4000.0,10150.0,31660.0,69660.0
3254837969,23360.0,80510.0,153510.0,232810.0
3257959098,11130.0,18310.0,34750.0,90270.0
3261382544,2090.0,24670.0,49170.0,128700.0
3264536839,620.0,1150.0,5950.0,18130.0
3267408391,-1000.0,-3000.0,-6000.0,-8940.0
3269504675,2000.0,20080.0,35940.0,29940.0
3271875486,2060.0,2060.0,3060.0,14480.0
3274751424,650.0,6530.0,12810.0,19380.0
3278931645,5000.0,23830.0,44040.0,84720.0
3289971657,14640.0,29570.0,34090.0,51630.0
3293090464,9600.0,17790.0,78160.0,194710.0
3294675558,5170.0,19550.0,43430.0,82390.0
3299660330,9400.0,24800.0,38800.0,104650.0
3303590915,7700.0,31820.0,68320.0,127540.0
3305420185,1710.0,-290.0,2750.0,5720.0
3305688888,7350.0,33270.0,54360.0,115280.0
3308834795,6520.0,20620.0,43340.0,93820.0
3316426567,5080.0,21750.0,45870.0,111170.0
3322214317,3200.0,24630.0,53430.0,173690.0
3332959060,1730.0,8470.0,20860.0,29870.0
3338202092,11420.0,40400.0,61360.0,151410.0
3339246890,15800.0,40550.0,100800.0,216840.0
3344232626,15190.0,32150.0,69640.0,129140.0
3363090435,7640.0,23310.0,56260.0,74390.0
3368074694,10150.0,25950.0,50130.0,60890.0
3368326914,7620.0,24800.0,35800.0,67800.0
3369388741,530.0,7150.0,15450.0,37600.0
3369920452,4410.0,6410.0,17510.0,44210.0
3373308300,10950.0,40720.0,72090.0,104090.0
3376713974,5000.0,17360.0,30760.0,83070.0
3383528346,13190.0,33630.0,45630.0,163740.0
3391679248,-1000.0,4270.0,3160.0,-1310.0
3402951759,4000.0,35380.0,76680.0,165790.0
3408177844,15080.0,27880.0,61380.0,124890.0
3423653124,6070.0,16570.0,76000.0,130720.0
3427834786,6830.0,21170.0,65150.0,163010.0
3430211066,6610.0,31300.0,60900.0,106650.0
3437528683,5210.0,22420.0,50370.0,57870.0
3438853299,14190.0,41790.0,84170.0,161910.0
3442267518,12010.0,50930.0,90700.0,140160.0
3453009237,9000.0,17000.0,14000.0,25610.0
3453548609,1500.0,1750.0,550.0,1230.0
3457721304,1280.0,14680.0,27040.0,62630.0
3457984919,2000.0,6000.0,12000.0,24840.0
3469007851,2210.0,2790.0,16370.0,16620.0
3470826161,12170.0,30880.0,76020.0,219490.0
3503063807,25160.0,82390.0,107140.0,101140.0
3548445256,13360.0,26110.0,59930.0,106100.0
3548684966,18890.0,57990.0,99290.0,192130.0
3552100379,3240.0,25550.0,65420.0,152750.0
3552611795,7110.0,26950.0,96520.0,130710.0
3561548436,19750.0,41080.0,83270.0,133080.0
3566767828,16340.0,48880.0,106770.0,218880.0
3568358690,4000.0,14580.0,16290.0,23440.0
3586172422,1580.0,1620.0,12420.0,20320.0
3586180929,9000.0,8800.0,5800.0,9760.0
3586703258,4000.0,21000.0,38160.0,46160.0
3588816952,500.0,17000.0,35000.0,79500.0
3592472191,-500.0,500.0,-2500.0,8500.0
3592472495,5720.0,8720.0,13620.0,93030.0
3592716442,3030.0,8200.0,14410.0,53940.0
3595345480,560.0,1600.0,5080.0,11130.0
3598507868,-1000.0,-3000.0,-6000.0,-12000.0
3600325678,6210.0,45130.0,106100.0,212100.0
3600337884,15500.0,34090.0,67270.0,102680.0
3600851043,3500.0,17140.0,40130.0,84240.0
3600854226,22660.0,40910.0,82900.0,145940.0
3601636325,18670.0,62810.0,159710.0,491740.0
3603223147,7000.0,36710.0,59710.0,111520.0
3603742664,3030.0,11560.0,27240.0,65620.0
3604795598,15780.0,59820.0,135030.0,295080.0
3604796491,5750.0,9510.0,237520.0,247990.0
3606358779,7180.0,23590.0,37470.0,63920.0
3606379242,37990.0,123930.0,207950.0,430870.0
3607160984,24080.0,61150.0,122380.0,173120.0
3608207479,2000.0,16410.0,56390.0,87490.0
3609264100,8610.0,27420.0,45210.0,70850.0
3610312272,-600.0,200.0,13570.0,44450.0
3610551076,8230.0,16820.0,26340.0,52590.0
3610564376,3530.0,22460.0,28090.0,44380.0
3611868625,-500.0,1950.0,14950.0,15950.0
3612378769,16960.0,37380.0,73980.0,120520.0
3617102124,10670.0,44830.0,71290.0,157050.0
3617366456,8250.0,21060.0,43120.0,82790.0
3617634748,7970.0,42390.0,95150.0,109180.0
3617909482,-1000.0,-3000.0,-1830.0,-720.0
3618433556,6070.0,6280.0,10870.0,7870.0
3619470094,1340.0,13800.0,12360.0,16050.0
3620263772,8320.0,22830.0,59560.0,115700.0
3621059923,22060.0,63990.0,93750.0,122250.0
3622343496,12140.0,35990.0,75830.0,141500.0
3622605902,11180.0,26860.0,64710.0,152370.0
3623668964,3490.0,15770.0,39590.0,78220.0
3623918431,2030.0,2280.0,6630.0,14520.0
3623924118,13090.0,25980.0,40460.0,64350.0
3624441723,710.0,2520.0,1170.0,8490.0
3624443161,19090.0,45050.0,97630.0,155390.0
3625229786,14500.0,31540.0,55450.0,89970.0
3626275151,25200.0,71250.0,190030.0,302590.0
3626542842,12300.0,38310.0,69460.0,84830.0
3633619157,7360.0,11360.0,15610.0,37050.0
3635210352,9500.0,22500.0,19500.0,33300.0
3635998865,6700.0,21630.0,26760.0,50570.0
3636763069,2160.0,6450.0,22580.0,53980.0
3637049457,19490.0,57690.0,93430.0,112430.0
3639916743,16410.0,41190.0,92040.0,188990.0
3644643570,9430.0,28410.0,46940.0,88740.0
3646488448,2150.0,6170.0,17170.0,42190.0
3651177763,7660.0,23620.0,46640.0,61030.0
3652512329,2000.0,27070.0,30460.0,52110.0
3653299367,3920.0,11200.0,35730.0,67840.0
3653549665,13520.0,79690.0,131440.0,381860.0
3654082201,1430.0,20200.0,42090.0,36090.0
3656430951,4930.0,9430.0,8020.0,25180.0
3658782902,13140.0,28650.0,68820.0,128950.0
3662201929,4000.0,23000.0,42000.0,65000.0
3664812906,20360.0,56190.0,106100.0,236630.0
3666124073,6300.0,18870.0,50670.0,95210.0
3668220521,1970.0,5530.0,10950.0,29490.0
3672154768,6660.0,11660.0,25660.0,50640.0
3673227721,16080.0,49030.0,105810.0,151360.0
3674522995,12020.0,38110.0,46610.0,112620.0
3675313172,8980.0,12680.0,15020.0,9020.0
3676895053,9240.0,23110.0,39600.0,68500.0
3683970402,2360.0,18860.0,58930.0,91180.0
3684491392,7640.0,26290.0,80160.0,173140.0
3686831996,1360.0,10990.0,18130.0,53520.0
3686836390,6720.0,31890.0,60300.0,91120.0
3687364446,1340.0,6740.0,3740.0,-2260.0
3687376223,-1000.0,-3000.0,-6000.0,-12000.0
3688146953,17270.0,35520.0,73590.0,149570.0
3688670502,19520.0,50730.0,97430.0,115940.0
3688940309,18820.0,98740.0,109070.0,161960.0
3690777542,5500.0,9500.0,18000.0,18000.0
3692076029,17610.0,43300.0,81610.0,127840.0
3693140988,14160.0,42160.0,75080.0,93580.0
3694979495,740.0,12000.0,27050.0,72880.0
3697584413,2680.0,6870.0,20010.0,26010.0
3699154023,1220.0,4590.0,12120.0,27470.0
3710171994,5820.0,12170.0,21990.0,31890.0
3711238105,4200.0,14510.0,26300.0,44120.0
3712806485,3000.0,10560.0,7560.0,1560.0
3713585193,1750.0,2180.0,8080.0,14210.0
3715676746,31900.0,119110.0,229460.0,440160.0
3716720968,22970.0,57530.0,111660.0,200350.0
3721962287,11000.0,34040.0,72750.0,131910.0
3723789050,5000.0,4000.0,7620.0,15970.0
3724602799,18920.0,51780.0,66890.0,91630.0
3725898433,7390.0,31300.0,66580.0,108960.0
3726691799,20340.0,32970.0,40930.0,82020.0
3733228483,9940.0,26490.0,57260.0,64530.0
3735594095,7320.0,33630.0,86280.0,166140.0
3735875960,4030.0,20860.0,46010.0,57120.0
3736134904,590.0,11470.0,34270.0,70510.0
3739517574,500.0,1500.0,2700.0,9540.0
3743470538,6000.0,17420.0,27720.0,55330.0
3743990889,10210.0,10130.0,25470.0,42270.0
3746358931,800.0,4050.0,10920.0,14970.0
3747654943,11260.0,22110.0,37370.0,31370.0
3747931437,9500.0,14500.0,39500.0,70830.0
3749243733,5840.0,11700.0,21690.0,46110.0
3749496026,1000.0,4340.0,1340.0,3780.0
3751315826,11500.0,35760.0,68960.0,124960.0
3751605789,24660.0,58000.0,135810.0,296820.0
3751841329,22160.0,72950.0,125500.0,224970.0
3754468314,8000.0,23070.0,32730.0,66930.0
3755012014,5590.0,29330.0,40440.0,105480.0
3757896539,4000.0,15650.0,37880.0,92890.0
3760783640,-1000.0,5340.0,16600.0,29550.0
3761809258,650.0,-350.0,1800.0,39440.0
3763129772,9060.0,29700.0,61550.0,106250.0
3763392583,3970.0,21970.0,28150.0,37610.0
3764692195,980.0,7800.0,28740.0,57490.0
3764695987,3710.0,18560.0,61910.0,113800.0
3764949280,1220.0,3810.0,8820.0,27790.0
3764966543,2700.0,3700.0,10020.0,21160.0
3766280429,10090.0,28350.0,61380.0,87230.0
3767313564,3470.0,13870.0,30530.0,41830.0
3768637458,48340.0,104140.0,162570.0,315210.0
3771514221,6000.0,9870.0,15370.0,22870.0
3772554007,4600.0,15100.0,26150.0,58550.0
3772838059,650.0,-1350.0,-590.0,6200.0
3777014026,11190.0,31540.0,45040.0,51040.0
3777293996,10400.0,40430.0,70950.0,124870.0
3777802229,5590.0,21980.0,49520.0,92230.0
3777809058,3850.0,23330.0,72990.0,119280.0
3783567434,8250.0,13650.0,31300.0,25300.0
3783844051,10810.0,17700.0,44220.0,82900.0
3785144826,25950.0,59910.0,117620.0,214800.0
3785668113,-1000.0,-3000.0,-6000.0,-10080.0
3786451869,19550.0,40460.0,63000.0,118130.0
3787774177,12990.0,56320.0,111060.0,219190.0
3788282472,3110.0,16870.0,40130.0,67630.0
3788547584,8050.0,20920.0,37250.0,88430.0
3788807886,2360.0,7320.0,14520.0,38990.0
3791433527,6890.0,18650.0,36530.0,57770.0
3791974315,0.0,12390.0,39490.0,65830.0
3792503150,7000.0,13000.0,27800.0,44750.0
3796672420,2840.0,11740.0,21760.0,53770.0
3797463617,3680.0,14860.0,17660.0,33520.0
3799046810,-1000.0,5240.0,10760.0,14680.0
3801931532,14600.0,30910.0,63400.0,159000.0
3802720868,13980.0,34850.0,67540.0,111760.0
3805076789,16500.0,35000.0,36000.0,30000.0
3807423011,17060.0,43820.0,93220.0,152090.0
3808474827,1910.0,12860.0,20540.0,39260.0
3809779640,4120.0,13970.0,30930.0,62580.0
3809793910,3740.0,9910.0,19130.0,53490.0
3810313184,14010.0,36690.0,71190.0,140110.0
3810848377,4000.0,12000.0,30330.0,40330.0
3811087018,22810.0,55260.0,110660.0,189220.0
3814769431,11230.0,65240.0,113980.0,224560.0
3816355335,6880.0,23890.0,45050.0,85130.0
3818955016,18280.0,44280.0,96490.0,157830.0
3826289460,7840.0,24960.0,68110.0,128640.0
3826560749,7890.0,12790.0,25140.0,25140.0
3827610942,7690.0,12400.0,26130.0,47090.0
3828396775,8250.0,27300.0,64160.0,87430.0
3829178740,16280.0,50880.0,105120.0,202600.0
3832318334,4390.0,3990.0,18190.0,34670.0
3834167382,3000.0,27400.0,59300.0,100300.0
3839918755,6590.0,27500.0,49340.0,106810.0
3840970043,5000.0,8250.0,7980.0,5850.0
3842803836,4850.0,13670.0,40610.0,55370.0
3844144825,1000.0,13720.0,44200.0,64950.0
3844406908,19220.0,54500.0,104890.0,199570.0
3845710988,16610.0,24410.0,64260.0,103720.0
3847263547,10110.0,23030.0,44700.0,83640.0
3847282280,2510.0,12540.0,27930.0,63820.0
3853289760,18860.0,55500.0,100430.0,145760.0
3853836090,4640.0,10640.0,17280.0,26410.0
3856447256,8100.0,11100.0,10020.0,9020.0
3857235597,12600.0,37210.0,82170.0,150160.0
3857770566,5020.0,10210.0,38780.0,73350.0
3858814934,13740.0,42040.0,91950.0,85950.0
3858823496,4600.0,9550.0,40710.0,100700.0
3859594938,2000.0,15720.0,22310.0,24310.0
3860889898,1980.0,10510.0,24600.0,49440.0
3861440777,3000.0,7630.0,17070.0,22790.0
3861962167,1040.0,5660.0,18280.0,33290.0
3862229162,30010.0,52280.0,117070.0,2081060.0
3862731959,-500.0,4040.0,7130.0,6140.0
3863010161,9770.0,32660.0,184770.0,277910.0
3863519697,1400.0,3960.0,7800.0,17040.0
3863789887,7920.0,20120.0,47220.0,85320.0
3864587287,22820.0,51050.0,71980.0,135100.0
3864821964,12440.0,35320.0,80580.0,162390.0
3865377053,20680.0,34480.0,49980.0,73410.0
3866922730,6010.0,25010.0,48330.0,81610.0
3867446926,4000.0,19960.0,57750.0,94150.0
3867711051,-1000.0,17020.0,16940.0,20920.0
3867731590,500.0,-1500.0,4080.0,8080.0
3868496743,9430.0,24790.0,59670.0,96350.0
3868766028,-1000.0,-390.0,-3390.0,-5090.0
3869017513,530.0,7440.0,4440.0,8300.0
3869022359,6190.0,20910.0,37310.0,84060.0
3869540642,6000.0,16650.0,34410.0,69680.0
3871130932,4900.0,21370.0,41560.0,84360.0
3872181937,8500.0,17500.0,37130.0,90630.0
3873757753,1560.0,3010.0,7510.0,14030.0
3874281530,17900.0,54140.0,100100.0,273880.0
3876625320,6070.0,20320.0,48890.0,90340.0
3876894844,12550.0,24980.0,59900.0,70100.0
3876911725,7640.0,15780.0,33320.0,64530.0
3880059124,9000.0,20050.0,40490.0,58420.0
3881101485,9400.0,23090.0,37170.0,65730.0
3882137739,5750.0,12930.0,25370.0,65100.0
3882398578,2000.0,14900.0,36600.0,106610.0
3882667193,21770.0,71190.0,130470.0,284290.0
3885531643,10040.0,23670.0,40230.0,76020.0
3885814769,7000.0,16000.0,41210.0,83770.0
3886323104,530.0,510.0,5130.0,130.0
3886875128,6000.0,14000.0,26470.0,63490.0
3887367724,-1000.0,-3000.0,-6000.0,-10410.0
3887386690,14900.0,55270.0,136560.0,269750.0
3889992142,16580.0,53100.0,103820.0,230510.0
3893147356,36510.0,91760.0,175440.0,315130.0
3893689016,9250.0,21650.0,34950.0,93000.0
3894473734,4000.0,13830.0,15830.0,16290.0
3894716315,8490.0,35130.0,45760.0,63880.0
3894973304,2500.0,5840.0,8300.0,28020.0
3894979360,7280.0,27510.0,70390.0,126610.0
3894987115,20300.0,53280.0,128090.0,256600.0
3895510441,2120.0,4680.0,7710.0,22850.0
3896555235,13980.0,28170.0,42740.0,76240.0
3896556224,1700.0,10650.0,23910.0,72820.0
3898662228,6470.0,34340.0,45790.0,66120.0
3899185669,85490.0,258960.0,422220.0,646210.0
3899692177,-1000.0,-3000.0,-6000.0,-12000.0
3902067455,73240.0,196030.0,378910.0,756270.0
3902071558,8960.0,16960.0,29430.0,72980.0
3902586882,-1000.0,-840.0,810.0,11800.0
3904170150,14870.0,39620.0,84060.0,130770.0
3904687433,6770.0,47600.0,78920.0,123720.0
3905475395,2630.0,16980.0,26360.0,41380.0
3907060278,3000.0,16450.0,37740.0,93250.0
3907846543,5570.0,18020.0,31520.0,56320.0
3908611094,8450.0,47620.0,71390.0,150460.0
3911496941,950.0,1780.0,17460.0,11460.0
3912039720,4700.0,11380.0,39070.0,51830.0
3912284899,4590.0,3590.0,2590.0,6090.0
3915180136,4000.0,11410.0,25400.0,51880.0
3918069980,27730.0,46590.0,129120.0,249370.0
3918824594,650.0,12510.0,52470.0,124920.0
3918848302,-1000.0,-3000.0,-6000.0,-12000.0
3919620240,24490.0,63920.0,110110.0,202260.0
3919631140,4620.0,17320.0,41710.0,92510.0
3920147606,9260.0,33820.0,73030.0,131870.0
3920163810,8630.0,30590.0,60040.0,108970.0
3920414999,500.0,3500.0,22390.0,35390.0
3921469009,5380.0,12880.0,36280.0,64850.0
3923291268,17540.0,62900.0,108700.0,186760.0
3924329304,3800.0,25000.0,43600.0,71000.0
3924621633,10440.0,32440.0,40500.0,59110.0
3925923096,2230.0,8890.0,9840.0,5840.0
3926978574,6500.0,9300.0,6300.0,27800.0
3928264576,5350.0,15090.0,47060.0,108630.0
3928812627,8400.0,19400.0,23400.0,70640.0
3928813779,6960.0,20700.0,35730.0,92530.0
3930889233,4000.0,15300.0,41600.0,89650.0
3936654702,9360.0,17970.0,25180.0,39180.0
3940608209,8000.0,19000.0,34000.0,79680.0
3941130085,5500.0,14570.0,21070.0,21070.0
3941396894,20300.0,48030.0,99190.0,233700.0
3941641744,18230.0,45300.0,103510.0,182960.0
3943233985,5090.0,15150.0,29820.0,56770.0
3948712262,11630.0,39710.0,66560.0,106550.0
3950020692,10100.0,24500.0,31100.0,41060.0
3950301480,8620.0,28200.0,51310.0,94160.0
3950565832,12610.0,28880.0,53920.0,110440.0
3950574365,3670.0,16960.0,31060.0,35390.0
3951616089,-1000.0,6890.0,27100.0,100720.0
3951867173,3000.0,21100.0,32400.0,56110.0
3952928944,5120.0,40730.0,88530.0,158090.0
3955279016,5000.0,6000.0,4000.0,3000.0
3958162156,11870.0,34080.0,72730.0,177760.0
3958414711,13000.0,43540.0,73150.0,127150.0
3959462016,10580.0,29740.0,58570.0,101990.0
3960782415,-1000.0,3740.0,6310.0,22490.0
3961058339,4310.0,16470.0,51360.0,108040.0
3961304052,3550.0,13920.0,25320.0,38840.0
3961566349,16620.0,32000.0,62420.0,101600.0
3962095348,3680.0,29090.0,63280.0,137860.0
3962339890,5740.0,9740.0,24260.0,65980.0
3962348014,5800.0,11790.0,37950.0,70650.0
3965234546,8800.0,20580.0,62370.0,153640.0
3969942221,-1000.0,9410.0,18600.0,36180.0
3969952095,7500.0,20370.0,50480.0,94780.0
3970225507,14000.0,37610.0,48910.0,127520.0
3972577789,-1000.0,-1350.0,-4350.0,-8850.0
3972857833,3680.0,23610.0,70430.0,131140.0
3973643953,13090.0,23100.0,35120.0,76510.0
3975735573,3470.0,84110.0,99130.0,160130.0
3976261784,4000.0,30690.0,80930.0,110020.0
3976778443,7500.0,27500.0,56900.0,86840.0
3977563924,9810.0,473920.0,495290.0,572940.0
3978077309,4790.0,7530.0,23260.0,57600.0
3979392029,12580.0,46290.0,66120.0,77870.0
3979397241,4800.0,8580.0,13730.0,55640.0
3982279622,8490.0,19340.0,58810.0,75320.0
3984901959,2590.0,4590.0,26930.0,21330.0
3986225881,8680.0,28070.0,43830.0,97930.0
3987272837,4890.0,21670.0,66270.0,117330.0
3989359692,3830.0,7420.0,22910.0,27270.0
3989606879,8980.0,21510.0,33040.0,71730.0
3990158487,10940.0,33500.0,48800.0,62360.0
3990400131,8330.0,25580.0,49410.0,120320.0
3991206806,5000.0,27600.0,61400.0,94500.0
3992759268,9960.0,33090.0,67250.0,182130.0
3993303637,3550.0,11970.0,78830.0,126220.0
3995644550,17930.0,50920.0,96400.0,115520.0
3996439190,-1000.0,-3000.0,-6000.0,2250.0
3998543031,5890.0,21590.0,33250.0,81140.0
3999066839,-1000.0,-3000.0,-6000.0,-12000.0
3999322382,2210.0,33540.0,60710.0,119500.0
3999591712,1710.0,5710.0,25420.0,27430.0
4001401715,9500.0,32470.0,64870.0,191800.0
4001415721,-1000.0,-1350.0,2370.0,22270.0
4001687573,860.0,1710.0,-1290.0,-7290.0
4001926112,17610.0,65360.0,98270.0,155920.0
4002199523,4600.0,14920.0,29130.0,48550.0
4004823585,11620.0,21570.0,39430.0,71250.0
4005858733,9460.0,38330.0,84740.0,138650.0
4006142624,-1000.0,1010.0,5660.0,10610.0
4007198404,3380.0,8900.0,21600.0,40210.0
4007691530,12000.0,27000.0,59320.0,130930.0
4007980522,-1000.0,14520.0,26700.0,42210.0
4009271768,9180.0,25510.0,56710.0,111020.0
4009535522,6500.0,31500.0,75480.0,167840.0
4009788561,8770.0,20490.0,45570.0,73760.0
4011122516,-100.0,-2100.0,7050.0,31260.0
4012423117,2430.0,9020.0,10580.0,22230.0
4012939807,1930.0,13120.0,19120.0,47220.0
4013728504,6050.0,16710.0,33970.0,46510.0
4014004053,8680.0,35110.0,56870.0,86310.0
4016365063,6830.0,20010.0,40330.0,76970.0
4016614073,-1000.0,-3000.0,-6000.0,8220.0
4017406812,7000.0,15140.0,42000.0,102290.0
4019239180,4520.0,6020.0,22950.0,55700.0
4019486995,16510.0,45010.0,82980.0,167000.0
4020041621,21010.0,55020.0,86200.0,181940.0
4021328005,3130.0,11260.0,18270.0,43820.0
4022665369,-1000.0,10000.0,19000.0,35800.0
4027643542,4430.0,19220.0,26370.0,55740.0
4028927499,8000.0,27250.0,44250.0,80210.0
4031048232,60360.0,26870.0,46730.0,72500.0
4032605422,8380.0,32260.0,75650.0,124710.0
4032874133,3740.0,26030.0,58500.0,112610.0
4034962191,10500.0,29000.0,50500.0,95500.0
4034977136,1820.0,12410.0,22910.0,44850.0
4040459971,2000.0,4020.0,8880.0,51930.0
4041769346,18940.0,51400.0,111520.0,219880.0
4044928875,7590.0,18240.0,28260.0,46280.0
4045728284,6000.0,27930.0,43730.0,101300.0
4045733942,13380.0,29860.0,58080.0,93400.0
4045990183,14000.0,38700.0,70280.0,106580.0
4046511837,9530.0,19960.0,35950.0,106770.0
4047028433,1500.0,6500.0,18640.0,59640.0
4047559556,9250.0,17370.0,33510.0,77510.0
4048330601,31320.0,50010.0,86460.0,135120.0
4050691528,17860.0,43380.0,59260.0,86760.0
4051233640,5600.0,16390.0,29470.0,93890.0
4052271233,11000.0,21620.0,18620.0,24620.0
