고객ID,1개월_마일리지,1개월_혜택,3개월_마일리지,3개월_혜택,6개월_마일리지,6개월_혜택,12개월_마일리지,12개월_혜택
7278719052,690,10883.333333333334,2210,35450.0,5900,100500.0,8220,129400.0
4425783847,890,14883.333333333334,1210,15450.0,2930,41100.0,5650,78000.0
4255672826,1390,24883.333333333332,2230,35850.0,3980,62100.0,6730,99600.0
8739633096,1540,27883.333333333332,9920,189650.0,10740,197300.0,17670,318400.0
9672598957,2420,45483.333333333336,6420,119650.0,14430,271100.0,23650,438000.0
8020065757,1780,32683.333333333332,4270,76650.0,8640,155300.0,11580,196600.0
5011155483,870,14483.333333333334,2510,41450.0,5260,87700.0,10390,172800.0
5830100588,1130,19683.333333333332,2220,35650.0,3750,57500.0,7120,107400.0
8835065846,900,15083.333333333334,1810,27450.0,5680,96100.0,10800,181000.0
8701901253,480,6683.333333333334,1250,16250.0,2400,30500.0,4210,49200.0
9946021621,800,13083.333333333334,3800,67250.0,8550,153500.0,14270,250400.0
9811546809,3760,72283.33333333333,8740,166050.0,15990,302300.0,30240,569800.0
9382146631,2350,44083.333333333336,6290,117050.0,9920,180900.0,17230,309600.0
7653326646,1130,19683.333333333332,3810,67450.0,7030,123100.0,12860,222200.0
8154783625,800,13083.333333333334,2310,37450.0,3590,54300.0,5810,81200.0
6429371976,1120,19483.333333333332,3550,62250.0,8610,154700.0,16340,291800.0
7012641827,2000,37083.333333333336,5980,110850.0,10840,199300.0,22670,418400.0
7071626237,1190,20883.333333333332,3870,68650.0,7230,127100.0,10380,172600.0
4333503950,850,14083.333333333334,1850,28250.0,3130,45100.0,5010,65200.0
6327114306,690,10883.333333333334,1590,23050.0,2300,28500.0,5230,69600.0
4996233021,2070,38483.333333333336,7060,132450.0,12410,230700.0,18390,332800.0
4920984427,4080,78683.33333333333,9550,182250.0,15430,291100.0,27100,507000.0
8275892009,1600,29083.333333333332,5130,93850.0,9970,181900.0,17740,319800.0
7411087997,730,11683.333333333334,1950,30250.0,4240,67300.0,8850,142000.0
3840944086,1620,29483.333333333332,6840,128050.0,15810,298700.0,20280,370600.0
7054308624,2090,38883.333333333336,4910,89450.0,7280,128100.0,7540,115800.0
5187850978,390,4883.333333333334,770,6650.0,1860,19700.0,4550,56000.0
9328925714,1130,19683.333333333332,2090,33050.0,2320,28900.0,4930,63600.0
7978896445,700,11083.333333333334,4480,80850.0,9300,168500.0,14800,261000.0
7452257010,400,5083.333333333334,1430,19850.0,2980,42100.0,5440,73800.0
6925587749,610,9283.333333333334,1730,25850.0,3860,59700.0,8130,127600.0
6830190700,1120,19483.333333333332,2590,43050.0,5550,93500.0,9370,152400.0
8945674725,320,3483.3333333333335,770,6650.0,1720,16900.0,3810,41200.0
9077801474,2410,45283.333333333336,8070,152650.0,18330,349100.0,26460,494200.0
5195959887,920,15483.333333333334,2680,44850.0,5150,85500.0,9460,154200.0
5668087186,540,7883.333333333334,1850,28250.0,3400,50500.0,6090,86800.0
4230230100,1140,19883.333333333332,2660,44450.0,5440,91300.0,17880,322600.0
5507667443,1580,28683.333333333332,4160,74450.0,5400,90500.0,5400,73000.0
5206713305,1340,23883.333333333332,5650,104250.0,5650,95500.0,5830,81600.0
8890884195,1950,36083.333333333336,6950,130250.0,15810,298700.0,28280,530600.0
6378762665,1500,27083.333333333332,3100,53250.0,5570,93900.0,9520,155400.0
6509834944,2390,44883.333333333336,12110,233450.0,12110,224700.0,13960,244200.0
7531670691,600,9083.333333333334,2220,35650.0,4690,76300.0,6620,97400.0
8146419490,3100,59083.333333333336,7470,140650.0,12620,234900.0,22420,413400.0
2583978049,780,12683.333333333334,1810,27450.0,3190,46300.0,5030,65600.0
4089722893,1220,21483.333333333332,2810,47450.0,4600,74500.0,7420,113400.0
4027592792,2280,42683.333333333336,6240,116050.0,12390,230300.0,22160,408200.0
3106933896,760,12283.333333333334,2570,42650.0,8670,155900.0,11970,204400.0
5185487347,2220,41483.333333333336,6550,122250.0,11480,212100.0,21970,404400.0
5561648943,2470,46483.333333333336,5980,110850.0,10810,198700.0,20980,384600.0
5752236735,1510,27283.333333333332,3920,69650.0,7540,133300.0,14570,256400.0
3772013408,790,12883.333333333334,2890,49050.0,8230,147100.0,10950,184000.0
7244631231,1280,22683.333333333332,2480,40850.0,3520,52900.0,6790,100800.0
9365620282,640,9883.333333333334,3130,53850.0,5960,101700.0,10870,182400.0
9525032018,2410,45283.333333333336,4870,88650.0,12950,241500.0,26990,504800.0
9532344822,610,9283.333333333334,2210,35450.0,5130,85100.0,12440,213800.0
9046601141,20760,412283.3333333333,38210,755450.0,73790,1458300.0,111490,2194800.0
9839582555,2880,54683.333333333336,6250,116250.0,12620,234900.0,20670,378400.0
8142455487,830,13683.333333333334,4330,77850.0,9420,170900.0,15370,272400.0
7320117304,770,12483.333333333334,3050,52250.0,7940,141300.0,15200,269000.0
3293322595,1440,25883.333333333332,3480,60850.0,3480,52100.0,4000,45000.0
9444029805,1780,32683.333333333332,2870,48650.0,6500,112500.0,7390,112800.0
9057890121,1670,30483.333333333332,5310,97450.0,12270,227900.0,20750,380000.0
8214025806,1160,20283.333333333332,2480,40850.0,4540,73300.0,8000,125000.0
9892555791,5720,111483.33333333333,16660,324450.0,27710,536700.0,48520,935400.0
8357690866,890,14883.333333333334,3710,65450.0,6600,114500.0,12480,214600.0
9303239112,480,6683.333333333334,1520,21650.0,2160,25700.0,5110,67200.0
7556846471,1110,19283.333333333332,2490,41050.0,6000,102500.0,9570,156400.0
9061552866,2190,40883.333333333336,4870,88650.0,8750,157500.0,16520,295400.0
8543022913,760,12283.333333333334,2310,37450.0,2310,28700.0,2330,11600.0
9266017512,1440,25883.333333333332,2420,39650.0,2420,30900.0,3100,27000.0
9506915063,2990,56883.333333333336,7230,135850.0,12640,235300.0,19810,361200.0
7410037684,790,12883.333333333334,2520,41650.0,5710,96700.0,10920,183400.0
7491836817,1100,19083.333333333332,3030,51850.0,7790,138300.0,13940,243800.0
5242112463,2290,42883.333333333336,7990,151050.0,13590,254300.0,22250,410000.0
4276113468,1280,22683.333333333332,2790,47050.0,4430,71100.0,5560,76200.0
8733353779,910,15283.333333333334,4920,89650.0,8540,153300.0,17220,309400.0
9236384463,520,7483.333333333334,2670,44650.0,5750,97500.0,10960,184200.0
9301422548,1030,17683.333333333332,3460,60450.0,5230,87100.0,8210,129200.0
5819876413,700,11083.333333333334,2350,38250.0,5990,102300.0,12330,211600.0
9412043203,700,11083.333333333334,2420,39650.0,5880,100100.0,11380,192600.0
7384620635,1180,20683.333333333332,2380,38850.0,4250,67500.0,9360,152200.0
7835497496,580,8683.333333333334,2980,50850.0,6130,105100.0,10210,169200.0
8190963176,1630,29683.333333333332,3600,63250.0,7810,138700.0,14200,249000.0
6730049901,1190,20883.333333333332,2790,47050.0,2790,38300.0,2790,20800.0
6143086856,470,6483.333333333334,3070,52650.0,8120,144900.0,13030,225600.0
9279653220,3100,59083.333333333336,7360,138450.0,12760,237700.0,21600,397000.0
8701888890,1410,25283.333333333332,4350,78250.0,5560,93700.0,5910,83200.0
8514718735,970,16483.333333333332,2880,48850.0,6680,116100.0,13820,241400.0
9490685687,490,6883.333333333334,1890,29050.0,4800,78500.0,7460,114200.0
9479418911,2990,56883.333333333336,12410,239450.0,31930,621100.0,62940,1223800.0
9462620736,910,15283.333333333334,2480,40850.0,5070,83900.0,10160,168200.0
9451083130,540,7883.333333333334,1470,20650.0,1540,13300.0,2350,12000.0
9384785000,810,13283.333333333334,2620,43650.0,8100,144500.0,19050,346000.0
9563030199,1120,19483.333333333332,2700,45250.0,7090,124300.0,12580,216600.0
5483274613,1850,34083.333333333336,5210,95450.0,10880,200100.0,21280,390600.0
5274874374,580,8683.333333333334,1710,25450.0,3690,56300.0,6900,103000.0
7535865151,1040,17883.333333333332,3160,54450.0,6010,102700.0,10160,168200.0
7361285819,920,15483.333333333334,2730,45850.0,5590,94300.0,12710,219200.0
7390656566,680,10683.333333333334,2490,41050.0,5210,86700.0,11000,185000.0
7221030176,800,13083.333333333334,1680,24850.0,4150,65500.0,5640,77800.0
8188362422,410,5283.333333333334,2270,36650.0,2830,39100.0,4700,59000.0
8152703767,450,6083.333333333334,3760,66450.0,12630,235100.0,16230,289600.0
7962892412,650,10083.333333333334,2190,35050.0,4650,75500.0,7160,108200.0
7919374501,2220,41483.333333333336,9500,181250.0,21010,402700.0,41480,794600.0
7807453293,1510,27283.333333333332,3320,57650.0,6130,105100.0,12360,212200.0
7743486751,1040,17883.333333333332,1730,25850.0,3240,47300.0,4870,62400.0
7718043683,450,6083.333333333334,970,10650.0,1930,21100.0,3030,25600.0
6710364769,340,3883.3333333333335,1130,13850.0,2420,30900.0,5290,70800.0
7115899068,790,12883.333333333334,1890,29050.0,3470,51900.0,6170,88400.0
6116627978,1060,18283.333333333332,4000,71250.0,7690,136300.0,16770,300400.0
6365118475,1220,21483.333333333332,2340,38050.0,2860,39700.0,4720,59400.0
4498416856,900,15083.333333333334,3020,51650.0,6580,114100.0,12200,209000.0
4582809976,1440,25883.333333333332,2960,50450.0,4680,76100.0,7870,122400.0
7230488492,4210,81283.33333333333,8270,156650.0,15650,295500.0,27110,507200.0
9343091958,1390,24883.333333333332,4750,86250.0,11230,207100.0,19680,358600.0
7745324764,1290,22883.333333333332,4100,73250.0,7920,140900.0,12850,222000.0
8173929747,1020,17483.333333333332,3530,61850.0,7940,141300.0,14540,255800.0
7989641383,1270,22483.333333333332,2670,44650.0,5670,95900.0,10100,167000.0
5950674198,680,10683.333333333334,2050,32250.0,5050,83500.0,8000,125000.0
5596544493,560,8283.333333333334,1410,19450.0,5520,92900.0,8170,128400.0
9476773490,440,5883.333333333334,1060,12450.0,1570,13900.0,2060,6200.0
8852104566,810,13283.333333333334,1600,23250.0,2730,37100.0,18040,325800.0
9238226254,640,9883.333333333334,1370,18650.0,1960,21700.0,4690,58800.0
8325962025,1470,26483.333333333332,2150,34250.0,3100,44500.0,7580,116600.0
3856431880,790,12883.333333333334,2300,37250.0,4350,69500.0,7710,119200.0
3995871808,3530,67683.33333333333,6450,120250.0,8230,147100.0,15220,269400.0
8352188801,510,7283.333333333334,2440,40050.0,5080,84100.0,9320,151400.0
8971116204,620,9483.333333333334,1660,24450.0,3350,49500.0,5060,66200.0
5311585071,850,14083.333333333334,1990,31050.0,2280,28100.0,4590,56800.0
6612081233,790,12883.333333333334,2280,36850.0,4970,81900.0,9540,155800.0
7044103414,1400,25083.333333333332,3130,53850.0,6560,113700.0,13320,231400.0
6323442427,1510,27283.333333333332,3970,70650.0,6820,118900.0,9560,156200.0
8000398994,1670,30483.333333333332,5500,101250.0,9070,163900.0,13830,241600.0
7886623973,3560,68283.33333333333,7930,149850.0,15250,287500.0,25770,480400.0
3810281420,820,13483.333333333334,2250,36250.0,4380,70100.0,7690,118800.0
4890821968,410,5283.333333333334,2270,36650.0,2890,40300.0,5470,74400.0
8072728831,1210,21283.333333333332,2640,44050.0,7410,130700.0,13050,226000.0
8858384728,2380,44683.333333333336,6500,121250.0,14040,263300.0,30580,576600.0
5351672529,1640,29883.333333333332,3770,66650.0,8640,155300.0,18150,328000.0
4577054974,2290,42883.333333333336,7360,138450.0,12620,234900.0,20890,382800.0
7070052040,2280,42683.333333333336,4810,87450.0,7210,126700.0,12890,222800.0
7867491811,510,7283.333333333334,2290,37050.0,2840,39300.0,2840,21800.0
8714223001,440,5883.333333333334,1650,24250.0,3780,58100.0,8270,130400.0
5266227793,400,5083.333333333334,1240,16050.0,2410,30700.0,4170,48400.0
7214759048,550,8083.333333333334,1630,23850.0,1630,15100.0,2320,11400.0
6418072343,1640,29883.333333333332,5430,99850.0,12720,236900.0,22950,424000.0
6582459305,5130,99683.33333333333,11150,214250.0,19980,382100.0,33020,625400.0
3569627232,1620,29483.333333333332,3560,62450.0,6780,118100.0,11550,196000.0
8179956909,2120,39483.333333333336,3940,70050.0,9110,164700.0,12220,209400.0
9832520462,520,7483.333333333334,1750,26250.0,4310,68700.0,7120,107400.0
5918957015,7550,148083.33333333334,22620,443650.0,47930,941100.0,79930,1563600.0
7416074708,380,4683.333333333334,1120,13650.0,2320,28900.0,3550,36000.0
4760021317,930,15683.333333333334,2960,50450.0,5770,97900.0,6740,99800.0
7800637936,4100,79083.33333333333,8240,156050.0,18300,348500.0,31020,585400.0
5412498378,8300,163083.33333333334,17080,332850.0,33330,649100.0,52760,1020200.0
9291962872,470,6483.333333333334,870,8650.0,1860,19700.0,2810,21200.0
5802299921,1410,25283.333333333332,9380,178850.0,15860,299700.0,24860,462200.0
6454518096,1320,23483.333333333332,3160,54450.0,5560,93700.0,9750,160000.0
7750032963,920,15483.333333333334,2270,36650.0,4240,67300.0,9330,151600.0
7891073607,980,16683.333333333332,1880,28850.0,1880,20100.0,1880,2600.0
7396676419,2150,40083.333333333336,5360,98450.0,11920,220900.0,25340,471800.0
9235097089,350,4083.3333333333335,910,9450.0,2000,22500.0,6200,89000.0
8322055647,880,14683.333333333334,3020,51650.0,6060,103700.0,8930,143600.0
7108060350,2020,37483.333333333336,4980,90850.0,11210,206700.0,18030,325600.0
6048213862,3760,72283.33333333333,10500,201250.0,19020,362900.0,33320,631400.0
6395532225,1270,22483.333333333332,2200,35250.0,2810,38700.0,6690,98800.0
3978057863,1930,35683.333333333336,6950,130250.0,13760,257700.0,24550,456000.0
4060888765,1740,31883.333333333332,4940,90050.0,10860,199700.0,17970,324400.0
5233196486,700,11083.333333333334,2520,41650.0,5740,97300.0,10840,181800.0
7850712406,950,16083.333333333334,4580,82850.0,6380,110100.0,9630,157600.0
5695104809,440,5883.333333333334,790,7050.0,2700,36500.0,11000,185000.0
5385508839,3000,57083.333333333336,7810,147450.0,10400,190500.0,14830,261600.0
8316786303,430,5683.333333333334,1200,15250.0,2280,28100.0,3590,36800.0
9801566347,5230,101683.33333333333,12690,245050.0,26850,519500.0,39550,756000.0
6244826449,2320,43483.333333333336,3930,69850.0,3930,61100.0,4010,45200.0
7944041099,1240,21883.333333333332,3590,63050.0,5620,94900.0,10680,178600.0
6790319175,1470,26483.333333333332,5670,104650.0,12320,228900.0,18600,337000.0
4638115718,3330,63683.333333333336,12190,235050.0,26080,504100.0,46200,889000.0
9255266844,340,3883.3333333333335,1170,14650.0,3040,43300.0,8340,131800.0
9548103157,920,15483.333333333334,2890,49050.0,5540,93300.0,7600,117000.0
9666583579,660,10283.333333333334,1740,26050.0,3880,60100.0,6370,92400.0
5139616447,320,3483.3333333333335,1090,13050.0,2280,28100.0,3260,30200.0
4316757519,1530,27683.333333333332,3310,57450.0,6240,107300.0,8030,125600.0
4389085454,1770,32483.333333333332,4230,75850.0,5120,84900.0,8190,128800.0
9579530715,2890,54883.333333333336,8210,155450.0,14740,277300.0,24090,446800.0
6458719043,1940,35883.333333333336,3140,54050.0,5150,85500.0,5890,82800.0
6334978654,2990,56883.333333333336,6780,126850.0,11750,217500.0,19200,349000.0
6708022790,1470,26483.333333333332,4210,75450.0,7130,125100.0,11850,202000.0
7629980826,570,8483.333333333334,1670,24650.0,3990,62300.0,7930,123600.0
9004139731,350,4083.3333333333335,730,5850.0,870,-100.0,870,-17600.0
9026149153,1450,26083.333333333332,4880,88850.0,7050,123500.0,7110,107200.0
8319667712,460,6283.333333333334,1860,28450.0,4650,75500.0,8440,133800.0
8397810986,370,4483.333333333334,2570,42650.0,7250,127500.0,10620,177400.0
8635294399,2160,40283.333333333336,5050,92250.0,10040,183300.0,21530,395600.0
8727305326,690,10883.333333333334,1630,23850.0,3350,49500.0,7590,116800.0
8730724244,1180,20683.333333333332,4060,72450.0,6670,115900.0,11820,201400.0
8761902061,580,8683.333333333334,2620,43650.0,5290,88300.0,7610,117200.0
5601509829,880,14683.333333333334,2240,36050.0,2810,38700.0,5130,67600.0
5800746599,340,3883.3333333333335,2440,40050.0,5300,88500.0,6440,93800.0
6007839611,470,6483.333333333334,2000,31250.0,4280,68100.0,5810,81200.0
5389687339,1680,30683.333333333332,3790,67050.0,7200,126500.0,12300,211000.0
4332725074,960,16283.333333333334,2960,50450.0,5730,97100.0,15630,277600.0
4379393887,1380,24683.333333333332,2780,46850.0,2880,40100.0,4420,53400.0
8946729088,1900,35083.333333333336,5490,101050.0,9340,169300.0,16070,286400.0
9256577736,1610,29283.333333333332,2820,47650.0,3430,51100.0,4840,61800.0
9150944989,910,15283.333333333334,2730,45850.0,5620,94900.0,12840,221800.0
6700950789,620,9483.333333333334,2530,41850.0,4320,68900.0,8390,132800.0
7239922846,1960,36283.333333333336,6990,131050.0,14950,281500.0,24870,462400.0
7089692160,920,15483.333333333334,3660,64450.0,4760,77700.0,10280,170600.0
8060159040,2620,49483.333333333336,6790,127050.0,14310,268700.0,30150,568000.0
6487034172,1650,30083.333333333332,5250,96250.0,8710,156700.0,14340,251800.0
5500071465,2070,38483.333333333336,6370,118650.0,13450,251500.0,19890,362800.0
5165835248,720,11483.333333333334,1470,20650.0,2410,30700.0,3610,37200.0
9159328200,2180,40683.333333333336,4110,73450.0,7030,123100.0,11920,203400.0
9057891395,960,16283.333333333334,2840,48050.0,5100,84500.0,11370,192400.0
9769854959,1490,26883.333333333332,2610,43450.0,6110,104700.0,10170,168400.0
7784902937,650,10083.333333333334,3180,54850.0,7740,137300.0,8830,141600.0
7068997515,1760,32283.333333333332,4480,80850.0,9440,171300.0,18950,344000.0
5721576154,980,16683.333333333332,2540,42050.0,5010,82700.0,8950,144000.0
9119232465,510,7283.333333333334,1810,27450.0,3060,43700.0,6180,88600.0
8932298460,600,9083.333333333334,2020,31650.0,6500,112500.0,9370,152400.0
8903484032,820,13483.333333333334,3130,53850.0,5410,90700.0,10010,165200.0
8979506439,980,16683.333333333332,2830,47850.0,8870,159900.0,15740,279800.0
8987370204,610,9283.333333333334,1740,26050.0,3870,59900.0,9400,153000.0
8903213162,1300,23083.333333333332,3000,51250.0,7230,127100.0,12400,213000.0
8864943758,2620,49483.333333333336,5740,106050.0,10300,188500.0,24070,446400.0
8809619012,730,11683.333333333334,1600,23250.0,1960,21700.0,3170,28400.0
9120527872,990,16883.333333333332,2610,43450.0,5580,94100.0,9700,159000.0
9099303200,470,6483.333333333334,1580,22850.0,1580,14100.0,1580,-3400.0
9087494707,2080,38683.333333333336,4190,75050.0,6120,104900.0,6120,87400.0
9088812992,2020,37483.333333333336,4920,89650.0,8380,150100.0,15660,278200.0
9241117420,400,5083.333333333334,1350,18250.0,3530,53100.0,3770,40400.0
9311629568,1280,22683.333333333332,5230,95850.0,9450,171500.0,18710,339200.0
9311378285,770,12483.333333333334,1670,24650.0,2480,32100.0,5240,69800.0
9334709405,530,7683.333333333334,1500,21250.0,2460,31700.0,4490,54800.0
8750115171,1720,31483.333333333332,5290,97050.0,11080,204100.0,22400,413000.0
8668849119,1250,22083.333333333332,3730,65850.0,7340,129300.0,13300,231000.0
8591253191,730,11683.333333333334,1850,28250.0,3510,52700.0,6170,88400.0
8599389255,830,13683.333333333334,2180,34850.0,3090,44300.0,5480,74600.0
8501083043,780,12683.333333333334,2170,34650.0,4290,68300.0,10000,165000.0
8509750867,750,12083.333333333334,2100,33250.0,2820,38900.0,8010,125200.0
8451279928,2330,43683.333333333336,6310,117450.0,14660,275700.0,26320,491400.0
8403828618,1480,26683.333333333332,4030,71850.0,6830,119100.0,14730,259600.0
8287967363,450,6083.333333333334,1590,23050.0,2990,42300.0,5730,79600.0
8286138771,1550,28083.333333333332,5470,100650.0,9140,165300.0,12750,220000.0
8284038641,1170,20483.333333333332,2510,41450.0,5150,85500.0,9900,163000.0
8244458582,1130,19683.333333333332,2090,33050.0,4760,77700.0,7540,115800.0
8247598231,600,9083.333333333334,2150,34250.0,4150,65500.0,8050,126000.0
8302655432,790,12883.333333333334,2300,37250.0,4510,72700.0,8340,131800.0
8352461556,730,11683.333333333334,2510,41450.0,4250,67500.0,9550,156000.0
8334347496,1190,20883.333333333332,3750,66250.0,8240,147300.0,15560,276200.0
9819129800,880,14683.333333333334,2200,35250.0,4450,71500.0,8560,136200.0
9772750158,1280,22683.333333333332,3990,71050.0,8150,145500.0,13250,230000.0
9742611483,360,4283.333333333334,1480,20850.0,2090,24300.0,4980,64600.0
9737346097,990,16883.333333333332,5090,93050.0,11970,221900.0,21070,386400.0
9739702984,1150,20083.333333333332,2200,35250.0,5260,87700.0,14160,248200.0
9710891034,330,3683.3333333333335,1190,15050.0,2430,31100.0,4300,51000.0
9702484951,920,15483.333333333334,3350,58250.0,6920,120900.0,13290,230800.0
9642722025,2970,56483.333333333336,7170,134650.0,13310,248700.0,27450,514000.0
9646124202,970,16483.333333333332,3540,62050.0,6020,102900.0,11430,193600.0
9605775204,1010,17283.333333333332,2940,50050.0,6010,102700.0,11120,187400.0
9573243296,1510,27283.333333333332,2620,43650.0,4770,77900.0,9940,163800.0
9458433163,1690,30883.333333333332,3710,65450.0,4410,70700.0,7260,110200.0
9495411508,2000,37083.333333333336,3200,55250.0,6220,106900.0,12870,222400.0
9426992684,420,5483.333333333334,1280,16850.0,3190,46300.0,6790,100800.0
9365370185,1180,20683.333333333332,2660,44450.0,5230,87100.0,9660,158200.0
9387655104,750,12083.333333333334,1410,19450.0,2380,30100.0,9980,164600.0
4851243300,730,11683.333333333334,2680,44850.0,5550,93500.0,8440,133800.0
9982459209,2250,42083.333333333336,5400,99250.0,9510,172700.0,16970,304400.0
5145912631,650,10083.333333333334,4390,79050.0,7400,130500.0,11990,204800.0
5273567275,610,9283.333333333334,1740,26050.0,2550,33500.0,6100,87000.0
5188116362,2340,43883.333333333336,6720,125650.0,10220,186900.0,21170,388400.0
5328089545,900,15083.333333333334,2870,48650.0,5650,95500.0,9940,163800.0
5373701539,540,7883.333333333334,1510,21450.0,4250,67500.0,14480,254600.0
5831924232,1510,27283.333333333332,5980,110850.0,9120,164900.0,13200,229000.0
5532816481,550,8083.333333333334,1620,23650.0,3720,56900.0,5400,73000.0
5565078866,480,6683.333333333334,2940,50050.0,6010,102700.0,14740,259800.0
5621417742,1640,29883.333333333332,4780,86850.0,8320,148900.0,14840,261800.0
6144660906,440,5883.333333333334,3460,60450.0,7760,137700.0,12510,215200.0
6092249511,480,6683.333333333334,3520,61650.0,4670,75900.0,6600,97000.0
6413115610,670,10483.333333333334,2510,41450.0,6100,104500.0,8050,126000.0
6396081948,830,13683.333333333334,1600,23250.0,6210,106700.0,13530,235600.0
6392388188,940,15883.333333333334,1800,27250.0,4130,65100.0,7520,115400.0
6481259890,3620,69483.33333333333,10180,194850.0,18810,358700.0,32920,623400.0
6505117290,580,8683.333333333334,1530,21850.0,3220,46900.0,5420,73400.0
6631474965,1710,31283.333333333332,4400,79250.0,8570,153900.0,15510,275200.0
6674201282,2170,40483.333333333336,5690,105050.0,11530,213100.0,19030,345600.0
6772259933,1470,26483.333333333332,3790,67050.0,7110,124700.0,15940,283800.0
6792969106,1350,24083.333333333332,2570,42650.0,6260,107700.0,7220,109400.0
6831743723,2150,40083.333333333336,6880,128850.0,11900,220500.0,23720,439400.0
6803697881,820,13483.333333333334,2720,45650.0,5200,86500.0,10500,175000.0
6857959719,1580,28683.333333333332,5270,96650.0,10410,190700.0,19800,361000.0
7121172157,900,15083.333333333334,3110,53450.0,6700,116500.0,10620,177400.0
7030993509,1810,33283.333333333336,5190,95050.0,12950,241500.0,26320,491400.0
7014725296,540,7883.333333333334,1550,22250.0,3650,55500.0,6730,99600.0
6936864473,580,8683.333333333334,1500,21250.0,2810,38700.0,5170,68400.0
8078256332,600,9083.333333333334,1670,24650.0,3860,59700.0,7550,116000.0
8110223963,660,10283.333333333334,1070,12650.0,2360,29700.0,6000,85000.0
8230539912,1090,18883.333333333332,2980,50850.0,6220,106900.0,14450,254000.0
8173156290,770,12483.333333333334,1880,28850.0,3800,58500.0,8240,129800.0
8178399286,730,11683.333333333334,2260,36450.0,2800,38500.0,3490,34800.0
7935639653,1890,34883.333333333336,5640,104050.0,19780,378100.0,31950,604000.0
7762884853,800,13083.333333333334,1630,23850.0,1880,20100.0,4020,45400.0
7399019350,1770,32483.333333333332,4860,88450.0,10700,196500.0,17760,320200.0
7393250396,710,11283.333333333334,2000,31250.0,3870,59900.0,7010,105200.0
7391431125,890,14883.333333333334,2950,50250.0,4040,63300.0,7400,113000.0
7367046404,500,7083.333333333334,1830,27850.0,4130,65100.0,7640,117800.0
7430210456,870,14483.333333333334,2530,41850.0,5150,85500.0,8780,140600.0
7498650687,1060,18283.333333333332,2580,42850.0,4980,82100.0,8790,140800.0
7597488955,480,6683.333333333334,1210,15450.0,2770,37900.0,4170,48400.0
3365174220,1020,17483.333333333332,3510,61450.0,4070,63900.0,4500,55000.0
3280226091,450,6083.333333333334,2080,32850.0,3090,44300.0,4880,62600.0
4596977455,740,11883.333333333334,2570,42650.0,4220,66900.0,8000,125000.0
5674654472,430,5683.333333333334,1810,27450.0,3330,49100.0,6860,102200.0
9418579799,5720,111483.33333333333,17950,350250.0,32650,635500.0,75700,1479000.0
8499508974,610,9283.333333333334,1940,30050.0,3530,53100.0,5880,82600.0
9353066751,1770,32483.333333333332,5800,107250.0,12130,225100.0,23170,428400.0
