고객ID,A카드_최근1개월혜택,A카드_최근3개월혜택,A카드_최근6개월혜택,A카드_최근12개월혜택
2858208832,83.33333333333331,-750.0,-1500.0,-4000.0
2859003216,583.3333333333333,3750.0,10000.0,22000.0
2861096433,1583.3333333333333,13250.0,21000.0,45000.0
2867129402,-416.6666666666667,-1250.0,-2000.0,-2500.0
2867130827,83.33333333333331,1750.0,3000.0,500.0
2870015241,1583.3333333333333,2750.0,3500.0,5000.0
2871059023,6083.333333333333,12250.0,17500.0,30500.0
2874449557,9583.333333333334,26750.0,55500.0,103500.0
2886502032,-416.6666666666667,-1250.0,-2500.0,-5000.0
2888877023,8083.333333333333,27250.0,56000.0,112000.0
2893329792,2083.3333333333335,7250.0,15500.0,33000.0
2893340453,-416.6666666666667,-750.0,0.0,-1500.0
2896742157,4083.3333333333335,5750.0,9000.0,23500.0
2905116552,2083.3333333333335,6250.0,8500.0,19500.0
2909570234,-416.6666666666667,250.0,0.0,-500.0
2930826196,583.3333333333333,4750.0,7000.0,17500.0
2932128966,-416.6666666666667,-250.0,-1500.0,-4000.0
2950739031,4583.333333333333,11250.0,15000.0,32000.0
2950741606,83.33333333333331,3250.0,4000.0,7500.0
2954930431,83.33333333333331,250.0,1000.0,-1000.0
2962811773,9583.333333333334,28750.0,57500.0,115000.0
2973302211,583.3333333333333,2750.0,1500.0,-1000.0
2975120021,583.3333333333333,5750.0,9500.0,18500.0
2980351676,-416.6666666666667,-1250.0,-2500.0,-5000.0
2998436898,583.3333333333333,-250.0,-1500.0,8000.0
3009730245,1083.3333333333333,6250.0,8500.0,16000.0
3013395125,2583.3333333333335,11750.0,31500.0,50000.0
3015234538,2083.3333333333335,3750.0,7000.0,5500.0
3021767471,-416.6666666666667,1750.0,7000.0,4500.0
3023625609,-416.6666666666667,-1250.0,-2000.0,-4500.0
3038309410,1583.3333333333333,6250.0,21000.0,25000.0
3042494262,4583.333333333333,11750.0,23500.0,39000.0
3047752207,-416.6666666666667,-1250.0,-2500.0,-5000.0
3048510478,-416.6666666666667,1250.0,4500.0,8500.0
3062400050,2083.3333333333335,7250.0,10500.0,8500.0
3064259975,83.33333333333331,250.0,-1000.0,2000.0
3065821235,583.3333333333333,7750.0,15500.0,22500.0
3069761002,9583.333333333334,20250.0,29500.0,56500.0
3083136516,-416.6666666666667,-1250.0,-2500.0,-5000.0
3090989156,-416.6666666666667,-750.0,-2000.0,-3000.0
3092828307,8583.333333333334,7750.0,6500.0,5500.0
3094925830,-416.6666666666667,-1250.0,-2500.0,-5000.0
3096745133,-416.6666666666667,-1250.0,-2500.0,-5000.0
3115116651,9583.333333333334,28750.0,57500.0,98500.0
3118249180,-416.6666666666667,-1250.0,3000.0,4500.0
3118790462,-416.6666666666667,-750.0,-500.0,-3000.0
3133720861,583.3333333333333,4250.0,9000.0,14000.0
3142907212,4583.333333333333,3750.0,23500.0,51000.0
3153124663,-416.6666666666667,5750.0,12500.0,22000.0
3176695315,2083.3333333333335,14750.0,24000.0,67000.0
3179322998,9583.333333333334,16250.0,15000.0,27000.0
3182231520,3083.3333333333335,8750.0,19000.0,18500.0
3182987905,583.3333333333333,5250.0,8500.0,15500.0
3185616212,-416.6666666666667,250.0,500.0,5500.0
3196107275,9583.333333333334,28750.0,54000.0,85500.0
3197156094,8083.333333333333,25250.0,48500.0,80500.0
3200557449,4083.3333333333335,6250.0,30500.0,53000.0
3201343370,9583.333333333334,28750.0,57500.0,81000.0
3202654532,-416.6666666666667,-1250.0,-2500.0,-5000.0
3203982934,1083.3333333333333,3250.0,8000.0,15500.0
3208435596,6583.333333333333,20250.0,37500.0,71000.0
3211313187,-416.6666666666667,250.0,5500.0,15000.0
3212086807,583.3333333333333,750.0,-500.0,-2500.0
3212872967,4583.333333333333,12250.0,17000.0,34000.0
3213931207,-416.6666666666667,-250.0,-1500.0,-3500.0
3215515565,1583.3333333333333,5250.0,9000.0,7000.0
3222842218,9583.333333333334,23750.0,52500.0,106500.0
3224944508,-416.6666666666667,-1250.0,-2500.0,-5000.0
3227317153,83.33333333333331,250.0,4000.0,3000.0
3233066803,583.3333333333333,4250.0,4500.0,10000.0
3233333534,-416.6666666666667,-1250.0,15000.0,40500.0
3239894787,1583.3333333333333,750.0,6500.0,5500.0
3250107474,583.3333333333333,1750.0,2500.0,0.0
3254041998,2583.3333333333335,3750.0,6000.0,7500.0
3254837969,7583.333333333333,17250.0,28500.0,44000.0
3257959098,8083.333333333333,17250.0,35000.0,57000.0
3261382544,-416.6666666666667,250.0,0.0,2500.0
3264536839,-416.6666666666667,-1250.0,-2500.0,-3500.0
3267408391,-416.6666666666667,-1250.0,-2500.0,-5000.0
3269504675,2083.3333333333335,8750.0,19000.0,16500.0
3271875486,4583.333333333333,6250.0,7000.0,27500.0
3274751424,-416.6666666666667,750.0,-500.0,-3000.0
3278931645,1083.3333333333333,2250.0,11500.0,19500.0
3289971657,4083.3333333333335,10250.0,12500.0,23000.0
3293090464,583.3333333333333,2750.0,12500.0,44000.0
3294675558,6583.333333333333,25750.0,53000.0,99000.0
3299660330,83.33333333333331,1250.0,3500.0,12500.0
3303590915,3083.3333333333335,12250.0,31000.0,76500.0
3305420185,-416.6666666666667,-1250.0,-2500.0,-5000.0
3305688888,2583.3333333333335,7750.0,12500.0,45000.0
3308834795,2083.3333333333335,15750.0,18000.0,27500.0
3316426567,9583.333333333334,28750.0,57500.0,115000.0
3322214317,2583.3333333333335,12750.0,41500.0,97000.0
3332959060,-416.6666666666667,-1250.0,-1000.0,-2000.0
3338202092,8083.333333333333,20750.0,29500.0,61000.0
3339246890,2083.3333333333335,2250.0,7500.0,12500.0
3344232626,1583.3333333333333,750.0,2000.0,1000.0
3363090435,1583.3333333333333,6750.0,11500.0,17500.0
3368074694,-416.6666666666667,4750.0,6000.0,10000.0
3368326914,1583.3333333333333,4750.0,6000.0,11500.0
3369388741,-416.6666666666667,750.0,-500.0,-1000.0
3369920452,4583.333333333333,3750.0,12000.0,24500.0
3373308300,1083.3333333333333,2750.0,7000.0,5000.0
3376713974,4583.333333333333,4750.0,3500.0,8000.0
3383528346,9583.333333333334,23750.0,32500.0,90000.0
3391679248,-416.6666666666667,3750.0,2500.0,0.0
3402951759,583.3333333333333,18250.0,44000.0,82500.0
3408177844,9583.333333333334,21250.0,41000.0,91000.0
3423653124,2083.3333333333335,4250.0,8500.0,16500.0
3427834786,2583.3333333333335,10250.0,15000.0,23500.0
3430211066,583.3333333333333,5250.0,25000.0,52500.0
3437528683,2583.3333333333335,5750.0,18500.0,19500.0
3438853299,7583.333333333333,26750.0,55500.0,95500.0
3442267518,583.3333333333333,5250.0,15500.0,36000.0
3453009237,-416.6666666666667,-1250.0,-2500.0,-2500.0
3453548609,-416.6666666666667,-1250.0,-2500.0,-3000.0
3457721304,1583.3333333333333,7250.0,7000.0,9500.0
3457984919,-416.6666666666667,-1250.0,-2500.0,-5000.0
3469007851,583.3333333333333,1750.0,500.0,-2000.0
3470826161,8583.333333333334,21750.0,46000.0,100000.0
3503063807,5083.333333333333,14250.0,17500.0,15000.0
3548445256,1083.3333333333333,12750.0,20500.0,40500.0
3548684966,2583.3333333333335,2750.0,1500.0,-1000.0
3552100379,4583.333333333333,15750.0,33000.0,64000.0
3552611795,4083.3333333333335,8250.0,13000.0,16000.0
3561548436,2583.3333333333335,6750.0,11500.0,24500.0
3566767828,7083.333333333333,26250.0,52000.0,105500.0
3568358690,-416.6666666666667,-250.0,-1500.0,-4000.0
3586172422,-416.6666666666667,-1250.0,5000.0,2500.0
3586180929,-416.6666666666667,-1250.0,-2500.0,-3500.0
3586703258,3583.3333333333335,8250.0,10000.0,13000.0
3588816952,-416.6666666666667,7750.0,15000.0,23000.0
3592472191,83.33333333333331,250.0,-1000.0,-3000.0
3592472495,83.33333333333331,2750.0,5500.0,13500.0
3592716442,-416.6666666666667,-1250.0,-2000.0,4500.0
3595345480,-416.6666666666667,-1250.0,-2000.0,-1000.0
3598507868,-416.6666666666667,-1250.0,-2500.0,-5000.0
3600325678,-416.6666666666667,-250.0,1500.0,22500.0
3600337884,3583.3333333333335,17250.0,32500.0,63500.0
3600851043,583.3333333333333,5250.0,11500.0,23500.0
3600854226,83.33333333333331,2250.0,6500.0,10500.0
3601636325,9583.333333333334,28750.0,57500.0,115000.0
3603223147,2583.3333333333335,8750.0,11500.0,22000.0
3603742664,3083.3333333333335,5750.0,16000.0,43000.0
3604795598,1583.3333333333333,5250.0,11000.0,43500.0
3604796491,-416.6666666666667,-1250.0,-2000.0,-4500.0
3606358779,1083.3333333333333,13750.0,18000.0,35500.0
3606379242,-416.6666666666667,-1250.0,3000.0,12500.0
3607160984,3583.3333333333335,10250.0,23000.0,45500.0
3608207479,-416.6666666666667,750.0,12000.0,23500.0
3609264100,583.3333333333333,1750.0,5500.0,9500.0
3610312272,-416.6666666666667,-1250.0,-1500.0,11500.0
3610551076,-416.6666666666667,-1250.0,-500.0,2000.0
3610564376,1583.3333333333333,2250.0,3000.0,7500.0
3611868625,1083.3333333333333,5250.0,10000.0,8500.0
3612378769,2083.3333333333335,8750.0,19500.0,33000.0
3617102124,-416.6666666666667,-1250.0,-2500.0,-2500.0
3617366456,1083.3333333333333,3750.0,14000.0,26000.0
3617634748,83.33333333333331,13250.0,24500.0,26000.0
3617909482,-416.6666666666667,750.0,0.0,-2500.0
3618433556,1583.3333333333333,1250.0,0.0,-2500.0
3619470094,83.33333333333331,2250.0,1000.0,0.0
3620263772,1583.3333333333333,4750.0,19000.0,43500.0
3621059923,2583.3333333333335,7750.0,16500.0,17500.0
3622343496,5083.333333333333,24250.0,49500.0,100500.0
3622605902,1583.3333333333333,6750.0,17000.0,40500.0
3623668964,1083.3333333333333,3250.0,3000.0,7500.0
3623918431,5583.333333333333,15250.0,29000.0,31500.0
3623924118,-416.6666666666667,-1250.0,-2500.0,-3500.0
3624441723,-416.6666666666667,-1250.0,-2500.0,-5000.0
3624443161,583.3333333333333,3250.0,4500.0,14000.0
3625229786,583.3333333333333,4750.0,3500.0,3000.0
3626275151,9583.333333333334,14750.0,28500.0,73500.0
3626542842,9583.333333333334,23750.0,52500.0,70000.0
3633619157,2583.3333333333335,3750.0,9000.0,16500.0
3635210352,-416.6666666666667,250.0,-1000.0,-2500.0
3635998865,-416.6666666666667,-1250.0,500.0,11500.0
3636763069,1083.3333333333333,1750.0,13500.0,35500.0
3637049457,583.3333333333333,2750.0,3000.0,500.0
3639916743,-416.6666666666667,1750.0,3500.0,13500.0
3644643570,2583.3333333333335,11250.0,16000.0,29000.0
3646488448,4583.333333333333,8750.0,22500.0,60000.0
3651177763,5583.333333333333,10750.0,25500.0,37000.0
3652512329,83.33333333333331,9250.0,8500.0,19000.0
3653299367,4583.333333333333,13750.0,42500.0,80000.0
3653549665,9583.333333333334,28750.0,57500.0,115000.0
3654082201,4583.333333333333,18750.0,28500.0,26000.0
3656430951,6083.333333333333,10250.0,13500.0,31000.0
3658782902,583.3333333333333,9250.0,18500.0,24000.0
3662201929,583.3333333333333,1750.0,500.0,-1500.0
3664812906,7083.333333333333,24750.0,41000.0,78000.0
3666124073,1083.3333333333333,5750.0,9000.0,26000.0
3668220521,83.33333333333331,1750.0,1000.0,7500.0
3672154768,4583.333333333333,4750.0,10500.0,31500.0
3673227721,3083.3333333333335,10750.0,19500.0,30500.0
3674522995,583.3333333333333,1750.0,500.0,6500.0
3675313172,4583.333333333333,9750.0,13500.0,11000.0
3676895053,1083.3333333333333,750.0,500.0,4500.0
3683970402,9083.333333333334,27250.0,56000.0,81500.0
3684491392,5583.333333333333,20750.0,28500.0,45500.0
3686831996,583.3333333333333,6250.0,9500.0,17000.0
3686836390,1083.3333333333333,4250.0,6000.0,15500.0
3687364446,4583.333333333333,8750.0,7500.0,5000.0
3687376223,-416.6666666666667,-1250.0,-2500.0,-5000.0
3688146953,-416.6666666666667,-1250.0,-1500.0,-3500.0
3688670502,9583.333333333334,28750.0,57500.0,85500.0
3688940309,5083.333333333333,14250.0,15500.0,24000.0
3690777542,83.33333333333331,-750.0,-2000.0,-4500.0
3692076029,6083.333333333333,10250.0,23000.0,44000.0
3693140988,83.33333333333331,3750.0,8500.0,14000.0
3694979495,3083.3333333333335,14250.0,19000.0,41500.0
3697584413,-416.6666666666667,-1250.0,-2500.0,-5000.0
3699154023,-416.6666666666667,-1250.0,-2000.0,-2500.0
3710171994,83.33333333333331,1750.0,3500.0,3500.0
3711238105,-416.6666666666667,250.0,4000.0,20000.0
3712806485,1083.3333333333333,2750.0,1500.0,-1000.0
3713585193,-416.6666666666667,-750.0,-1500.0,-4000.0
3715676746,9583.333333333334,19250.0,36500.0,84500.0
3716720968,5083.333333333333,12750.0,31500.0,62500.0
3721962287,4583.333333333333,8750.0,14500.0,25500.0
3723789050,-416.6666666666667,-250.0,2000.0,4000.0
3724602799,8083.333333333333,18250.0,33500.0,48500.0
3725898433,8083.333333333333,22750.0,49000.0,96500.0
3726691799,5083.333333333333,13750.0,20000.0,47000.0
3733228483,9583.333333333334,23750.0,52500.0,75000.0
3735594095,9583.333333333334,28750.0,53500.0,105500.0
3735875960,583.3333333333333,3250.0,5500.0,8500.0
3736134904,2583.3333333333335,10250.0,24000.0,42500.0
3739517574,-416.6666666666667,-1250.0,-2500.0,0.0
3743470538,583.3333333333333,250.0,5000.0,4500.0
3743990889,-416.6666666666667,750.0,1500.0,-500.0
3746358931,-416.6666666666667,-250.0,9000.0,8500.0
3747654943,7583.333333333333,22250.0,31500.0,29000.0
3747931437,583.3333333333333,1250.0,4000.0,7000.0
3749243733,-416.6666666666667,-1250.0,-2500.0,2500.0
3749496026,4583.333333333333,10250.0,14000.0,19500.0
3751315826,583.3333333333333,4250.0,14000.0,24500.0
3751605789,-416.6666666666667,10750.0,11500.0,21500.0
3751841329,9583.333333333334,25250.0,54000.0,105000.0
3754468314,1083.3333333333333,8250.0,9500.0,24500.0
3755012014,5083.333333333333,16250.0,25500.0,56500.0
3757896539,-416.6666666666667,750.0,5000.0,11000.0
3760783640,-416.6666666666667,8250.0,34000.0,67500.0
3761809258,1583.3333333333333,1250.0,7500.0,15500.0
3763129772,1583.3333333333333,1250.0,7500.0,18500.0
3763392583,1583.3333333333333,2250.0,5500.0,6500.0
3764692195,83.33333333333331,5250.0,8500.0,13000.0
3764695987,6583.333333333333,21750.0,43500.0,76000.0
3764949280,-416.6666666666667,-750.0,-500.0,2000.0
3764966543,3083.3333333333335,9250.0,18500.0,34000.0
3766280429,-416.6666666666667,-1250.0,0.0,-2500.0
3767313564,83.33333333333331,1750.0,1000.0,0.0
3768637458,3583.3333333333335,9250.0,16500.0,19000.0
3771514221,4583.333333333333,10250.0,14000.0,11500.0
3772554007,-416.6666666666667,250.0,500.0,500.0
3772838059,83.33333333333331,-250.0,-500.0,6000.0
3777014026,4583.333333333333,17750.0,26000.0,28500.0
3777293996,9583.333333333334,28750.0,57500.0,100000.0
3777802229,-416.6666666666667,750.0,500.0,7000.0
3777809058,6083.333333333333,12750.0,23500.0,46500.0
3783567434,83.33333333333331,1250.0,3000.0,500.0
3783844051,83.33333333333331,-250.0,3500.0,1500.0
3785144826,4583.333333333333,16750.0,30500.0,36000.0
3785668113,-416.6666666666667,-1250.0,-2500.0,-5000.0
3786451869,1583.3333333333333,2250.0,3500.0,7500.0
3787774177,1083.3333333333333,11250.0,26500.0,54000.0
3788282472,583.3333333333333,5750.0,9500.0,16000.0
3788547584,83.33333333333331,-750.0,-500.0,7000.0
3788807886,-416.6666666666667,-1250.0,-2500.0,-4000.0
3791433527,-416.6666666666667,1250.0,9000.0,19500.0
3791974315,-416.6666666666667,-750.0,2500.0,10000.0
3792503150,2083.3333333333335,2250.0,7000.0,5500.0
3796672420,583.3333333333333,1750.0,500.0,-500.0
3797463617,583.3333333333333,2250.0,5500.0,8000.0
3799046810,-416.6666666666667,5750.0,4500.0,8000.0
3801931532,9583.333333333334,28750.0,57500.0,115000.0
3802720868,9583.333333333334,24250.0,44000.0,95500.0
3805076789,2583.3333333333335,5750.0,4500.0,2000.0
3807423011,5083.333333333333,10250.0,23000.0,36000.0
3808474827,-416.6666666666667,-250.0,1500.0,1000.0
3809779640,9583.333333333334,23750.0,37500.0,63000.0
3809793910,83.33333333333331,-250.0,-1000.0,-3500.0
3810313184,7583.333333333333,9750.0,21500.0,38000.0
3810848377,3083.3333333333335,3750.0,4000.0,2000.0
3811087018,6083.333333333333,10750.0,17000.0,44500.0
3814769431,5083.333333333333,18250.0,37500.0,74500.0
3816355335,4083.3333333333335,18250.0,32500.0,58500.0
3818955016,4083.3333333333335,6750.0,18000.0,29500.0
3826289460,-416.6666666666667,-1250.0,-2500.0,-3000.0
3826560749,4083.3333333333335,6250.0,13000.0,13000.0
3827610942,3083.3333333333335,4750.0,8000.0,14500.0
3828396775,83.33333333333331,10250.0,28000.0,40500.0
3829178740,-416.6666666666667,250.0,25500.0,48500.0
3832318334,1583.3333333333333,5250.0,9000.0,14500.0
3834167382,-416.6666666666667,250.0,2500.0,9500.0
3839918755,6583.333333333333,17750.0,36500.0,76000.0
3840970043,583.3333333333333,250.0,-1000.0,-3500.0
3842803836,83.33333333333331,250.0,5500.0,18000.0
3844144825,1083.3333333333333,9250.0,21000.0,39000.0
3844406908,7583.333333333333,18750.0,35500.0,85000.0
3845710988,1583.3333333333333,6750.0,13500.0,17500.0
3847263547,83.33333333333331,1250.0,4000.0,10000.0
3847282280,1083.3333333333333,750.0,500.0,9500.0
3853289760,6083.333333333333,15750.0,32500.0,36500.0
3853836090,583.3333333333333,750.0,1500.0,2500.0
3856447256,583.3333333333333,-250.0,-1500.0,-4000.0
3857235597,1583.3333333333333,8750.0,18000.0,39500.0
3857770566,2583.3333333333335,5750.0,14000.0,27000.0
3858814934,9583.333333333334,28750.0,37000.0,34500.0
3858823496,1583.3333333333333,9750.0,22000.0,51500.0
3859594938,-416.6666666666667,-1250.0,-2500.0,-5000.0
3860889898,1083.3333333333333,750.0,1500.0,12000.0
3861440777,583.3333333333333,6250.0,10000.0,17000.0
3861962167,-416.6666666666667,-1250.0,-2500.0,-2500.0
3862229162,8583.333333333334,8250.0,7000.0,5000.0
3862731959,-416.6666666666667,4750.0,9000.0,10500.0
3863010161,4083.3333333333335,7750.0,17000.0,34500.0
3863519697,-416.6666666666667,-1250.0,-2500.0,-5000.0
3863789887,2083.3333333333335,8250.0,12000.0,35500.0
3864587287,4583.333333333333,5750.0,19000.0,38500.0
3864821964,-416.6666666666667,3750.0,6500.0,8000.0
3865377053,5083.333333333333,9250.0,10000.0,11000.0
3866922730,83.33333333333331,750.0,6000.0,13000.0
3867446926,3083.3333333333335,9250.0,22500.0,32000.0
3867711051,4583.333333333333,15250.0,15000.0,20000.0
3867731590,-416.6666666666667,-1250.0,-2500.0,-4500.0
3868496743,583.3333333333333,6750.0,12000.0,30000.0
3868766028,-416.6666666666667,-1250.0,-2500.0,-2000.0
3869017513,-416.6666666666667,-1250.0,-2500.0,5000.0
3869022359,4583.333333333333,16250.0,45000.0,79000.0
3869540642,583.3333333333333,750.0,2000.0,13500.0
3871130932,4083.3333333333335,8250.0,15000.0,28000.0
3872181937,-416.6666666666667,-750.0,-500.0,-3000.0
3873757753,2083.3333333333335,8250.0,21500.0,31500.0
3874281530,2083.3333333333335,8250.0,13500.0,28500.0
3876625320,2083.3333333333335,2750.0,5000.0,5500.0
3876894844,4083.3333333333335,6250.0,18000.0,20000.0
3876911725,83.33333333333331,5250.0,17000.0,31000.0
3880059124,-416.6666666666667,3750.0,20000.0,31000.0
3881101485,5583.333333333333,24750.0,43500.0,71500.0
3882137739,83.33333333333331,250.0,1000.0,0.0
3882398578,-416.6666666666667,8750.0,37500.0,87500.0
3882667193,1083.3333333333333,1250.0,2000.0,8000.0
3885531643,2583.3333333333335,1750.0,1000.0,1500.0
3885814769,9583.333333333334,16250.0,34000.0,47500.0
3886323104,-416.6666666666667,-750.0,-2000.0,-4500.0
3886875128,83.33333333333331,4250.0,4500.0,18000.0
3887367724,-416.6666666666667,-1250.0,-2500.0,-5000.0
3887386690,6583.333333333333,18750.0,43000.0,98000.0
3889992142,4583.333333333333,10750.0,31000.0,56000.0
3893147356,9583.333333333334,28750.0,50000.0,85000.0
3893689016,7083.333333333333,10750.0,11000.0,14000.0
3894473734,-416.6666666666667,-1250.0,-2500.0,-5000.0
3894716315,-416.6666666666667,750.0,6000.0,11500.0
3894973304,-416.6666666666667,-750.0,4000.0,19000.0
3894979360,583.3333333333333,-250.0,0.0,-1000.0
3894987115,8083.333333333333,27250.0,56000.0,105500.0
3895510441,4083.3333333333335,12250.0,24500.0,50500.0
3896555235,4083.3333333333335,9250.0,21500.0,47000.0
3896556224,583.3333333333333,1250.0,2000.0,15000.0
3898662228,2083.3333333333335,6250.0,8500.0,14000.0
3899185669,9583.333333333334,28750.0,57500.0,115000.0
3899692177,-416.6666666666667,-1250.0,-2500.0,-5000.0
3902067455,6583.333333333333,25250.0,45500.0,57500.0
3902071558,1583.3333333333333,10750.0,29000.0,57500.0
3902586882,-416.6666666666667,-1250.0,500.0,1500.0
3904170150,6583.333333333333,11250.0,17500.0,43500.0
3904687433,5083.333333333333,11250.0,17500.0,38500.0
3905475395,2583.3333333333335,3250.0,6500.0,9500.0
3907060278,2083.3333333333335,5750.0,9000.0,9500.0
3907846543,583.3333333333333,1750.0,1500.0,1500.0
3908611094,-416.6666666666667,6750.0,16000.0,19000.0
3911496941,-416.6666666666667,-1250.0,1000.0,-1500.0
3912039720,1083.3333333333333,4250.0,9000.0,9000.0
3912284899,1083.3333333333333,1250.0,500.0,0.0
3915180136,2583.3333333333335,12250.0,19500.0,27000.0
3918069980,1583.3333333333333,2250.0,8500.0,9500.0
3918824594,-416.6666666666667,2250.0,9000.0,22000.0
3918848302,-416.6666666666667,-1250.0,-2500.0,-5000.0
3919620240,6583.333333333333,20750.0,42000.0,83500.0
3919631140,3083.3333333333335,8750.0,15000.0,46000.0
3920147606,9583.333333333334,28750.0,57500.0,104500.0
3920163810,9583.333333333334,15250.0,40500.0,69500.0
3920414999,83.33333333333331,-750.0,4000.0,2000.0
3921469009,7083.333333333333,9250.0,13500.0,24000.0
3923291268,9583.333333333334,26750.0,52500.0,70000.0
3924329304,-416.6666666666667,-750.0,-2000.0,-4500.0
3924621633,2083.3333333333335,6250.0,12500.0,20000.0
3925923096,-416.6666666666667,-750.0,-2000.0,-4500.0
3926978574,2083.3333333333335,4750.0,3500.0,9000.0
3928264576,-416.6666666666667,-1250.0,10000.0,24500.0
3928812627,2583.3333333333335,6750.0,7000.0,26000.0
3928813779,6583.333333333333,13750.0,23000.0,49000.0
3930889233,83.33333333333331,2750.0,4500.0,19000.0
3936654702,5083.333333333333,6750.0,6000.0,4500.0
3940608209,2083.3333333333335,3750.0,5000.0,7500.0
3941130085,2083.3333333333335,6750.0,8500.0,6000.0
3941396894,8083.333333333333,24750.0,45500.0,85500.0
3941641744,1583.3333333333333,11250.0,28000.0,67000.0
3943233985,2083.3333333333335,6250.0,12500.0,30500.0
3948712262,-416.6666666666667,10750.0,22500.0,29000.0
3950020692,1083.3333333333333,1750.0,500.0,-500.0
3950301480,-416.6666666666667,5250.0,5500.0,5000.0
3950565832,6583.333333333333,18250.0,27000.0,56500.0
3950574365,83.33333333333331,750.0,1500.0,500.0
3951616089,2083.3333333333335,3250.0,10500.0,33500.0
3951867173,83.33333333333331,750.0,-500.0,-2500.0
3952928944,83.33333333333331,3750.0,19500.0,41000.0
3955279016,-416.6666666666667,-750.0,-2000.0,-4500.0
3958162156,1583.3333333333333,7750.0,24000.0,44500.0
3958414711,583.3333333333333,5250.0,9000.0,7500.0
3959462016,583.3333333333333,4250.0,14000.0,18500.0
3960782415,-416.6666666666667,1250.0,2000.0,8500.0
3961058339,3583.3333333333335,14750.0,31000.0,67500.0
3961304052,-416.6666666666667,2750.0,2500.0,500.0
3961566349,3083.3333333333335,12250.0,35000.0,71000.0
3962095348,4583.333333333333,15750.0,35000.0,77000.0
3962339890,583.3333333333333,1250.0,5000.0,3500.0
3962348014,3083.3333333333335,10750.0,18000.0,45000.0
3965234546,9583.333333333334,25250.0,43000.0,60500.0
3969942221,-416.6666666666667,-1250.0,-2500.0,-3000.0
3969952095,1083.3333333333333,6750.0,15000.0,25500.0
3970225507,583.3333333333333,5750.0,9000.0,28000.0
3972577789,83.33333333333331,-750.0,-2000.0,-2000.0
