고객ID,국민행복카드_1개월혜택,국민행복카드_3개월혜택,국민행복카드_6개월혜택,국민행복카드_12개월혜택
9202041117,11000.0,17380.0,44500.0,114020.0
8320717858,5000.0,20000.0,27760.0,44880.0
8298973698,3959.9999999999995,17460.0,50960.0,92640.0
8349842668,6960.0,35900.0,72140.0,171600.0
8642122463,6060.0,36060.0,65620.0,117000.0
8632956336,2120.0000000000005,8120.0,15620.0,38660.0
8587057351,11500.0,51500.0,101000.0,206500.0
8504767191,17440.0,53040.0,101200.0,217760.0
6293033391,21359.999999999996,56880.0,102900.0,189140.0
6537101484,22799.999999999996,51800.0,99560.0,211760.0
6493588035,27119.999999999996,57120.0,91680.0,214080.0
6515595771,21039.999999999996,60800.0,118320.0,229520.0
6955228093,13000.0,30500.0,57000.0,95160.0
6969916557,18499.999999999996,53000.0,93320.0,164220.0
6913290974,20239.999999999996,54000.0,180400.0,344480.0
6926377540,19999.999999999996,70000.0,160000.0,318500.0
7024691768,29999.999999999996,70000.0,85180.0,144780.0
7063995388,23439.999999999996,60320.0,115440.0,238740.0
6624398149,23439.999999999996,85440.0,175200.0,366960.0
7704968796,13120.0,46560.0,72200.0,145900.0
7760264134,31279.999999999996,74240.0,154000.0,318960.0
7866711909,23599.999999999996,40600.0,78720.0,174320.0
8093455296,22959.999999999996,81880.0,181780.0,362380.0
8005123122,19999.999999999996,54620.0,96120.0,165660.0
7215525720,3999.9999999999995,20220.0,54600.0,107160.0
7277904801,29999.999999999996,78500.0,167500.0,347500.0
7435976935,10000.0,25500.0,85500.0,132700.0
3763626918,8880.0,18300.0,46200.0,64140.0
5055197493,22999.999999999996,46640.0,69500.0,190300.0
3630188608,13840.0,39620.0,118420.0,247380.0
4323025986,6660.0,23560.0,25720.0,30780.0
8822719870,19279.999999999996,54100.0,116100.0,304340.0
8942519016,22499.999999999996,38500.0,62280.0,105780.0
7923596988,2360.0,20880.0,40000.0,61140.0
8091871152,6000.0,9680.0,18100.0,35760.0
7005544172,15600.0,45840.0,95700.0,172460.0
7709397375,7440.0,30800.0,65680.0,100860.0
6196039883,20719.999999999996,56480.0,117920.0,264240.0
8591276880,7140.0,65860.0,133360.0,223360.0
7506777736,6540.0,16400.0,30260.0,66860.0
4132966403,50160.0,149200.0,268160.0,435840.0
3770950639,62000.0,170800.0,308240.0,453440.0
5040528651,20079.999999999996,56740.0,86980.0,140180.0
7560251590,2879.9999999999995,9000.0,21040.0,87580.0
4110444150,6900.0,13380.0,32860.0,50680.0
5827231368,21999.999999999996,24000.0,42380.0,46600.0
7125624159,3999.9999999999995,35940.0,68040.0,151720.0
8921288979,6120.0,25380.0,38740.0,47060.0
3121890000,29999.999999999996,80480.0,165840.0,397260.0
8917378664,6500.0,9900.0,15620.0,28340.0
9922177045,6060.0,11700.0,39200.0,58740.0
9893067923,2240.0,6400.0,10020.0,25320.0
8719970524,2280.0,3680.0,8420.0,24500.0
8797033878,10000.0,31000.0,36780.0,51620.0
9979572603,1000.0,2780.0,5860.0,7860.0
8466735462,20399.999999999996,69760.0,118100.0,317700.0
5942298581,3319.9999999999995,12320.0,19800.0,19800.0
7692624516,7200.0,15440.0,45440.0,91800.0
7310944964,18400.0,62000.0,105000.0,236100.0
5148268694,18499.999999999996,25940.0,36420.0,60240.0
5833520848,17360.0,25360.0,47680.0,47680.0
8740691498,15200.0,54640.0,134360.0,246860.0
5794967738,2719.9999999999995,4260.0,5080.0,5880.0
7164418591,2719.9999999999995,6420.0,25580.0,53120.0
7223665939,15680.0,39720.0,60080.0,84020.0
8114936437,7320.0,20940.0,24980.0,36420.0
2828038768,3999.9999999999995,11280.0,25420.0,47060.0
7532724066,2400.0,11100.0,20060.0,37540.0
5528373229,19119.999999999996,37200.0,56040.0,142560.0
8542250446,18479.999999999996,38380.0,58060.0,81600.0
4444655928,22239.999999999996,26680.0,26680.0,37680.0
9571417710,1000.0,11980.0,13160.0,23520.0
5947531973,6060.0,11220.0,28600.0,107300.0
5154812481,2679.9999999999995,5400.0,12040.0,29260.0
9480470104,18400.0,56960.0,112640.0,209300.0
8368974234,27199.999999999996,72000.0,167520.0,254440.0
7218154528,10000.0,31520.0,53800.0,122340.0
3234609857,15760.0,39260.0,64220.0,122100.0
6829923477,16000.0,43520.0,44180.0,99860.0
6813387053,19999.999999999996,58500.0,89060.0,141600.0
6151754261,17440.0,64880.0,122400.0,196520.0
6460543188,12560.0,28940.0,48540.0,87260.0
6416528708,6240.0,17980.0,49260.0,119240.0
6312979810,28719.999999999996,72080.0,82080.0,102840.0
7254052038,3499.9999999999995,16300.0,17880.0,21960.0
7601139706,7500.0,14500.0,43880.0,103960.0
7456716052,19999.999999999996,35660.0,37180.0,150320.0
7825014640,8520.0,24620.0,40400.0,134240.0
8063839331,13200.0,38700.0,79360.0,160000.0
8071941381,21999.999999999996,62160.0,120560.0,241040.0
5826967059,25199.999999999996,96320.0,171200.0,352480.0
4619781788,29999.999999999996,121360.0,241600.0,475840.0
9794243267,840.0,2420.0,5120.0,13140.0
9912197648,7320.0,13320.0,22840.0,56340.0
8724423387,2000.0000000000005,7000.0,22000.0,31680.0
9217799504,2599.9999999999995,4080.0,7780.0,12580.0
8912926160,2999.9999999999995,13180.0,25880.0,55820.0
4234151770,3119.9999999999995,6480.0,15020.0,42300.0
4463553763,24719.999999999996,73360.0,154320.0,354000.0
9603397937,3879.9999999999995,11160.0,27900.0,61740.0
9026154601,5000.0,16240.0,29780.0,55660.0
5195446370,580.0,7580.0,11560.0,17100.0
5366635439,920.0,6000.0,13240.0,22820.0
6941854440,5000.0,11000.0,20000.0,36000.0
3886825683,7680.0,33360.0,54840.0,146520.0
9130758724,7920.0,14520.0,28500.0,44680.0
5391787508,14960.0,59400.0,107460.0,204580.0
7781756980,32799.99999999999,105040.0,205440.0,390080.0
9931081319,2400.0,6280.0,17260.0,44180.0
9163005546,35520.0,139200.0,246160.0,410560.0
6244806588,5000.0,30060.0,61700.0,96560.0
8705022875,2160.0000000000005,5100.0,6900.0,22440.0
7407159944,700.0,3360.0,7960.0,15360.0
9047658172,6840.0,67640.0,94360.0,186120.0
8555360700,15680.0,27440.0,63420.0,114420.0
8736486452,15040.0,61120.0,94040.0,174020.0
6792413285,13440.0,28440.0,73440.0,189220.0
9573788608,2080.0000000000005,11740.0,23240.0,30040.0
9747824866,7380.0,14420.0,27980.0,46620.0
8483781455,21439.999999999996,50320.0,92540.0,227660.0
5053380890,7140.0,21480.0,38380.0,62520.0
7746123859,2400.0,5760.0,16360.0,30560.0
7526437433,2959.9999999999995,28680.0,51720.0,68900.0
7632072864,6780.0,16940.0,37220.0,59640.0
9019335036,3119.9999999999995,11900.0,36140.0,82020.0
8650506021,3759.9999999999995,17740.0,37660.0,57900.0
9920076456,7260.0,29380.0,53960.0,97980.0
9097451788,2959.9999999999995,4780.0,12620.0,24720.0
5388374110,21199.999999999996,31260.0,58540.0,72500.0
6816279788,23199.999999999996,46600.0,106100.0,223020.0
9180313959,15760.0,40320.0,73900.0,99960.0
6568558842,3999.9999999999995,16440.0,37320.0,55700.0
5822756345,2999.9999999999995,17160.0,37160.0,78100.0
