고객ID,iM_Pet_Love_최근1개월혜택,iM_Pet_Love_최근3개월혜택,iM_Pet_Love_최근6개월혜택,iM_Pet_Love_최근12개월혜택
2793704708,-166.66666666666666,-500.0,-500.0,-500.0
2794511592,3833.3333333333335,3500.0,3000.0,8500.0
2795020145,-166.66666666666666,2500.0,2500.0,6000.0
2796599758,-166.66666666666666,-500.0,1000.0,0.0
2798426586,-166.66666666666666,-500.0,8500.0,7500.0
2799744889,1833.3333333333333,3000.0,2500.0,6000.0
2807886990,6333.333333333333,12500.0,57000.0,92700.0
2813381569,-166.66666666666666,-500.0,-1000.0,-2000.0
2813655066,-166.66666666666666,-500.0,-1000.0,-2000.0
2813919750,3833.3333333333335,12500.0,21000.0,41000.0
2816515187,-166.66666666666666,1500.0,10500.0,9500.0
2818633355,-166.66666666666666,-500.0,-1000.0,-2000.0
2822549102,-166.66666666666666,-500.0,-1000.0,-2000.0
2822809519,3833.3333333333335,10500.0,19500.0,52000.0
2823080994,-166.66666666666666,-500.0,-1000.0,-2000.0
2830692412,-166.66666666666666,2000.0,8000.0,7000.0
2858208832,3833.3333333333335,3500.0,10500.0,9500.0
2859003216,-166.66666666666666,-500.0,-1000.0,38500.0
2861096433,-166.66666666666666,-500.0,1500.0,1000.0
2867129402,-166.66666666666666,1500.0,6500.0,5500.0
2867130827,-166.66666666666666,-500.0,0.0,3000.0
2870015241,-166.66666666666666,-500.0,-1000.0,-1500.0
2871059023,2833.3333333333335,3000.0,5000.0,17500.0
2874449557,2333.3333333333335,2000.0,1500.0,18500.0
2886502032,-166.66666666666666,-500.0,-1000.0,-2000.0
2888877023,12366.666666666668,33753.333333333336,144286.6666666667,252786.6666666667
2893329792,-166.66666666666666,1000.0,4000.0,7000.0
2893340453,8833.333333333334,19000.0,62500.0,74000.0
2896742157,-166.66666666666666,-500.0,-1000.0,-2000.0
2905116552,3633.3333333333335,14100.0,29300.0,51220.0
2909570234,2333.3333333333335,2000.0,3500.0,10000.0
2930826196,-166.66666666666666,-500.0,-1000.0,-2000.0
2932128966,-166.66666666666666,-500.0,-1000.0,-2000.0
2950739031,-166.66666666666666,-500.0,-1000.0,-2000.0
2950741606,1833.3333333333333,1500.0,1000.0,0.0
2954930431,-166.66666666666666,-500.0,1000.0,0.0
2962811773,-166.66666666666666,-500.0,16500.0,22500.0
2973302211,6333.333333333333,8000.0,25500.0,26000.0
2975120021,333.33333333333337,0.0,500.0,7000.0
2980351676,3833.3333333333335,3500.0,11500.0,17000.0
2998436898,14333.333333333334,30500.0,43500.0,68000.0
3009730245,-166.66666666666666,-500.0,-1000.0,1000.0
3013395125,-166.66666666666666,-500.0,-1000.0,-2000.0
3015234538,-166.66666666666666,4000.0,3500.0,9500.0
3021767471,-166.66666666666666,-500.0,-1000.0,-2000.0
3023625609,-166.66666666666666,-500.0,-1000.0,6000.0
3038309410,13833.333333333334,21500.0,24500.0,28000.0
3042494262,4466.666666666667,20133.333333333336,58133.333333333336,100133.33333333333
3047752207,-166.66666666666666,-500.0,-1000.0,-2000.0
3048510478,11833.333333333334,14000.0,17500.0,24000.0
3062400050,5833.333333333333,6500.0,8500.0,9000.0
3064259975,-166.66666666666666,-500.0,-1000.0,7500.0
3065821235,-166.66666666666666,10500.0,10000.0,20500.0
3069761002,-166.66666666666666,2500.0,9000.0,14800.0
3083136516,-166.66666666666666,-500.0,-1000.0,-2000.0
3090989156,-166.66666666666666,-500.0,-1000.0,-2000.0
3092828307,-166.66666666666666,-500.0,-1000.0,-2000.0
3094925830,-166.66666666666666,-500.0,-1000.0,-2000.0
3096745133,-166.66666666666666,-500.0,-1000.0,-500.0
3115116651,5833.333333333333,11500.0,23000.0,55500.0
3118249180,333.33333333333337,10500.0,27000.0,47000.0
3118790462,-166.66666666666666,-500.0,-1000.0,-2000.0
3133720861,9833.333333333334,15500.0,40000.0,100000.0
3142907212,-166.66666666666666,-500.0,-500.0,2500.0
3153124663,-166.66666666666666,-500.0,-1000.0,-2000.0
3176695315,3333.3333333333335,6000.0,15500.0,37500.0
3179322998,21833.333333333332,62000.0,61500.0,60500.0
3182231520,-166.66666666666666,-500.0,12000.0,11000.0
3182987905,-166.66666666666666,3500.0,3000.0,2000.0
3185616212,15333.333333333334,19500.0,19500.0,39000.0
3196107275,20833.333333333332,32500.0,50500.0,68500.0
3197156094,-166.66666666666666,13500.0,15500.0,17500.0
3200557449,-166.66666666666666,-500.0,-1000.0,4000.0
3201343370,-166.66666666666666,-500.0,0.0,13000.0
3202654532,-166.66666666666666,-500.0,-1000.0,-2000.0
3203982934,-166.66666666666666,8500.0,38000.0,87000.0
3208435596,6833.333333333333,31500.0,54500.0,101500.0
3211313187,833.3333333333334,1500.0,6500.0,9500.0
3212086807,-166.66666666666666,-500.0,-1000.0,-2000.0
3212872967,-166.66666666666666,-500.0,-500.0,4500.0
3213931207,4333.333333333333,22500.0,28000.0,70500.0
3215515565,7333.333333333333,14000.0,23500.0,31500.0
3222842218,-166.66666666666666,-500.0,-1000.0,-2000.0
3224944508,-166.66666666666666,-500.0,-1000.0,-2000.0
3227317153,-166.66666666666666,-500.0,-1000.0,-2000.0
3233066803,-166.66666666666666,-500.0,-1000.0,-2000.0
3233333534,7833.333333333333,27000.0,44633.333333333336,43633.333333333336
3239894787,-166.66666666666666,4000.0,13500.0,16000.0
3250107474,-166.66666666666666,500.0,10500.0,9500.0
3254041998,1833.3333333333333,5000.0,13500.0,32000.0
3254837969,-166.66666666666666,8000.0,21000.0,24500.0
3257959098,-166.66666666666666,-500.0,8500.0,35300.0
3261382544,1333.3333333333333,12500.0,27500.0,73500.0
3264536839,-166.66666666666666,-500.0,-1000.0,-2000.0
3267408391,-166.66666666666666,-500.0,-1000.0,-2000.0
3269504675,-166.66666666666666,-500.0,-1000.0,-2000.0
3271875486,-166.66666666666666,500.0,0.0,0.0
3274751424,-166.66666666666666,2000.0,1500.0,500.0
3278931645,10833.333333333334,24500.0,49460.0,114733.33333333333
3289971657,-166.66666666666666,-500.0,-1000.0,-2000.0
3293090464,-166.66666666666666,11000.0,13500.0,30500.0
3294675558,-166.66666666666666,-500.0,-1000.0,-2000.0
3299660330,-166.66666666666666,-500.0,2000.0,6500.0
3303590915,3333.3333333333335,13000.0,17500.0,32000.0
3305420185,-166.66666666666666,-500.0,-1000.0,-2000.0
3305688888,333.33333333333337,0.0,-500.0,10500.0
3308834795,4233.333333333333,48900.0,130400.0,218766.6666666667
3316426567,-166.66666666666666,-500.0,-1000.0,-2000.0
3322214317,-166.66666666666666,-500.0,-1000.0,17500.0
3332959060,-166.66666666666666,-500.0,0.0,-1000.0
3338202092,2833.3333333333335,27500.0,33000.0,69000.0
3339246890,8833.333333333334,8500.0,20500.0,24000.0
3344232626,-166.66666666666666,6500.0,9000.0,8000.0
3363090435,-166.66666666666666,2000.0,10500.0,15500.0
3368074694,19833.333333333332,27000.0,62000.0,69500.0
3368326914,-166.66666666666666,-500.0,-1000.0,-2000.0
3369388741,-166.66666666666666,-500.0,-1000.0,10000.0
3369920452,2833.3333333333335,2500.0,5000.0,17500.0
3373308300,-166.66666666666666,8000.0,9500.0,15000.0
3376713974,-166.66666666666666,-500.0,0.0,10500.0
3383528346,-166.66666666666666,-500.0,-1000.0,1000.0
3391679248,-166.66666666666666,-500.0,-1000.0,-2000.0
3402951759,-166.66666666666666,17500.0,32000.0,49000.0
3408177844,2833.3333333333335,2500.0,2000.0,4000.0
3423653124,2833.3333333333335,10000.0,21000.0,33000.0
3427834786,4333.333333333333,9500.0,15000.0,52000.0
3430211066,-166.66666666666666,-500.0,-1000.0,-1000.0
3437528683,833.3333333333334,2500.0,7500.0,6500.0
3438853299,-166.66666666666666,10500.0,16000.0,18000.0
3442267518,4833.333333333333,12500.0,30000.0,49000.0
3453009237,-166.66666666666666,-500.0,-1000.0,27500.0
3453548609,1333.3333333333333,1000.0,500.0,500.0
3457721304,-166.66666666666666,-500.0,-1000.0,-2000.0
3457984919,-166.66666666666666,-500.0,-1000.0,-2000.0
3469007851,-166.66666666666666,-500.0,10500.0,10500.0
3470826161,-166.66666666666666,-500.0,5000.0,54000.0
3503063807,-166.66666666666666,34000.0,33500.0,32500.0
3548445256,-166.66666666666666,1500.0,4500.0,12000.0
3548684966,-166.66666666666666,-500.0,-1000.0,-2000.0
3552100379,-166.66666666666666,-500.0,-1000.0,1000.0
3552611795,-166.66666666666666,-500.0,4000.0,3000.0
3561548436,1833.3333333333333,1500.0,5000.0,10500.0
3566767828,-166.66666666666666,-500.0,-1000.0,2000.0
3568358690,-166.66666666666666,7500.0,7000.0,10000.0
3586172422,-166.66666666666666,2500.0,31500.0,33500.0
3586180929,-166.66666666666666,-500.0,-1000.0,-500.0
3586703258,2833.3333333333335,3500.0,6000.0,8000.0
3588816952,-166.66666666666666,2500.0,8500.0,7500.0
3592472191,333.33333333333337,0.0,-500.0,-1500.0
3592472495,-166.66666666666666,-500.0,-1000.0,1500.0
3592716442,-166.66666666666666,-500.0,-1000.0,7000.0
3595345480,-166.66666666666666,-500.0,-1000.0,1000.0
3598507868,-166.66666666666666,-500.0,-1000.0,-2000.0
3600325678,4833.333333333333,21500.0,48000.0,100000.0
3600337884,5333.333333333333,5000.0,8000.0,21000.0
3600851043,3333.3333333333335,3000.0,2500.0,1500.0
3600854226,-166.66666666666666,2500.0,9500.0,12000.0
3601636325,-166.66666666666666,-500.0,18500.0,39500.0
3603223147,-166.66666666666666,15000.0,20000.0,31500.0
3603742664,2833.3333333333335,2500.0,2000.0,3500.0
3604795598,13833.333333333334,13500.0,62300.0,175300.0
3604796491,-166.66666666666666,-500.0,-1000.0,-2000.0
3606358779,-166.66666666666666,-500.0,-1000.0,-1500.0
3606379242,3333.3333333333335,3000.0,7500.0,41300.0
3607160984,-166.66666666666666,-500.0,3000.0,4000.0
3608207479,-166.66666666666666,-500.0,9500.0,8500.0
3609264100,-166.66666666666666,2500.0,2000.0,1000.0
3610312272,-166.66666666666666,-500.0,-1000.0,-2000.0
3610551076,-166.66666666666666,-500.0,-1000.0,-2000.0
3610564376,-166.66666666666666,-500.0,-1000.0,-2000.0
3611868625,333.33333333333337,0.0,2000.0,1000.0
3612378769,4333.333333333333,7500.0,10500.0,13500.0
3617102124,-166.66666666666666,-500.0,-1000.0,-2000.0
3617366456,-166.66666666666666,-500.0,-1000.0,8500.0
3617634748,-166.66666666666666,500.0,0.0,500.0
3617909482,-166.66666666666666,-500.0,-1000.0,-2000.0
3618433556,-166.66666666666666,0.0,1000.0,0.0
3619470094,-166.66666666666666,-500.0,-1000.0,-2000.0
3620263772,-166.66666666666666,-500.0,9000.0,18000.0
3621059923,-166.66666666666666,7000.0,11000.0,10000.0
3622343496,-166.66666666666666,-500.0,2000.0,22500.0
3622605902,833.3333333333334,4000.0,12000.0,28000.0
3623668964,-166.66666666666666,500.0,0.0,3500.0
3623918431,-166.66666666666666,-500.0,-1000.0,-2000.0
3623924118,2333.3333333333335,7000.0,9500.0,24500.0
3624441723,-166.66666666666666,-500.0,-1000.0,-2000.0
3624443161,-166.66666666666666,4000.0,8000.0,14500.0
3625229786,2333.3333333333335,7500.0,19000.0,26000.0
3626275151,2833.3333333333335,5500.0,32000.0,58000.0
3626542842,-166.66666666666666,-500.0,-1000.0,-1500.0
3633619157,-166.66666666666666,0.0,500.0,-500.0
3635210352,3333.3333333333335,3000.0,2500.0,1500.0
3635998865,5333.333333333333,13000.0,18500.0,29000.0
3636763069,-166.66666666666666,-500.0,-1000.0,9000.0
3637049457,-166.66666666666666,-500.0,2000.0,1000.0
3639916743,-166.66666666666666,-500.0,-1000.0,-1000.0
3644643570,1833.3333333333333,4000.0,18500.0,17500.0
3646488448,-166.66666666666666,-500.0,-1000.0,-2000.0
3651177763,4833.333333333333,17000.0,34500.0,42500.0
3652512329,-166.66666666666666,2500.0,2500.0,1500.0
3653299367,-166.66666666666666,-500.0,30000.0,42500.0
3653549665,5833.333333333333,5500.0,5000.0,7000.0
3654082201,-166.66666666666666,-500.0,9000.0,8000.0
3656430951,1333.3333333333333,2500.0,2000.0,5500.0
3658782902,-166.66666666666666,2500.0,8500.0,15500.0
3662201929,2833.3333333333335,2500.0,4000.0,4000.0
3664812906,17833.333333333332,34500.0,40500.0,83700.0
3666124073,2833.3333333333335,2500.0,2000.0,37000.0
3668220521,-166.66666666666666,-500.0,-1000.0,-2000.0
3672154768,6333.333333333333,10000.0,16500.0,23000.0
3673227721,7033.333333333333,20380.0,35800.0,56960.0
3674522995,-166.66666666666666,7500.0,7000.0,6000.0
3675313172,-166.66666666666666,-500.0,-1000.0,-2000.0
3676895053,-166.66666666666666,-500.0,-1000.0,18000.0
3683970402,-166.66666666666666,-500.0,9500.0,12000.0
3684491392,1033.3333333333333,11700.0,23700.0,46200.0
3686831996,333.33333333333337,3000.0,6000.0,14700.0
3686836390,3333.3333333333335,10500.0,15500.0,18000.0
3687364446,1833.3333333333333,8000.0,7500.0,6500.0
3687376223,-166.66666666666666,-500.0,-1000.0,-2000.0
3688146953,-166.66666666666666,-500.0,-1000.0,-2000.0
3688670502,2833.3333333333335,11500.0,29000.0,39000.0
3688940309,-166.66666666666666,37500.0,37000.0,36000.0
3690777542,-166.66666666666666,-500.0,-1000.0,-2000.0
3692076029,833.3333333333334,4000.0,16500.0,35500.0
3693140988,1833.3333333333333,8000.0,14500.0,14000.0
3694979495,5833.333333333333,15440.0,46940.0,51940.0
3697584413,-166.66666666666666,-500.0,-1000.0,-2000.0
3699154023,5333.333333333333,6500.0,10500.0,24000.0
3710171994,-166.66666666666666,-500.0,6500.0,8500.0
3711238105,-166.66666666666666,5000.0,7500.0,8000.0
3712806485,-166.66666666666666,-500.0,-1000.0,-2000.0
3713585193,333.33333333333337,0.0,3000.0,5500.0
3715676746,-166.66666666666666,3500.0,12000.0,30500.0
3716720968,-166.66666666666666,-500.0,2000.0,19500.0
3721962287,-166.66666666666666,3500.0,6500.0,14700.0
3723789050,-166.66666666666666,-500.0,-1000.0,1000.0
3724602799,2833.3333333333335,2500.0,5500.0,21500.0
3725898433,2333.3333333333335,7500.0,12000.0,34500.0
3726691799,4333.333333333333,11000.0,17500.0,44000.0
3733228483,2833.3333333333335,3000.0,12000.0,25000.0
3735594095,-166.66666666666666,-500.0,5000.0,7000.0
3735875960,-166.66666666666666,-500.0,3000.0,10000.0
3736134904,-166.66666666666666,-500.0,2000.0,1000.0
3739517574,-166.66666666666666,-500.0,-1000.0,-2000.0
3743470538,-166.66666666666666,-500.0,4000.0,3000.0
3743990889,3833.3333333333335,3500.0,10000.0,27500.0
3746358931,-166.66666666666666,-500.0,3500.0,4000.0
3747654943,-166.66666666666666,3500.0,15500.0,14500.0
3747931437,2833.3333333333335,5500.0,5000.0,4500.0
3749243733,-166.66666666666666,-500.0,-1000.0,-2000.0
3749496026,-166.66666666666666,-500.0,-1000.0,-2000.0
3751315826,2333.3333333333335,2500.0,10500.0,18500.0
3751605789,-166.66666666666666,-500.0,107500.0,145400.0
3751841329,-166.66666666666666,2500.0,5000.0,10000.0
3754468314,833.3333333333334,500.0,9000.0,19500.0
3755012014,2833.3333333333335,10000.0,20500.0,23500.0
3757896539,-166.66666666666666,4500.0,4000.0,3000.0
3760783640,-166.66666666666666,-500.0,-1000.0,-2000.0
3761809258,-166.66666666666666,-500.0,-500.0,31500.0
3763129772,-166.66666666666666,3500.0,6000.0,22500.0
3763392583,2833.3333333333335,2500.0,4500.0,8000.0
3764692195,-166.66666666666666,-500.0,-1000.0,-2000.0
3764695987,-166.66666666666666,-500.0,3500.0,7500.0
3764949280,-166.66666666666666,-500.0,-1000.0,-2000.0
3764966543,-166.66666666666666,-500.0,-500.0,1500.0
3766280429,6333.333333333333,15000.0,41500.0,71000.0
3767313564,-166.66666666666666,-500.0,-1000.0,-2000.0
3768637458,2333.3333333333335,20500.0,34000.0,69000.0
3771514221,-166.66666666666666,-500.0,-1000.0,-1000.0
3772554007,-166.66666666666666,9000.0,16000.0,70500.0
3772838059,-166.66666666666666,-500.0,-1000.0,-2000.0
3777014026,-166.66666666666666,2500.0,2000.0,1000.0
3777293996,-166.66666666666666,-500.0,0.0,9500.0
3777802229,-166.66666666666666,-500.0,4500.0,8000.0
3777809058,-166.66666666666666,5500.0,12000.0,16000.0
3783567434,5833.333333333333,14500.0,28500.0,27500.0
3783844051,1333.3333333333333,1000.0,1500.0,1000.0
3785144826,1833.3333333333333,1500.0,4000.0,45000.0
3785668113,-166.66666666666666,-500.0,-1000.0,-2000.0
3786451869,19333.333333333332,19000.0,23000.0,34500.0
3787774177,2833.3333333333335,3500.0,21000.0,27000.0
3788282472,-166.66666666666666,-500.0,-1000.0,1000.0
3788547584,11833.333333333334,29500.0,32500.0,32500.0
3788807886,-166.66666666666666,-500.0,-1000.0,500.0
3791433527,5833.333333333333,18500.0,31500.0,47000.0
3791974315,-166.66666666666666,-500.0,2500.0,22500.0
3792503150,5333.333333333333,12500.0,29700.0,40200.0
3796672420,-166.66666666666666,6500.0,6000.0,21100.0
3797463617,-166.66666666666666,500.0,0.0,7500.0
3799046810,-166.66666666666666,19000.0,18500.0,21500.0
3801931532,-166.66666666666666,-500.0,-1000.0,-2000.0
3802720868,-166.66666666666666,1500.0,13500.0,26000.0
3805076789,2833.3333333333335,9000.0,8500.0,7500.0
3807423011,-166.66666666666666,6500.0,9000.0,11000.0
3808474827,-166.66666666666666,500.0,0.0,0.0
3809779640,-166.66666666666666,-500.0,7500.0,22600.0
3809793910,-166.66666666666666,-500.0,-1000.0,22500.0
3810313184,-166.66666666666666,-500.0,-1000.0,5500.0
3810848377,-166.66666666666666,6500.0,6000.0,5000.0
3811087018,11333.333333333334,12000.0,28500.0,55500.0
3814769431,-166.66666666666666,8500.0,14500.0,29500.0
3816355335,6833.333333333333,6500.0,7500.0,6500.0
3818955016,3833.3333333333335,7500.0,28100.0,44500.0
3826289460,14833.333333333334,44000.0,88000.0,148900.0
3826560749,-166.66666666666666,-500.0,2000.0,1000.0
3827610942,2833.3333333333335,6500.0,10000.0,22500.0
3828396775,-166.66666666666666,2000.0,1500.0,1500.0
3829178740,22833.333333333332,48000.0,121500.0,181500.0
3832318334,-166.66666666666666,-500.0,-1000.0,-2000.0
3834167382,-166.66666666666666,500.0,0.0,8000.0
3839918755,-166.66666666666666,-500.0,-1000.0,-2000.0
3840970043,1333.3333333333333,1000.0,500.0,-500.0
3842803836,-166.66666666666666,-500.0,-1000.0,500.0
3844144825,-166.66666666666666,-500.0,-1000.0,3000.0
3844406908,18000.0,32733.333333333336,44500.0,68037.14285714286
3845710988,333.33333333333337,0.0,5000.0,6500.0
3847263547,833.3333333333334,2000.0,1500.0,2500.0
3847282280,9833.333333333334,12500.0,16000.0,18000.0
3853289760,2813.3333333333335,16880.0,29140.0,48873.33333333333
3853836090,-166.66666666666666,-500.0,-1000.0,-1000.0
3856447256,15833.333333333334,15500.0,15000.0,14000.0
3857235597,833.3333333333334,1500.0,10500.0,14500.0
3857770566,-166.66666666666666,-500.0,-1000.0,2500.0
3858814934,2833.3333333333335,2500.0,11000.0,10000.0
3858823496,-166.66666666666666,-500.0,500.0,19000.0
3859594938,-166.66666666666666,-500.0,-1000.0,-2000.0
3860889898,-166.66666666666666,-500.0,-1000.0,0.0
3861440777,-166.66666666666666,-500.0,-1000.0,-2000.0
3861962167,-166.66666666666666,12500.0,12000.0,11000.0
3862229162,-166.66666666666666,-500.0,137000.0,136000.0
3862731959,-166.66666666666666,-500.0,-1000.0,-2000.0
3863010161,6333.333333333333,15000.0,31500.0,63500.0
3863519697,-166.66666666666666,-500.0,-1000.0,-2000.0
3863789887,5353.333333333333,16660.0,44160.0,72660.0
3864587287,5833.333333333333,12000.0,21000.0,41500.0
3864821964,7833.333333333333,13000.0,14000.0,44500.0
3865377053,3333.3333333333335,11500.0,14000.0,13000.0
3866922730,-166.66666666666666,-500.0,-1000.0,3500.0
3867446926,-166.66666666666666,0.0,1000.0,4000.0
3867711051,-166.66666666666666,3500.0,3000.0,5000.0
3867731590,1333.3333333333333,1000.0,1000.0,2500.0
3868496743,3333.3333333333335,6000.0,16500.0,18500.0
3868766028,-166.66666666666666,-500.0,-1000.0,500.0
3869017513,-166.66666666666666,-500.0,-1000.0,1000.0
3869022359,-166.66666666666666,500.0,0.0,-500.0
3869540642,12333.333333333334,43000.0,59300.0,96300.0
3871130932,-166.66666666666666,3000.0,4500.0,11000.0
3872181937,1333.3333333333333,1000.0,1000.0,2500.0
3873757753,833.3333333333334,500.0,1500.0,8000.0
3874281530,3833.3333333333335,3500.0,3000.0,9500.0
3876625320,4833.333333333333,23500.0,42000.0,95000.0
3876894844,10833.333333333334,11000.0,16000.0,19000.0
3876911725,9833.333333333334,16500.0,31500.0,73500.0
3880059124,-166.66666666666666,2500.0,8000.0,11500.0
3881101485,-166.66666666666666,-500.0,3500.0,9500.0
3882137739,9333.333333333334,13500.0,25500.0,161500.0
3882398578,2833.3333333333335,6500.0,6000.0,14500.0
3882667193,-166.66666666666666,-500.0,-1000.0,-2000.0
3885531643,7333.333333333333,24000.0,66000.0,95000.0
3885814769,3433.3333333333335,21100.0,39600.0,73600.0
3886323104,-166.66666666666666,-500.0,500.0,-500.0
3886875128,4833.333333333333,4500.0,15500.0,58500.0
3887367724,-166.66666666666666,-500.0,-1000.0,-2000.0
3887386690,-166.66666666666666,1000.0,4500.0,24500.0
3889992142,16353.333333333334,35126.66666666667,65026.66666666667,149260.0
3893147356,5833.333333333333,18500.0,24000.0,37500.0
3893689016,1833.3333333333333,1500.0,2500.0,21500.0
3894473734,5833.333333333333,20500.0,20000.0,21000.0
3894716315,-166.66666666666666,0.0,-500.0,-1500.0
3894973304,1833.3333333333333,3000.0,3000.0,3500.0
3894979360,4833.333333333333,8500.0,28800.0,68300.0
3894987115,-166.66666666666666,-500.0,-1000.0,21500.0
3895510441,-166.66666666666666,-500.0,-1000.0,1500.0
3896555235,24833.333333333332,45500.0,53000.0,95000.0
3896556224,-166.66666666666666,2500.0,11000.0,36000.0
3898662228,-166.66666666666666,3000.0,4000.0,20000.0
3899185669,-166.66666666666666,-500.0,1500.0,87500.0
3899692177,-166.66666666666666,-500.0,-1000.0,-2000.0
3902067455,10333.333333333334,12000.0,25000.0,78500.0
3902071558,8833.333333333334,11000.0,10500.0,22000.0
3902586882,-166.66666666666666,-500.0,0.0,7500.0
3904170150,333.33333333333337,4500.0,4000.0,4500.0
3904687433,2333.3333333333335,19500.0,39500.0,81000.0
3905475395,5833.333333333333,5500.0,8000.0,7000.0
3907060278,-166.66666666666666,1000.0,500.0,23000.0
3907846543,-166.66666666666666,500.0,0.0,8000.0
3908611094,2833.3333333333335,11500.0,15500.0,48000.0
3911496941,-166.66666666666666,-500.0,-1000.0,-2000.0
3912039720,-166.66666666666666,-500.0,8000.0,9500.0
3912284899,-166.66666666666666,-500.0,-1000.0,-2000.0
3915180136,-166.66666666666666,-500.0,-1000.0,2500.0
3918069980,11233.333333333334,27400.0,61100.0,95380.0
3918824594,-166.66666666666666,5000.0,19000.0,56000.0
3918848302,-166.66666666666666,-500.0,-1000.0,-2000.0
3919620240,3333.3333333333335,8500.0,19000.0,25500.0
3919631140,-166.66666666666666,-500.0,5500.0,14000.0
3920147606,-166.66666666666666,7000.0,17500.0,36500.0
3920163810,2833.3333333333335,15500.0,34000.0,64000.0
3920414999,1333.3333333333333,7500.0,27500.0,37500.0
3921469009,2833.3333333333335,3500.0,8000.0,16000.0
3923291268,5333.333333333333,18500.0,38000.0,52500.0
3924329304,-166.66666666666666,-500.0,-1000.0,-2000.0
3924621633,20333.333333333332,56500.0,61000.0,60000.0
3925923096,-166.66666666666666,5500.0,5000.0,4000.0
3926978574,2833.3333333333335,2500.0,2000.0,4500.0
3928264576,-166.66666666666666,-500.0,-1000.0,1000.0
3928812627,-166.66666666666666,-500.0,5000.0,13000.0
3928813779,-166.66666666666666,-500.0,-1000.0,4000.0
3930889233,3861.904761904762,10128.57142857143,13828.571428571428,26868.571428571428
3936654702,-166.66666666666666,-500.0,-1000.0,1000.0
3940608209,-166.66666666666666,-500.0,-1000.0,-2000.0
3941130085,-166.66666666666666,2000.0,1500.0,500.0
3941396894,6333.333333333333,19000.0,35000.0,56600.0
3941641744,-166.66666666666666,7000.0,25000.0,59500.0
3943233985,-166.66666666666666,-500.0,-1000.0,-2000.0
3948712262,333.33333333333337,9800.0,14800.0,26300.0
3950020692,-166.66666666666666,-500.0,-500.0,1500.0
3950301480,3466.666666666667,14100.000000000002,23188.571428571428,50408.571428571435
3950565832,-166.66666666666666,-500.0,2000.0,13000.0
3950574365,-166.66666666666666,-500.0,-1000.0,-2000.0
3951616089,-166.66666666666666,-500.0,-1000.0,1000.0
3951867173,3833.3333333333335,3500.0,4000.0,4000.0
3952928944,2833.3333333333335,3500.0,3500.0,16500.0
3955279016,-166.66666666666666,-500.0,-1000.0,-2000.0
3958162156,9333.333333333334,18000.0,28500.0,63000.0
3958414711,-166.66666666666666,-500.0,-1000.0,-1500.0
3959462016,-166.66666666666666,12000.0,30000.0,44000.0
3960782415,-166.66666666666666,-500.0,-1000.0,-2000.0
3961058339,-166.66666666666666,-500.0,2000.0,18500.0
3961304052,1833.3333333333333,17500.0,25500.0,34000.0
3961566349,4833.333333333333,20500.0,59500.0,132000.0
